Pos,ID,Name,BV,SV,Team,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,189,Gray,5.2,5.2,Everton,62,2.708,49,1.634,41,1.649,44,1.496,43,1.493,42,1.66,44,1.822
D,337,Lindelöf,4.1,4.1,Man Utd,0,0.0,64,2.229,57,3.713,45,1.303,40,1.297,35,2.574,35,1.302
M,731,Kamaldeen,5.0,5.0,Southampton,58,1.883,55,2.059,52,1.634,50,1.881,48,1.758,48,1.532,48,1.576
F,682,Cunha,5.3,5.3,Wolves,54,1.97,49,1.788,50,1.612,49,1.734,47,1.68,47,1.891,44,1.554
D,43,Cash,4.6,4.6,Aston Villa,8,0.999,33,1.182,60,1.654,62,2.569,62,2.294,60,1.489,62,1.987
M,368,Saint-Maximin,6.1,6.1,Newcastle,0,0.015,9,1.198,15,1.415,36,1.624,52,3.643,54,2.141,53,1.854
M,23,Nelson,4.7,4.7,Arsenal,5,1.978,5,1.36,6,1.575,6,1.414,8,1.476,7,1.955,7,1.983
D,610,Akanji,5.0,5.0,Man City,0,0.0,53,1.471,49,2.844,52,1.602,52,1.63,51,2.742,51,1.415
M,582,Freuler,4.9,4.9,Nott'm Forest,71,2.213,67,2.085,61,1.805,57,1.591,54,1.304,54,1.275,55,1.386
M,365,Murphy,4.1,4.1,Newcastle,24,1.421,25,1.522,27,1.575,23,1.452,22,2.745,22,1.526,23,1.407
M,212,Wilson,5.7,5.7,Fulham,44,1.724,34,1.555,29,2.715,28,1.417,25,1.442,26,1.401,28,1.372
M,89,Wissa,5.3,5.3,Brentford,33,1.571,48,1.601,49,1.848,50,1.561,50,1.777,51,1.671,50,1.576
D,727,Souttar,4.5,4.5,Leicester,67,3.328,58,1.825,54,1.737,45,1.217,45,1.132,47,1.163,45,1.201
F,255,Vardy,9.1,9.1,Leicester,45,1.703,45,1.74,43,1.736,42,1.699,40,1.521,38,1.508,38,1.667
M,715,Tetê,5.2,5.2,Leicester,43,1.782,33,1.865,27,1.491,30,1.704,29,1.486,30,1.504,30,1.667
M,400,Walcott,4.8,4.8,Southampton,58,1.78,58,2.077,52,1.471,52,1.792,50,1.608,49,1.392,47,1.378
F,397,Awoniyi,5.6,5.6,Nott'm Forest,48,1.623,45,1.532,42,1.679,41,1.772,42,1.65,42,1.522,44,1.709
M,294,Elliott,4.8,4.8,Liverpool,21,1.465,24,1.402,26,2.946,18,1.383,22,1.421,21,1.381,20,1.46
M,265,Ndidi,4.8,4.8,Leicester,64,2.148,63,1.925,58,1.668,59,1.656,56,1.317,56,1.368,55,1.352
M,142,Mount,7.2,7.2,Chelsea,0,0.0,46,1.7,45,1.471,44,1.805,46,1.875,45,3.08,43,1.486
D,309,Laporte,5.6,5.6,Man City,0,0.0,37,1.34,35,2.913,36,1.486,38,1.547,38,2.674,37,1.406
D,114,Lamptey,4.2,4.2,Brighton,0,0.0,8,1.191,18,2.485,25,1.416,28,2.405,27,2.598,28,1.263
M,29,Coutinho,6.6,6.6,Aston Villa,10,1.057,32,1.74,51,1.751,49,1.841,45,1.665,47,1.632,48,1.656
M,552,Anderson,4.3,4.3,Newcastle,11,1.361,13,1.449,13,1.456,14,1.437,13,2.682,12,1.529,12,1.418
M,728,Sabitzer,4.7,4.7,Man Utd,0,0.0,48,1.428,45,2.677,44,1.429,42,1.445,43,2.884,43,1.462
F,454,Richarlison,8.4,8.4,Spurs,41,1.516,46,1.58,46,1.53,47,1.648,46,1.599,44,1.625,46,1.769
M,469,Fornals,4.9,4.9,West Ham,28,1.401,30,1.298,31,2.722,33,1.364,36,1.406,35,1.534,35,1.481
D,292,Tsimikas,4.3,4.3,Liverpool,11,1.382,13,1.379,14,2.806,15,1.37,16,1.415,16,1.371,17,1.467
D,538,Young,4.3,4.3,Aston Villa,75,3.185,58,2.203,35,1.143,33,1.24,34,1.183,34,1.114,33,1.116
M,704,Sarabia,5.2,5.2,Wolves,36,1.696,38,1.637,38,1.38,36,1.585,36,1.547,37,1.782,35,1.379
F,625,Diego Costa,5.3,5.3,Wolves,38,1.582,50,1.602,48,1.462,47,1.551,50,1.566,48,1.718,51,1.526
D,299,Walker,4.7,4.7,Man City,0,0.0,49,1.321,48,2.729,50,1.555,49,1.528,47,2.479,50,1.345
D,456,Ogbonna,4.4,4.4,West Ham,48,1.398,51,1.26,50,2.524,48,1.264,46,1.266,54,1.71,51,1.475
F,210,Mitrović,6.6,6.6,Fulham,0,-0.146,0,-0.191,0,-0.445,0,-0.178,76,4.062,76,3.927,77,3.803
D,108,Webster,4.5,4.5,Brighton,0,0.0,20,1.246,24,2.392,24,1.31,25,2.248,27,2.421,27,1.195
M,575,Cornet,5.9,5.9,West Ham,11,1.196,15,1.24,17,2.565,19,1.392,19,1.405,19,1.352,20,1.45
D,472,Aguerd,4.8,4.8,West Ham,45,1.311,51,1.281,50,2.555,51,1.329,52,1.391,48,1.398,47,1.321
M,278,Chamberlain,4.9,4.9,Liverpool,2,1.319,2,1.26,4,2.648,5,1.318,4,1.325,5,1.319,5,1.378
M,486,Neto,4.9,4.9,Wolves,27,1.486,29,1.491,29,1.375,30,1.482,35,1.533,34,1.74,29,1.375
M,699,Mudryk,6.5,6.5,Chelsea,0,0.0,27,1.493,27,1.368,29,1.725,25,1.537,26,2.807,30,1.504
M,491,Adama,5.4,5.4,Wolves,31,1.556,30,1.472,31,1.416,36,1.494,35,1.479,33,1.586,34,1.416
M,291,Jones,4.9,4.9,Liverpool,31,1.394,31,1.32,31,2.595,31,1.304,28,1.256,26,1.227,28,1.297
D,197,Patterson,3.9,3.9,Everton,66,2.373,63,1.833,58,1.628,42,1.09,34,1.095,31,1.161,31,1.202
M,723,H.Traorè,4.5,4.5,Bournemouth,5,1.102,12,1.322,20,1.449,33,1.564,43,1.626,42,1.57,40,1.726
M,693,Alcaraz,5.0,5.0,Southampton,53,1.458,50,1.675,50,1.421,46,1.589,43,1.489,47,1.35,44,1.323
M,149,Gilmour,4.2,4.2,Brighton,0,0.0,19,1.202,17,2.301,16,1.245,15,2.158,13,2.261,15,1.126
D,193,Godfrey,4.3,4.3,Everton,60,1.904,59,1.601,57,1.527,53,1.204,51,1.155,49,1.285,54,1.541
M,195,Gordon,5.1,5.1,Newcastle,39,1.245,39,1.39,39,1.385,33,1.251,30,2.403,30,1.314,31,1.226
D,367,Targett,4.7,4.7,Newcastle,13,1.206,18,1.314,24,1.321,25,1.276,25,2.424,27,1.371,28,1.257
D,544,Van Hecke,4.0,4.0,Brighton,0,0.0,12,1.23,9,2.29,6,1.211,5,2.104,5,2.228,6,1.095
M,325,Phillips,4.8,4.8,Man City,0,0.0,13,1.209,15,2.537,16,1.292,17,1.371,17,2.389,18,1.268
F,168,Mateta,5.1,5.1,Crystal Palace,28,1.478,27,1.442,27,1.42,25,1.397,22,1.456,21,1.418,22,1.436
M,45,Bailey,4.4,4.4,Aston Villa,2,0.998,11,1.244,23,1.32,36,1.759,43,1.653,44,1.53,44,1.504
F,585,Dennis,5.6,5.6,Nott'm Forest,33,1.338,35,1.338,34,1.463,35,1.602,34,1.449,34,1.338,34,1.481
F,271,Daka,5.6,5.6,Leicester,28,1.464,25,1.487,24,1.493,25,1.469,24,1.327,24,1.319,24,1.431
D,417,Perraud,4.1,4.1,Southampton,69,1.893,51,1.54,51,1.275,51,1.54,46,1.337,47,1.178,49,1.218
M,734,A.Ayew,5.0,5.0,Nott'm Forest,30,1.341,33,1.418,34,1.46,29,1.481,31,1.445,33,1.418,30,1.406
M,132,Kovacic,4.9,4.9,Chelsea,0,0.0,58,1.568,57,1.459,57,1.625,55,1.545,54,2.595,51,1.175
D,342,Dalot,4.7,4.7,Man Utd,0,0.0,44,1.179,46,2.413,47,1.3,46,1.309,42,2.46,43,1.251
M,25,Fábio Vieira,5.6,5.6,Arsenal,11,1.394,14,1.35,17,1.437,15,1.366,15,1.379,17,1.486,16,1.445
M,231,James,5.9,5.9,Fulham,0,0.114,44,1.504,38,2.831,39,1.596,11,1.316,12,1.288,10,1.167
M,483,Podence,5.2,5.2,Wolves,40,1.487,42,1.436,38,1.284,42,1.391,39,1.34,39,1.561,40,1.285
M,204,Kebano,5.4,5.4,Fulham,4,1.191,5,1.121,11,2.33,14,1.284,15,1.335,15,1.268,16,1.239
M,331,Fred,5.1,5.1,Man Utd,0,0.0,13,1.189,13,2.343,12,1.214,14,1.237,15,2.458,17,1.271
M,481,Hwang,5.7,5.7,Wolves,45,1.47,32,1.399,36,1.304,33,1.367,32,1.355,33,1.499,37,1.304
D,573,Lewis,3.9,3.9,Man City,0,0.0,14,1.132,19,2.477,20,1.272,19,1.325,21,2.29,21,1.186
M,246,Aaronson,5.3,5.3,Leeds,42,1.419,44,1.407,44,1.462,48,1.333,46,1.338,43,1.382,43,1.336
M,200,Cairney,4.7,4.7,Fulham,15,1.215,18,1.164,20,2.377,22,1.237,24,1.244,22,1.217,23,1.161
F,700,Rutter,5.1,5.1,Leeds,17,1.291,20,1.382,19,1.432,21,1.357,22,1.327,24,1.398,24,1.382
F,619,Gnonto,4.8,4.8,Leeds,35,1.467,35,1.436,35,1.495,38,1.173,38,1.219,36,1.415,41,1.342
D,222,Ayling,4.5,4.5,Leeds,49,1.395,51,1.45,52,1.489,44,1.171,53,1.344,49,1.347,51,1.349
M,140,Pulisic,5.6,5.6,Chelsea,0,0.0,18,1.353,22,1.313,23,1.461,23,1.436,22,2.618,24,1.349
D,249,Evans,4.4,4.4,Leicester,15,1.151,37,1.207,48,1.331,54,1.505,55,1.29,55,1.367,55,1.646
M,12,Smith Rowe,5.6,5.6,Arsenal,3,1.339,6,1.161,8,1.234,10,1.19,14,1.4,16,1.573,19,1.596
D,545,Emerson,4.0,4.0,West Ham,31,1.262,27,1.12,29,2.287,28,1.142,31,1.175,33,1.263,32,1.219
M,86,Janelt,5.5,5.5,Brentford,38,1.349,41,1.337,43,1.467,42,1.277,44,1.427,41,1.344,41,1.257
D,587,Sergio Gómez,4.4,4.4,Man City,0,0.0,3,1.131,4,2.368,4,1.232,4,1.283,6,2.221,6,1.146
M,274,Milner,4.4,4.4,Liverpool,7,1.141,10,1.08,14,2.382,11,1.126,12,1.217,13,1.19,11,1.204
M,134,Kanté,4.8,4.8,Chelsea,0,0.0,46,1.38,46,1.299,41,1.412,44,1.417,43,2.549,43,1.273
M,505,Rothwell,4.9,4.9,Bournemouth,50,1.389,49,1.446,47,1.393,44,1.23,44,1.283,42,1.222,45,1.364
F,528,Mara,5.3,5.3,Southampton,36,1.46,31,1.698,26,1.258,17,1.228,16,1.216,19,1.224,19,1.238
D,576,Senesi,4.4,4.4,Bournemouth,33,1.153,64,2.382,42,1.208,42,1.124,40,1.142,38,1.107,38,1.2
D,8,Tierney,4.6,4.6,Arsenal,47,1.564,35,1.25,25,1.28,25,1.25,25,1.259,26,1.382,24,1.318
D,504,Malacia,4.2,4.2,Man Utd,0,0.0,43,1.147,39,2.234,38,1.178,32,1.198,29,2.344,29,1.18
D,1,Cédric,4.2,4.2,Fulham,20,1.218,21,1.119,22,2.208,28,1.174,28,1.218,28,1.152,29,1.122
M,69,Christie,5.3,5.3,Bournemouth,46,1.342,48,1.399,45,1.345,42,1.253,41,1.273,40,1.241,41,1.326
M,441,Skipp,4.3,4.3,Spurs,64,1.858,61,1.773,53,1.185,46,1.096,40,1.049,42,1.06,41,1.127
M,93,Onyeka,4.8,4.8,Brentford,14,1.255,22,1.3,25,1.378,25,1.283,26,1.341,26,1.305,28,1.268
M,205,De Cordova-Reid,5.4,5.4,Fulham,44,1.216,43,1.097,47,2.232,43,1.173,40,1.201,44,1.125,42,1.084
M,570,Garner,4.5,4.5,Everton,65,2.241,27,1.098,28,1.145,29,1.097,30,1.099,30,1.166,32,1.273
M,347,Pellistri,4.3,4.3,Man Utd,0,0.0,14,1.191,11,2.254,7,1.119,7,1.138,5,2.249,5,1.139
M,580,Damsgaard,5.0,5.0,Brentford,32,1.289,37,1.272,38,1.411,40,1.255,41,1.336,41,1.275,40,1.25
M,509,Downes,4.2,4.2,West Ham,9,1.13,13,1.115,15,2.237,17,1.116,15,1.123,16,1.185,19,1.178
M,316,Palmer,4.2,4.2,Man City,0,0.0,4,1.088,6,2.278,7,1.174,8,1.23,9,2.166,8,1.117
D,530,Richards,4.4,4.4,Crystal Palace,11,1.279,14,1.272,16,1.255,21,1.259,18,1.343,17,1.298,21,1.344
D,470,Diop,4.3,4.3,Fulham,23,1.167,26,1.093,32,2.128,35,1.169,35,1.211,35,1.147,34,1.09
M,460,Lanzini,5.0,5.0,West Ham,5,1.165,7,1.083,7,2.175,10,1.096,10,1.1,12,1.247,10,1.135
F,476,Jiménez,6.6,6.6,Wolves,10,1.218,11,1.255,12,1.262,12,1.289,14,1.286,16,1.366,15,1.278
D,286,Gomez,4.3,4.3,Liverpool,7,1.064,13,1.109,14,2.23,18,1.112,19,1.148,20,1.113,20,1.177
M,83,Dasilva,4.1,4.1,Brentford,37,1.255,40,1.24,40,1.418,42,1.233,40,1.338,39,1.242,38,1.223
G,113,Sánchez,4.5,4.5,Brighton,0,0.0,4,1.004,5,1.99,7,1.063,7,1.899,7,1.981,6,1.0
F,110,Maupay,5.7,5.7,Everton,28,1.353,18,1.247,14,1.225,15,1.149,14,1.143,16,1.238,16,1.579
F,11,Nketiah,6.4,6.4,Arsenal,5,1.448,7,1.096,8,1.171,10,1.134,12,1.23,14,1.556,16,1.292
M,405,S.Armstrong,4.7,4.7,Southampton,43,1.179,43,1.426,38,1.174,39,1.42,38,1.343,35,1.173,38,1.191
D,90,Roerslev,4.3,4.3,Brentford,23,1.265,29,1.258,30,1.372,29,1.245,26,1.296,22,1.251,17,1.211
M,713,Danjuma,6.1,6.1,Spurs,18,1.311,15,1.254,14,1.198,15,1.272,13,1.257,13,1.27,13,1.322
M,240,Summerville,4.2,4.2,Leeds,19,1.3,20,1.282,22,1.346,20,1.227,22,1.191,24,1.276,24,1.252
M,34,Traoré,4.9,4.9,Aston Villa,31,1.555,24,1.431,11,1.202,11,1.255,10,1.165,9,1.126,10,1.133
D,471,Johnson,4.4,4.4,West Ham,9,1.128,8,1.051,9,2.116,10,1.062,14,1.12,12,1.191,13,1.16
F,714,Semenyo,5.0,5.0,Bournemouth,16,1.194,20,1.292,19,1.296,22,1.249,19,1.259,19,1.239,20,1.292
M,75,Anthony,5.2,5.2,Bournemouth,26,1.26,27,1.291,28,1.296,25,1.221,28,1.247,26,1.209,27,1.292
D,257,Amartey,4.0,4.0,Leicester,20,1.304,23,1.326,21,1.329,17,1.27,16,1.171,16,1.163,17,1.25
F,408,A.Armstrong,5.3,5.3,Southampton,21,1.197,20,1.33,22,1.213,20,1.334,22,1.31,22,1.205,23,1.218
M,359,Fraser,5.2,5.2,Newcastle,3,1.069,4,1.141,4,1.14,4,1.112,4,2.091,4,1.148,5,1.071
F,237,Greenwood,4.0,4.0,Leeds,7,1.163,10,1.176,12,1.32,11,1.194,12,1.287,13,1.302,13,1.322
M,117,Moder,4.4,4.4,Brighton,0,0.0,0,0.089,2,2.105,3,1.206,4,2.065,4,2.21,4,1.074
D,276,Matip,5.9,5.9,Liverpool,6,1.035,12,1.086,13,2.195,15,1.075,17,1.109,16,1.077,18,1.159
D,363,Manquillo,4.2,4.2,Newcastle,3,1.061,5,1.13,6,1.127,7,1.116,4,2.068,6,1.15,5,1.058
M,406,Elyounoussi,5.1,5.1,Southampton,48,1.231,45,1.301,46,1.195,45,1.295,46,1.3,46,1.194,45,1.19
D,718,Viña,4.5,4.5,Bournemouth,34,1.228,43,1.297,34,1.29,33,1.172,35,1.222,33,1.171,34,1.287
F,686,Simms,4.5,4.5,Everton,12,1.297,5,1.207,6,1.235,6,1.199,7,1.194,7,1.255,7,1.27
M,296,Carvalho,5.1,5.1,Liverpool,1,0.09,2,1.191,3,2.448,3,1.231,2,1.202,3,1.233,3,1.258
G,355,Dubravka,4.1,4.1,Newcastle,1,1.062,2,1.073,2,1.098,3,1.125,3,2.052,3,1.161,4,1.073
M,136,Loftus-Cheek,5.0,5.0,Chelsea,0,0.0,17,1.19,19,1.194,18,1.309,21,1.304,20,2.418,19,1.205
M,479,Dendoncker,4.7,4.7,Aston Villa,48,1.344,32,1.328,17,1.167,17,1.217,16,1.164,18,1.2,17,1.162
D,588,Kehrer,4.3,4.3,West Ham,39,1.143,34,1.021,36,2.075,41,1.042,40,1.052,39,1.142,41,1.099
M,154,McArthur,4.8,4.8,Crystal Palace,17,1.252,19,1.227,21,1.208,17,1.165,17,1.252,19,1.236,16,1.228
M,651,Moran,4.5,4.5,Brighton,0,0.0,5,1.117,4,2.149,3,1.159,2,2.001,2,1.124,1,1.015
M,726,Lukic,4.5,4.5,Fulham,11,1.078,16,1.035,17,2.064,17,1.096,19,1.133,20,1.09,21,1.058
F,732,Onuachu,5.5,5.5,Southampton,30,1.237,24,1.314,19,1.211,12,1.229,12,1.22,12,1.155,13,1.165
D,71,Mepham,4.3,4.3,Bournemouth,37,1.038,63,2.232,42,1.097,39,1.004,39,1.025,42,0.98,39,1.09
D,244,Kristensen,4.7,4.7,Leeds,48,1.263,48,1.249,46,1.281,53,1.143,44,1.116,48,1.22,47,1.181
M,549,Praet,4.8,4.8,Leicester,22,1.228,19,1.25,17,1.232,17,1.21,19,1.153,18,1.143,19,1.209
D,432,Davies,4.7,4.7,Spurs,3,0.96,17,1.108,30,1.111,39,1.199,49,1.267,50,1.313,51,1.462
D,360,Lascelles,4.3,4.3,Newcastle,7,0.979,9,1.04,10,1.047,12,1.097,12,2.028,14,1.148,13,1.049
G,324,Ortega,3.8,3.8,Man City,0,0.0,2,1.038,3,2.1,4,1.053,3,1.102,3,2.025,4,1.038
M,158,Milivojevic,4.2,4.2,Crystal Palace,25,1.214,22,1.188,26,1.178,24,1.144,22,1.209,20,1.195,21,1.205
F,391,Surridge,4.6,4.6,Nott'm Forest,2,1.142,2,1.137,3,1.208,3,1.231,3,1.2,5,1.194,4,1.217
G,398,Henderson,4.6,4.6,Nott'm Forest,14,1.025,21,1.03,25,1.246,28,1.263,27,1.25,30,1.24,29,1.263
M,569,Garnacho,4.2,4.2,Man Utd,0,0.0,0,0.169,0,0.357,4,1.346,8,1.392,18,3.301,20,1.748
F,617,Aubameyang,8.4,8.4,Chelsea,0,0.0,8,1.167,10,1.088,10,1.229,12,1.29,12,2.362,12,1.177
D,50,Diego Carlos,4.7,4.7,Aston Villa,11,1.153,15,1.222,23,1.168,24,1.235,24,1.19,24,1.169,26,1.174
G,473,Areola,4.3,4.3,West Ham,2,1.047,3,1.034,3,2.052,4,1.034,5,1.04,5,1.056,6,1.047
G,162,Butland,4.4,4.4,Man Utd,0,0.0,1,1.021,2,2.067,2,1.033,4,1.04,3,2.09,4,1.049
G,213,Rodák,4.3,4.3,Fulham,1,1.035,4,1.032,5,2.056,4,1.039,5,1.051,6,1.047,5,1.032
M,349,Shelvey,4.8,4.8,Nott'm Forest,49,1.237,43,1.146,39,1.159,35,1.232,34,1.152,37,1.141,34,1.177
D,343,B.Williams,3.8,3.8,Man Utd,0,0.0,2,0.994,2,1.982,3,1.055,2,1.034,3,2.136,2,1.043
M,94,Baptiste,4.5,4.5,Brentford,10,1.084,13,1.16,16,1.231,17,1.176,19,1.236,18,1.2,16,1.145
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,58,1.151,57,1.222,53,1.187,51,1.296,48,1.06,52,1.068,52,1.233
F,62,Moore,4.9,4.9,Bournemouth,1,1.061,3,1.207,4,1.211,3,1.17,4,1.186,4,1.159,5,1.218
D,65,Stacey,4.3,4.3,Bournemouth,11,1.113,26,1.222,22,1.223,17,1.124,18,1.156,18,1.132,21,1.214
M,338,McTominay,4.9,4.9,Man Utd,0,0.0,17,0.989,18,1.948,19,1.028,21,1.048,21,2.074,20,1.058
D,188,Mina,4.3,4.3,Everton,2,1.046,3,1.046,6,1.157,6,1.086,6,1.084,16,1.492,7,1.194
D,520,Koulibaly,5.5,5.5,Chelsea,0,0.0,0,-0.136,6,0.9,18,1.144,40,1.206,58,2.876,61,2.11
D,595,Zanka,3.9,3.9,Brentford,23,1.139,25,1.13,30,1.238,30,1.132,32,1.194,27,1.136,24,1.114
D,153,Tomkins,3.9,3.9,Crystal Palace,1,1.068,3,1.16,4,1.149,4,1.121,5,1.187,7,1.187,6,1.187
D,235,Struijk,4.5,4.5,Leeds,44,1.208,37,1.172,43,1.23,42,1.06,43,1.081,42,1.161,45,1.136
D,689,Badiashile,5.0,5.0,Chelsea,0,0.0,38,1.173,32,1.12,31,1.255,26,1.212,18,2.178,19,1.106
M,224,Forshaw,4.4,4.4,Leeds,10,1.119,14,1.16,17,1.214,17,1.116,20,1.129,19,1.179,15,1.128
D,710,Kiwior,4.0,4.0,Arsenal,15,1.237,17,1.131,13,1.168,11,1.115,9,1.081,10,1.162,10,1.14
M,130,Jorginho,5.7,5.7,Arsenal,26,1.19,32,1.069,29,1.13,31,1.099,31,1.1,32,1.236,33,1.204
D,436,R.Sessegnon,4.4,4.4,Spurs,0,-0.101,7,1.134,14,1.19,26,1.382,42,1.397,42,1.439,41,1.581
D,435,Sánchez,4.2,4.2,Spurs,28,1.122,24,1.14,22,1.114,16,1.156,13,1.134,15,1.142,16,1.201
M,527,Lingard,5.4,5.4,Nott'm Forest,7,1.06,9,1.068,19,1.249,15,1.208,14,1.136,14,1.125,16,1.16
M,344,Elanga,4.6,4.6,Man Utd,0,0.0,3,1.218,2,2.233,1,1.085,1,1.109,1,1.225,1,1.12
M,387,Yates,5.0,5.0,Nott'm Forest,9,0.98,20,1.103,28,1.14,43,1.288,41,1.15,42,1.132,45,1.191
M,450,Sarr,4.2,4.2,Spurs,21,1.168,19,1.19,16,1.138,12,1.18,8,1.08,8,1.087,8,1.133
D,127,Azpilicueta,4.7,4.7,Chelsea,0,0.0,18,1.159,20,1.098,19,1.247,16,1.191,17,2.199,16,1.073
M,503,Moutinho,4.6,4.6,Wolves,19,1.163,23,1.143,22,1.104,25,1.14,23,1.119,24,1.193,23,1.104
M,87,Ghoddos,4.8,4.8,Brentford,3,1.114,6,1.11,9,1.216,10,1.121,9,1.15,9,1.125,9,1.113
M,703,Danilo,4.5,4.5,Nott'm Forest,39,1.101,37,1.102,32,1.146,29,1.229,27,1.124,26,1.087,25,1.132
M,252,Mendy,4.3,4.3,Leicester,17,1.131,16,1.149,19,1.17,18,1.155,22,1.094,20,1.081,20,1.135
D,523,Toffolo,4.3,4.3,Nott'm Forest,32,1.11,31,1.112,33,1.129,32,1.212,32,1.122,29,1.096,29,1.134
D,192,Holgate,4.2,4.2,Everton,15,1.19,10,1.088,9,1.141,7,1.068,6,1.059,12,1.213,6,1.155
M,708,Madueke,5.5,5.5,Chelsea,0,0.0,6,1.101,7,1.078,8,1.165,9,1.162,9,2.217,13,1.184
M,444,Bissouma,4.7,4.7,Spurs,7,0.902,15,1.007,28,1.015,44,1.088,54,1.329,51,1.186,53,1.37
M,18,Sambi,4.3,4.3,Crystal Palace,19,1.151,21,1.12,21,1.108,19,1.084,17,1.139,17,1.127,18,1.154
M,725,Ahamada,4.5,4.5,Crystal Palace,6,1.134,9,1.117,9,1.106,10,1.084,10,1.157,8,1.126,10,1.156
D,267,Söyüncü,4.2,4.2,Leicester,25,1.141,24,1.16,20,1.159,22,1.145,19,1.076,21,1.063,20,1.12
M,135,Ziyech,5.5,5.5,Chelsea,0,0.0,7,1.107,7,1.066,8,1.155,10,1.166,10,2.279,9,1.093
M,163,Hughes,4.8,4.8,Crystal Palace,16,1.113,18,1.144,20,1.124,19,1.087,17,1.14,17,1.123,16,1.114
M,536,Mangala,4.9,4.9,Nott'm Forest,48,1.162,40,1.088,38,1.1,30,1.176,32,1.093,32,1.087,33,1.118
M,67,Cook,4.9,4.9,Bournemouth,25,1.108,27,1.147,27,1.149,26,1.08,24,1.101,27,1.079,26,1.146
D,178,Coleman,4.2,4.2,Everton,0,-0.001,9,1.045,19,1.176,39,1.112,53,1.169,56,1.636,54,1.671
M,418,Djenepo,5.0,5.0,Southampton,7,1.075,5,1.162,7,1.075,6,1.165,8,1.148,6,1.066,8,1.092
M,190,Davies,4.9,4.9,Everton,37,1.162,15,1.071,13,1.119,14,1.063,16,1.064,16,1.124,19,1.178
D,295,N.Williams,3.8,3.8,Nott'm Forest,71,1.569,52,1.106,44,1.028,26,1.071,27,0.994,28,0.982,26,1.024
F,711,Durán,5.5,5.5,Aston Villa,20,1.219,12,1.16,8,1.074,8,1.093,7,1.084,7,1.062,7,1.068
D,194,Mykolenko,4.1,4.1,Everton,40,1.111,35,1.07,34,1.13,37,1.062,38,1.07,38,1.138,33,1.179
D,385,McKenna,4.4,4.4,Nott'm Forest,73,1.485,51,1.091,35,1.016,34,1.098,38,1.009,39,0.999,41,1.038
D,112,Cucurella,4.9,4.9,Chelsea,0,0.0,25,1.097,24,1.06,26,1.169,24,1.167,23,2.117,22,1.067
D,33,Digne,4.6,4.6,Aston Villa,16,1.082,16,1.141,15,1.063,16,1.133,16,1.086,18,1.082,18,1.084
M,431,Lucas Moura,5.8,5.8,Spurs,0,0.003,16,1.308,16,1.276,14,1.326,12,1.305,11,1.238,10,1.196
D,439,Tanganga,3.8,3.8,Spurs,9,1.094,5,1.091,4,1.07,4,1.108,3,1.086,3,1.094,2,1.105
D,174,Ferguson,3.9,3.9,Crystal Palace,5,1.098,7,1.078,10,1.083,8,1.051,8,1.109,9,1.094,8,1.109
M,616,Zakaria,4.9,4.9,Chelsea,0,0.0,5,1.087,6,1.06,6,1.136,6,1.134,6,2.125,7,1.08
D,270,Thomas,3.9,3.9,Leicester,10,1.095,9,1.107,12,1.174,10,1.103,7,1.034,7,1.021,7,1.066
G,147,Mendy,4.8,4.8,Chelsea,0,0.0,14,1.087,18,1.07,18,1.109,19,1.103,19,2.14,21,1.08
M,48,Chukwuemeka,4.2,4.2,Chelsea,0,0.0,1,1.038,3,1.057,2,1.126,3,1.16,4,2.121,4,1.069
M,583,Kouyaté,4.4,4.4,Nott'm Forest,4,0.935,17,1.028,26,1.082,39,1.202,41,1.1,39,1.068,38,1.148
D,76,Zemura,4.3,4.3,Bournemouth,2,1.03,5,1.123,3,1.113,3,1.052,3,1.074,5,1.06,4,1.11
M,148,Gallagher,5.6,5.6,Chelsea,0,0.0,13,1.049,14,0.994,18,1.213,16,1.1,17,2.047,20,1.092
D,516,Collins,4.3,4.3,Wolves,10,1.056,21,1.086,25,1.033,24,1.079,24,1.056,25,1.149,25,1.033
M,512,Aribo,5.0,5.0,Southampton,8,1.003,7,1.084,12,1.059,9,1.092,11,1.122,12,1.055,12,1.066
G,254,Ward,3.9,3.9,Leicester,3,1.059,3,1.064,6,1.084,5,1.082,7,1.051,8,1.046,8,1.076
M,60,Brooks,5.3,5.3,Bournemouth,3,1.046,4,1.096,4,1.102,5,1.035,4,1.042,5,1.032,5,1.107
M,416,Diallo,4.2,4.2,Southampton,13,1.015,15,1.098,16,1.015,16,1.097,19,1.124,19,1.049,18,1.059
M,692,Orsic,5.1,5.1,Southampton,1,0.975,6,1.088,7,1.026,9,1.096,11,1.124,11,1.066,11,1.075
D,32,Chambers,4.2,4.2,Aston Villa,21,1.116,15,1.142,8,1.024,9,1.071,9,1.041,10,1.02,10,1.025
D,419,Livramento,4.4,4.4,Southampton,1,0.967,1,1.043,3,1.014,8,1.117,13,1.166,11,1.077,9,1.047
M,620,Arthur,4.8,4.8,Liverpool,1,0.054,3,1.052,4,2.128,3,1.046,3,1.065,2,1.013,2,1.055
D,350,Ritchie,4.2,4.2,Newcastle,0,0.002,1,1.076,3,1.14,2,1.055,2,2.034,2,1.101,2,1.002
