Pos,ID,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,90,Roerslev,4.3,4.3,Brentford,13,0.625,13,0.651,18,0.794
F,700,Rutter,5.0,5.0,Leeds,10,0.464,15,0.716,16,0.755
F,168,Mateta,5.1,5.1,Crystal Palace,8,0.589,9,0.554,12,0.73
D,404,Stephens,4.3,4.3,Bournemouth,11,0.498,15,0.586,18,0.754
F,262,Iheanacho,5.8,5.8,Leicester,0,0.0,7,0.447,22,1.389
D,157,Clyne,4.5,4.5,Crystal Palace,13,0.573,13,0.585,15,0.672
F,62,Moore,4.9,4.9,Bournemouth,5,0.578,6,0.553,8,0.687
M,509,Downes,4.2,4.2,West Ham,12,0.539,14,0.635,14,0.607
D,270,Thomas,3.9,3.9,Leicester,15,0.57,14,0.526,16,0.669
D,235,Struijk,4.5,4.5,Leeds,11,0.436,14,0.621,16,0.691
M,274,Milner,4.4,4.4,Liverpool,10,0.466,12,0.586,13,0.695
D,463,Coufal,4.0,4.0,West Ham,0,0.0,10,0.467,32,1.213
M,582,Freuler,4.9,4.9,Nott'm Forest,12,0.501,13,0.553,15,0.618
M,503,Moutinho,4.6,4.6,Wolves,12,0.559,13,0.611,11,0.48
D,286,Gomez,4.3,4.3,Liverpool,7,0.321,12,0.573,16,0.73
M,370,S.Longstaff,4.3,4.3,Newcastle,3,0.314,10,0.505,17,0.799
D,192,Holgate,4.2,4.2,Everton,12,0.516,13,0.633,9,0.464
M,12,Smith Rowe,5.6,5.6,Arsenal,5,0.352,8,0.594,10,0.614
D,477,Jonny,4.3,4.3,Wolves,7,0.293,16,0.672,14,0.564
D,420,Salisu,4.3,4.3,Southampton,0,0.0,9,0.379,30,1.146
D,146,James,5.8,5.8,Chelsea,0,0.0,3,0.345,24,1.169
M,512,Aribo,5.0,5.0,Southampton,10,0.47,11,0.458,13,0.55
M,316,Palmer,4.2,4.2,Man City,10,0.486,5,0.579,8,0.411
D,276,Matip,5.9,5.9,Liverpool,8,0.355,9,0.393,14,0.699
M,190,Davies,4.9,4.9,Everton,8,0.364,9,0.445,12,0.596
M,278,Chamberlain,4.9,4.9,Liverpool,4,0.423,5,0.448,5,0.51
F,732,Onuachu,5.3,5.3,Southampton,12,0.606,9,0.365,9,0.407
D,257,Amartey,3.9,3.9,Leicester,8,0.418,8,0.373,11,0.584
G,238,Meslier,4.5,4.5,Leeds,10,0.351,12,0.483,14,0.522
D,221,Cooper,4.4,4.4,Leeds,0,0.0,7,0.276,24,0.902
G,324,Ortega,3.8,3.8,Man City,5,0.185,11,0.822,4,0.168
M,460,Lanzini,5.0,5.0,West Ham,6,0.321,7,0.431,8,0.423
M,616,Zakaria,4.9,4.9,Chelsea,7,0.347,6,0.502,7,0.314
M,431,Lucas Moura,5.8,5.8,Spurs,7,0.295,8,0.374,10,0.486
D,362,Dummett,3.9,3.9,Newcastle,6,0.505,7,0.327,9,0.32
M,60,Brooks,5.3,5.3,Bournemouth,7,0.26,10,0.348,11,0.541
M,154,McArthur,4.8,4.8,Crystal Palace,7,0.391,7,0.352,8,0.399
M,651,Moran,4.5,4.5,Brighton,5,0.356,6,0.536,6,0.24
M,296,Carvalho,5.1,5.1,Liverpool,3,0.301,5,0.369,6,0.431
D,727,Souttar,4.5,4.5,Leicester,9,0.418,6,0.264,8,0.413
D,363,Manquillo,4.2,4.2,Newcastle,4,0.39,8,0.361,8,0.312
M,629,Traoré,4.3,4.3,Wolves,7,0.288,8,0.384,9,0.348
D,313,Zinchenko,5.1,5.1,Arsenal,0,0.0,4,0.286,15,0.72
F,686,Simms,4.5,4.5,Everton,2,0.248,4,0.35,5,0.402
M,34,Traoré,4.9,4.9,Aston Villa,4,0.363,3,0.253,6,0.363
D,435,Sánchez,4.2,4.2,Spurs,8,0.319,7,0.319,6,0.329
M,287,Keita,4.7,4.7,Liverpool,0,0.0,4,0.22,13,0.747
D,475,Coady,4.7,4.7,Everton,9,0.366,0,0.0,12,0.581
M,527,Lingard,5.4,5.4,Nott'm Forest,10,0.404,4,0.209,6,0.312
M,450,Sarr,4.2,4.2,Spurs,6,0.293,5,0.268,6,0.345
M,725,Ahamada,4.5,4.5,Crystal Palace,3,0.278,4,0.281,4,0.344
M,347,Pellistri,4.3,4.3,Man Utd,4,0.219,4,0.457,3,0.222
F,476,Jiménez,6.5,6.5,Wolves,3,0.195,5,0.375,4,0.272
M,359,Fraser,5.2,5.2,Newcastle,2,0.365,3,0.236,4,0.227
D,587,Sergio Gómez,4.4,4.4,Man City,5,0.381,1,0.208,3,0.235
F,279,Firmino,8.0,8.0,Liverpool,0,0.0,2,0.264,7,0.54
D,613,Kurzawa,4.3,4.3,Fulham,4,0.258,6,0.276,6,0.245
D,487,Aït-Nouri,4.1,4.1,Wolves,5,0.219,7,0.328,5,0.209
G,152,Guaita,4.4,4.4,Crystal Palace,4,0.168,8,0.336,5,0.24
M,142,Mount,7.2,7.2,Chelsea,0,0.0,2,0.219,10,0.435
F,711,Durán,5.5,5.5,Aston Villa,2,0.229,2,0.179,3,0.246
M,87,Ghoddos,4.8,4.8,Brentford,2,0.134,5,0.237,6,0.274
G,422,Bazunu,4.4,4.4,Southampton,6,0.212,6,0.194,7,0.234
G,213,Rodák,4.3,4.3,Fulham,4,0.173,6,0.242,6,0.196
D,32,Chambers,4.2,4.2,Aston Villa,3,0.187,4,0.156,5,0.196
M,117,Moder,4.4,4.4,Brighton,0,0.0,3,0.278,6,0.258
M,179,Townsend,5.4,5.4,Everton,1,0.037,3,0.164,6,0.322
G,147,Mendy,4.8,4.8,Chelsea,2,0.114,3,0.248,4,0.158
D,439,Tanganga,3.8,3.8,Spurs,2,0.112,3,0.159,3,0.244
M,381,Colback,4.1,4.1,Nott'm Forest,2,0.063,4,0.123,8,0.31
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.0,2,0.18,4,0.312
M,692,Orsic,5.1,5.1,Southampton,3,0.16,3,0.116,5,0.196
M,231,James,5.9,5.9,Fulham,0,0.0,1,0.09,8,0.37
M,620,Arthur,4.8,4.8,Liverpool,2,0.096,4,0.176,4,0.189
M,107,March,5.3,5.3,Brighton,0,0.0,0,0.0,8,0.453
F,585,Dennis,5.6,5.6,Nott'm Forest,0,0.0,0,0.0,8,0.445
G,355,Dubravka,4.1,4.1,Newcastle,1,0.08,3,0.175,3,0.173
D,372,Lewis,4.4,4.4,Newcastle,1,0.124,3,0.147,3,0.133
M,681,Scarpa,4.6,4.6,Nott'm Forest,2,0.084,2,0.112,4,0.193
M,338,McTominay,4.9,4.9,Man Utd,0,0.0,1,0.083,6,0.303
D,139,Chilwell,5.6,5.6,Chelsea,0,0.0,0,0.0,8,0.385
M,79,Nørgaard,5.3,5.3,Brentford,0,0.0,0,0.0,9,0.355
G,162,Butland,4.4,4.4,Man Utd,0,0.0,2,0.215,3,0.109
M,48,Chukwuemeka,4.2,4.2,Chelsea,1,0.143,2,0.11,2,0.07
M,723,H.Traorè,4.5,4.5,Bournemouth,0,0.0,0,0.0,5,0.313
M,101,Lallana,4.8,4.8,Brighton,0,0.0,0,0.0,6,0.312
D,379,Cook,4.3,4.3,Nott'm Forest,2,0.048,3,0.113,3,0.148
M,252,Mendy,4.2,4.2,Leicester,1,0.037,3,0.134,3,0.138
G,254,Ward,3.8,3.8,Leicester,1,0.047,3,0.095,3,0.162
G,518,Hennessey,3.9,3.9,Nott'm Forest,1,0.051,2,0.095,4,0.142
D,555,Ashby,3.8,3.8,Newcastle,1,0.08,2,0.071,4,0.136
G,72,Travers,4.1,4.1,Bournemouth,2,0.068,3,0.1,3,0.107
G,289,Kelleher,4.0,4.0,Liverpool,1,0.055,2,0.074,3,0.146
F,528,Mara,5.3,5.3,Southampton,2,0.129,2,0.05,2,0.096
M,119,Sarmiento,4.5,4.5,Brighton,0,0.0,0,0.0,3,0.268
G,35,Olsen,3.9,3.9,Aston Villa,2,0.12,1,0.046,2,0.097
D,112,Cucurella,4.9,4.9,Chelsea,0,0.0,0,0.0,6,0.257
D,114,Lamptey,4.2,4.2,Brighton,0,0.0,0,0.0,5,0.235
G,176,Begović,3.9,3.9,Everton,0,0.0,2,0.086,4,0.144
M,164,Riedewald,4.2,4.2,Crystal Palace,1,0.074,2,0.065,2,0.084
D,76,Zemura,4.2,4.2,Bournemouth,0,0.0,1,0.06,2,0.158
D,295,N.Williams,3.8,3.8,Nott'm Forest,0,0.0,0,0.0,4,0.205
G,473,Areola,4.3,4.3,West Ham,3,0.132,0,0.0,2,0.066
D,343,B.Williams,3.8,3.8,Man Utd,0,0.0,1,0.11,2,0.07
M,158,Milivojevic,4.2,4.2,Crystal Palace,0,0.0,0,0.0,2,0.169
D,419,Livramento,4.4,4.4,Southampton,0,0.0,0,0.0,4,0.121
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.0,0,0.0,1,0.062
D,226,Dallas,4.9,4.9,Leeds,0,0.0,0,0.0,1,0.054
M,601,Rodney,4.5,4.5,Crystal Palace,0,0.0,0,0.0,0,0.0
G,655,Hein,3.9,3.9,Arsenal,0,0.0,0,0.0,0,0.0
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,0,0.0,0,0.0,0,0.0
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.0,0,0.0,0,0.0
M,653,Hutchinson,4.2,4.2,Chelsea,0,0.0,0,0.0,0,0.0
M,648,Finnigan,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0
D,78,Jansson,4.2,4.2,Brentford,0,0.0,0,0.0,0,0.0
M,647,Payne,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0
D,82,Canós,5.0,5.0,Brentford,0,0.0,0,0.0,0,0.0
D,652,Furlong,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0
F,597,Saydee,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0
D,598,Bevan,4.0,4.0,Bournemouth,0,0.0,0,0.0,0,0.0
G,649,Plain,4.0,4.0,Bournemouth,0,0.0,0,0.0,0,0.0
M,599,Gomes,4.5,4.5,Man City,0,0.0,0,0.0,0,0.0
M,600,Knight,4.5,4.5,Man City,0,0.0,0,0.0,0,0.0
D,59,Fredericks,4.4,4.4,Bournemouth,0,0.0,0,0.0,0,0.0
G,77,Dennis,3.9,3.9,Bournemouth,0,0.0,0,0.0,0,0.0
D,605,Welch,4.0,4.0,Everton,1,0.0,1,0.0,0,0.0
M,606,Vale,4.5,4.5,Chelsea,0,0.0,0,0.0,0,0.0
F,657,Fraser,4.5,4.5,Wolves,0,0.0,0,0.0,0,0.0
G,627,Jakupović,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0
G,626,Karius,3.9,3.9,Newcastle,0,0.0,0,0.0,0,0.0
M,624,Edozie,4.6,4.6,Southampton,0,0.0,1,0.0,1,0.0
D,631,Sousa,4.0,4.0,Arsenal,3,0.0,4,0.0,4,0.0
M,61,Lowe,5.2,5.2,Bournemouth,0,0.0,0,0.0,0,0.0
M,632,Trevitt,4.4,4.4,Brentford,0,0.0,0,0.0,0,0.0
D,622,Larios,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0
G,633,Cox,3.9,3.9,Brentford,0,0.0,2,0.0,2,0.0
D,621,Badé,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.0,0,0.0,0,0.0
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.0,0,0.0,0,0.0
D,636,Parkes,4.0,4.0,Fulham,0,0.0,2,0.0,1,0.0
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.0,0,0.0,0,0.0
D,637,John,3.9,3.9,Everton,0,0.0,0,0.0,0,0.0
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0
G,615,Kovár,4.0,4.0,Man Utd,0,0.0,0,0.0,0,0.0
M,68,Pearson,4.4,4.4,Bournemouth,0,0.0,0,0.0,0,0.0
M,639,Braybrooke,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0
D,640,Turns,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0
M,641,Godo,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.0,0,0.0,0,0.0
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.0,0,0.0,0,0.0
M,643,Mainoo,4.5,4.5,Man Utd,0,0.0,0,0.0,0,0.0
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.0,0,0.0,0,0.0
M,607,Smith,4.4,4.4,Arsenal,0,0.0,0,0.0,0,0.0
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.0,0,0.0,0,0.0
D,645,Wormleighton,4.0,4.0,Leicester,0,0.0,0,0.0,0,0.0
D,646,Crama,4.0,4.0,Brentford,0,0.0,0,0.0,1,0.0
G,656,Bishop,4.0,4.0,Man Utd,0,0.0,0,0.0,0,0.0
G,310,Steffen,4.0,4.0,Man City,0,0.0,0,0.0,0,0.0
M,658,Griffiths,4.4,4.4,Wolves,0,0.0,0,0.0,0,0.0
G,739,Anang,4.0,4.0,West Ham,0,0.0,0,0.0,0,0.0
M,748,Mundle,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0
G,747,Wickens,4.0,4.0,Fulham,0,0.0,0,0.0,0,0.0
D,746,Casey,4.0,4.0,West Ham,0,0.0,0,0.0,1,0.0
G,745,Zych,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0
D,744,Swinkels,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0
D,743,Monteiro,4.0,4.0,Leeds,0,0.0,0,0.0,1,0.0
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,0,0.0,0,0.0,0,0.0
M,741,Miley,4.5,4.5,Newcastle,1,0.0,0,0.0,0,0.0
G,740,Hegyi,3.9,3.9,West Ham,0,0.0,0,0.0,0,0.0
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.0,0,0.0,0,0.0
F,659,Mateo Joseph,4.5,4.5,Leeds,0,0.0,0,0.0,0,0.0
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.0,0,0.0,0,0.0
D,736,Offiah,4.0,4.0,Brighton,4,0.0,3,0.0,3,0.0
M,735,Marçal-Madivadua,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0
M,4,Elneny,4.1,4.1,Arsenal,0,0.0,0,0.0,0,0.0
M,9,Pépé,5.3,5.3,Arsenal,0,0.0,0,0.0,0,0.0
D,14,Tomiyasu,4.2,4.2,Arsenal,0,0.0,0,0.0,0,0.0
D,17,Tavares,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0
D,722,Zabarnyi,4.5,4.5,Bournemouth,13,0.0,14,0.0,16,0.0
M,719,Ayari,4.5,4.5,Brighton,11,0.0,12,0.0,8,0.0
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0
D,750,C.Robinson,4.0,4.0,Fulham,0,0.0,0,0.0,2,0.0
D,751,Walters,4.0,4.0,Arsenal,4,0.0,5,0.0,7,0.0
M,752,Olakigbe,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.0,0,0.0,0,0.0
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.0,0,0.0,0,0.0
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.0,0,0.0,0,0.0
M,10249,Matty Longstaff,99.9,99.9,Newcastle,10,0.0,9,0.0,12,0.0
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.0,0,0.0,0,0.0
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.0,0,0.0,0,0.0
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.0,0,0.0,0,0.0
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.0,0,0.0,0,0.0
M,763,Dibley-Dias,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0
M,762,Peupion,4.5,4.5,Brighton,0,0.0,1,0.0,0,0.0
M,761,O'Reilly,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0
G,760,Lonergan,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0
D,759,Jurado,4.0,4.0,Man Utd,0,0.0,0,0.0,0,0.0
M,758,Abbott,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0
D,757,Samuels-Smith,4.0,4.0,Everton,0,0.0,1,0.0,0,0.0
G,756,McGill,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0
M,755,Patterson,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0
D,754,Revan,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0
G,753,Wright,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0
G,717,Bentley,4.0,4.0,Wolves,0,0.0,0,0.0,0,0.0
D,716,Bree,4.5,4.5,Southampton,2,0.0,3,0.0,3,0.0
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0
M,678,Price,4.5,4.5,Everton,0,0.0,0,0.0,0,0.0
M,677,Hinshelwood,4.5,4.5,Brighton,0,0.0,1,0.0,0,0.0
M,676,Ozoh,4.5,4.5,Crystal Palace,0,0.0,0,0.0,0,0.0
G,675,Smith,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0
D,674,Bennett,4.0,4.0,Man Utd,0,0.0,0,0.0,0,0.0
D,673,Humphreys,4.5,4.5,Chelsea,0,0.0,0,0.0,0,0.0
M,672,Kadan Young,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0
F,671,Morgan,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0
G,670,Marschall,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0
F,669,Mubama,4.5,4.5,West Ham,0,0.0,0,0.0,0,0.0
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0
M,667,Sekularac,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0
M,665,Doak,4.5,4.5,Liverpool,0,0.0,0,0.0,0,0.0
D,664,Lembikisa,4.0,4.0,Wolves,0,0.0,0,0.0,0,0.0
F,663,Perkins,4.5,4.5,Leeds,0,0.0,0,0.0,0,0.0
F,662,Cannon,4.5,4.5,Everton,0,0.0,0,0.0,0,0.0
M,58,Stanislas,4.8,4.8,Bournemouth,0,0.0,0,0.0,0,0.0
F,660,Shoretire,4.5,4.5,Man Utd,0,0.0,0,0.0,0,0.0
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.0,0,0.0,0,0.0
G,592,H.Davies,4.0,4.0,Liverpool,0,0.0,0,0.0,0,0.0
M,22,Torreira,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0
M,683,Kuol,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0
M,712,Perrone,4.4,4.4,Man City,2,0.0,0,0.0,1,0.0
G,24,Turner,3.8,3.8,Arsenal,2,0.0,2,0.0,3,0.0
D,26,Saliba,4.9,4.9,Arsenal,0,0.0,0,0.0,0,0.0
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.0,0,0.0,0,0.0
F,706,Pollock,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.0,0,0.0,0,0.0
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.0,0,0.0,0,0.0
M,36,Sanson,4.3,4.3,Aston Villa,0,0.0,0,0.0,0,0.0
F,697,Sadi,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,0,0.0,0,0.0,0,0.0
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.0,0,0.0,0,0.0
D,38,Hause,4.4,4.4,Aston Villa,0,0.0,0,0.0,0,0.0
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.0,0,0.0,0,0.0
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.0,0,0.0,0,0.0
F,52,Davis,5.4,5.4,Aston Villa,0,0.0,0,0.0,0,0.0
M,687,McAteer,4.5,4.5,Leicester,0,0.0,0,0.0,0,0.0
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.0,0,0.0,0,0.0
F,684,D.D.Fofana,5.0,5.0,Chelsea,0,0.0,1,0.0,1,0.0
F,54,Archer,4.2,4.2,Aston Villa,0,0.0,0,0.0,0,0.0
G,542,Scherpen,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0
F,591,Ablade,4.5,4.5,Fulham,0,0.0,2,0.0,2,0.0
G,421,Lis,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0
M,415,Smallbone,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0
D,414,Valery,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0
F,219,Stansfield,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0
M,412,Tella,5.0,5.0,Southampton,0,0.0,0,0.0,0,0.0
M,223,Klich,4.6,4.6,Leeds,0,0.0,0,0.0,0,0.0
D,228,Llorente,4.4,4.4,Leeds,0,0.0,0,0.0,0,0.0
M,229,Roberts,5.0,5.0,Leeds,0,0.0,0,0.0,0,0.0
M,403,Redmond,5.3,5.3,Southampton,0,0.0,0,0.0,0,0.0
M,402,Romeu,4.8,4.8,Southampton,0,0.0,0,0.0,0,0.0
M,232,Raphinha,7.0,7.0,Leeds,0,0.0,0,0.0,0,0.0
M,234,Shackleton,4.5,4.5,Leeds,0,0.0,0,0.0,0,0.0
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.0,0,0.0,0,0.0
G,398,Henderson,4.6,4.6,Nott'm Forest,0,0.0,0,0.0,0,0.0
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.0,0,0.0,0,0.0
G,236,Klaesson,3.8,3.8,Leeds,0,0.0,0,0.0,0,0.0
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.0,0,0.0,0,0.0
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.0,0,0.0,0,0.0
D,417,Perraud,4.1,4.1,Southampton,0,0.0,0,0.0,0,0.0
D,423,Bella-Kotchap,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0
M,449,White,4.4,4.4,Spurs,0,0.0,0,0.0,0,0.0
G,424,Caballero,3.8,3.8,Southampton,0,0.0,0,0.0,0,0.0
F,447,Scarlett,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0
D,198,Nkounkou,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0
D,201,Ream,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0
M,202,Knockaert,4.7,4.7,Fulham,0,0.0,0,0.0,0,0.0
M,203,Chalobah,4.4,4.4,Fulham,0,0.0,0,0.0,0,0.0
D,442,Rodon,4.0,4.0,Spurs,0,0.0,0,0.0,0,0.0
D,206,Bryan,4.4,4.4,Fulham,0,0.0,0,0.0,0,0.0
M,440,Bentancur,5.3,5.3,Spurs,0,0.0,0,0.0,0,0.0
D,438,Reguilón,4.2,4.2,Spurs,0,0.0,0,0.0,0,0.0
M,437,Bergwijn,5.5,5.5,Spurs,0,0.0,0,0.0,0,0.0
D,436,R.Sessegnon,4.4,4.4,Spurs,0,0.0,0,0.0,0,0.0
M,434,Winks,4.4,4.4,Spurs,0,0.0,0,0.0,0,0.0
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.0,0,0.0,0,0.0
D,208,Kongolo,3.9,3.9,Fulham,0,0.0,0,0.0,0,0.0
D,429,Doherty,4.6,4.6,Spurs,0,0.0,0,0.0,0,0.0
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.0,0,0.0,0,0.0
M,216,Onomah,4.3,4.3,Fulham,0,0.0,0,0.0,0,0.0
F,218,Muniz,5.4,5.4,Fulham,0,0.0,0,0.0,0,0.0
G,425,Lloris,5.4,5.4,Spurs,0,0.0,0,0.0,0,0.0
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0
M,241,Bate,4.5,4.5,Leeds,0,0.0,0,0.0,0,0.0
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0
D,385,McKenna,4.4,4.4,Nott'm Forest,0,0.0,0,0.0,0,0.0
D,350,Ritchie,4.2,4.2,Newcastle,0,0.0,0,0.0,0,0.0
M,349,Shelvey,4.8,4.8,Nott'm Forest,0,0.0,0,0.0,0,0.0
G,348,Heaton,3.8,3.8,Man Utd,0,0.0,0,0.0,0,0.0
M,346,Andreas,4.4,4.4,Fulham,0,0.0,0,0.0,0,0.0
D,268,Justin,4.1,4.1,Leicester,0,0.0,0,0.0,0,0.0
M,344,Elanga,4.6,4.6,Man Utd,0,0.0,0,0.0,0,0.0
D,273,Brunt,3.9,3.9,Leicester,0,0.0,0,0.0,0,0.0
D,339,Bailly,4.0,4.0,Man Utd,0,0.0,0,0.0,0,0.0
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.0,0,0.0,0,0.0
M,277,Thiago,5.1,5.1,Liverpool,0,0.0,0,0.0,0,0.0
D,334,Telles,5.0,5.0,Man Utd,0,0.0,0,0.0,0,0.0
D,328,Jones,3.8,3.8,Man Utd,0,0.0,0,0.0,0,0.0
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.0,0,0.0,0,0.0
F,323,Delap,4.4,4.4,Man City,0,0.0,0,0.0,0,0.0
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.0,0,0.0,0,0.0
D,320,Mbete,3.9,3.9,Man City,0,0.0,0,0.0,0,0.0
M,317,McAtee,4.5,4.5,Man City,0,0.0,0,0.0,0,0.0
D,298,Ramsay,3.9,3.9,Liverpool,0,0.0,0,0.0,0,0.0
D,306,Cancelo,7.1,7.1,Man City,0,0.0,0,0.0,0,0.0
D,351,Fernández,4.4,4.4,Newcastle,0,0.0,0,0.0,0,0.0
D,352,Clark,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0
G,353,Darlow,3.9,3.9,Newcastle,0,0.0,0,0.0,0,0.0
M,247,Gyabi,4.2,4.2,Leeds,0,0.0,0,0.0,0,0.0
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.0,0,0.0,0,0.0
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.0,0,0.0,0,0.0
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.0,0,0.0,0,0.0
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.0,0,0.0,0,0.0
F,242,Gelhardt,5.1,5.1,Leeds,0,0.0,0,0.0,0,0.0
D,243,Hjelde,3.9,3.9,Leeds,0,0.0,0,0.0,0,0.0
M,375,Hendrick,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0
G,248,Schmeichel,5.0,5.0,Leicester,0,0.0,0,0.0,0,0.0
F,354,Wood,5.6,5.6,Nott'm Forest,0,0.0,0,0.0,0,0.0
D,250,Bertrand,3.9,3.9,Leicester,0,0.0,0,0.0,0,0.0
M,251,Albrighton,4.7,4.7,Leicester,0,0.0,0,0.0,0,0.0
