Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts
D,295,N.Williams,3.9,3.9,Nott'm Forest,73,3.365,48,1.117,34,1.054,34,2.197,35,1.12,33,1.079,35,1.089
M,93,Onyeka,4.8,4.8,Brentford,8,1.134,13,2.378,17,1.204,19,2.581,20,1.218,19,1.223,22,1.246
M,275,Henderson,5.3,5.3,Liverpool,66,2.359,60,2.077,0,0.0,51,2.585,52,1.347,47,1.248,49,1.287
F,408,A.Armstrong,5.4,5.4,Southampton,23,1.462,18,2.729,16,1.377,17,1.312,17,1.256,18,1.452,21,1.3
M,564,Bajcetic,4.4,4.4,Liverpool,56,1.905,43,1.541,0,0.0,35,2.9,38,1.43,35,1.517,36,1.533
M,293,Luis Díaz,7.8,7.8,Liverpool,0,0.031,1,0.107,0,0.0,47,4.166,46,2.036,48,2.235,46,2.215
D,302,Stones,5.4,5.4,Man City,26,1.307,49,1.549,0,0.0,62,2.488,61,2.842,59,2.578,61,0.022
M,569,Garnacho,4.2,4.2,Man Utd,39,2.19,24,1.684,0,0.0,22,3.129,23,1.766,23,1.633,22,0.343
F,345,Martial,6.4,6.4,Man Utd,4,1.116,17,1.428,0,0.0,47,3.798,47,1.997,49,1.976,48,0.429
D,50,Diego Carlos,4.7,4.7,Aston Villa,0,0.021,0,-0.005,6,1.129,55,3.251,61,2.787,58,1.857,57,1.596
M,406,Elyounoussi,5.2,5.2,Southampton,55,1.509,54,2.862,49,1.261,48,1.227,46,1.167,51,1.341,50,1.233
M,205,De Cordova-Reid,5.5,5.5,Fulham,64,1.946,65,1.883,0,0.0,60,1.778,61,1.847,60,1.727,60,1.396
D,249,Evans,4.4,4.4,Leicester,1,0.982,14,1.091,47,1.163,54,3.094,53,1.583,54,1.175,53,1.477
F,271,Daka,5.6,5.6,Leicester,19,1.331,22,1.328,22,1.324,24,2.688,24,1.34,25,1.213,23,1.321
F,11,Nketiah,6.8,6.8,Arsenal,24,1.437,36,1.829,31,1.792,20,1.375,21,1.337,20,1.342,23,1.411
M,580,Damsgaard,5.0,5.0,Brentford,9,1.113,13,2.31,15,1.157,17,2.312,22,1.208,22,1.197,22,1.225
M,12,Smith Rowe,5.6,5.6,Arsenal,11,1.478,11,1.524,15,1.464,16,1.504,17,1.436,23,1.511,25,1.589
M,246,Aaronson,5.4,5.4,Leeds,48,1.374,46,1.321,39,1.343,36,2.636,33,1.365,33,1.34,32,1.104
F,529,Scamacca,6.6,6.6,West Ham,15,1.067,25,1.303,0,0.0,38,3.143,39,1.8,36,1.45,38,1.679
D,308,Aké,5.1,5.1,Man City,62,2.985,53,2.034,0,0.0,51,1.828,51,1.868,49,1.708,52,0.017
F,166,Edouard,5.1,5.1,Crystal Palace,36,1.326,36,2.479,37,1.227,37,1.324,36,1.317,35,1.321,36,1.339
D,410,Bednarek,4.2,4.2,Southampton,50,1.372,49,2.547,49,1.29,48,1.277,49,1.204,49,1.401,47,1.185
M,483,Podence,5.3,5.3,Wolves,40,1.454,40,1.398,40,1.495,33,1.5,33,1.465,35,1.455,34,1.497
D,193,Godfrey,4.3,4.3,Everton,25,1.391,31,1.47,30,1.465,30,1.471,31,1.46,29,1.476,30,1.496
M,491,Adama,5.4,5.4,Wolves,39,1.424,41,1.388,35,1.514,34,1.524,32,1.437,31,1.433,32,1.504
F,454,Richarlison,8.4,8.4,Spurs,45,1.469,45,1.49,43,1.45,44,1.473,45,1.404,47,1.499,48,1.424
D,530,Richards,4.4,4.4,Crystal Palace,8,1.189,15,2.4,19,1.254,21,1.327,25,1.333,23,1.326,26,1.358
M,94,Baptiste,4.5,4.5,Brentford,8,1.128,9,2.258,12,1.154,14,2.198,17,1.127,15,1.144,15,1.159
M,486,Neto,4.9,4.9,Wolves,7,1.183,15,1.273,23,1.448,33,1.595,44,1.52,44,1.519,43,1.599
M,189,Gray,5.3,5.3,Everton,45,1.465,46,1.438,42,1.416,44,1.428,45,1.406,45,1.522,43,1.456
M,287,Keita,4.7,4.7,Liverpool,21,1.458,33,1.514,0,0.0,22,2.818,20,1.416,21,1.44,21,1.459
G,425,Lloris,5.4,5.4,Spurs,0,0.015,0,0.013,0,0.014,24,1.118,42,1.28,68,4.103,85,3.561
D,417,Perraud,4.1,4.1,Southampton,54,1.601,43,2.454,44,1.252,38,1.233,38,1.143,36,1.269,44,1.141
D,292,Tsimikas,4.4,4.4,Liverpool,9,1.315,11,1.552,0,0.0,12,2.782,12,1.341,14,1.469,14,1.615
D,367,Targett,4.7,4.7,Newcastle,14,1.039,15,1.139,19,1.23,19,2.403,23,1.406,23,1.646,20,1.207
F,397,Awoniyi,5.6,5.6,Nott'm Forest,0,0.129,0,0.084,3,1.119,17,3.391,22,1.796,23,1.725,23,1.752
M,135,Ziyech,5.5,5.5,Chelsea,22,1.462,22,1.463,17,1.431,14,2.699,14,1.354,15,1.289,14,0.287
D,256,Ricardo,4.3,4.3,Leicester,10,1.194,15,1.175,19,1.251,22,2.565,22,1.281,22,1.206,22,1.257
D,487,Aït-Nouri,4.2,4.2,Wolves,63,2.021,59,1.573,60,2.067,41,1.075,37,1.042,34,1.039,35,1.068
D,141,Chalobah,4.5,4.5,Chelsea,69,3.398,49,1.148,31,1.073,27,2.057,26,1.008,27,0.982,22,0.219
M,527,Lingard,5.4,5.4,Nott'm Forest,25,1.272,26,1.223,24,1.202,24,2.475,24,1.248,24,1.224,22,1.219
D,235,Struijk,4.5,4.5,Leeds,31,1.037,58,1.447,59,1.85,52,2.387,47,1.134,46,1.06,47,0.922
M,340,Sancho,7.1,7.1,Man Utd,20,1.33,39,1.664,0,0.0,35,3.113,35,1.682,37,1.67,34,0.35
M,69,Christie,5.3,5.3,Bournemouth,19,1.203,21,1.26,18,1.291,11,2.446,13,1.23,14,1.189,14,1.19
F,110,Maupay,5.9,5.9,Everton,47,1.549,32,1.449,22,1.303,24,1.334,25,1.317,25,1.422,26,1.353
D,520,Koulibaly,5.5,5.5,Chelsea,45,1.391,42,1.362,39,1.384,38,2.664,40,1.334,38,1.273,35,0.285
M,294,Elliott,4.9,4.9,Liverpool,21,1.403,28,1.517,0,0.0,17,2.65,17,1.276,19,1.406,22,1.425
M,58,Stanislas,4.8,4.8,Bournemouth,2,1.09,5,1.2,8,1.208,7,2.514,8,1.208,8,1.166,10,1.271
M,359,Fraser,5.2,5.2,Newcastle,1,1.013,3,1.111,5,1.186,5,2.269,5,1.323,5,1.579,5,1.138
D,471,Johnson,4.4,4.4,West Ham,69,2.299,49,1.352,0,0.0,31,2.34,32,1.27,34,1.121,34,1.205
M,282,Fabinho,5.2,5.2,Liverpool,70,2.286,64,2.02,0,0.0,49,2.098,47,1.013,48,1.064,46,1.066
M,365,Murphy,4.2,4.2,Newcastle,2,1.04,4,1.092,7,1.161,7,2.222,6,1.295,7,1.548,6,1.109
F,237,Greenwood,4.1,4.1,Leeds,9,1.131,14,1.19,12,1.391,12,2.441,9,1.208,7,1.121,7,0.93
M,469,Fornals,4.9,4.9,West Ham,21,1.436,24,1.346,0,0.0,23,2.609,25,1.415,24,1.248,26,1.353
M,220,Palhinha,4.9,4.9,Fulham,0,-0.372,0,-0.411,0,0.0,78,2.692,79,2.68,79,2.691,80,2.127
F,458,Antonio,7.0,7.0,West Ham,26,1.233,26,1.314,0,0.0,27,2.686,28,1.513,28,1.328,27,1.333
M,400,Walcott,4.8,4.8,Southampton,9,1.201,8,2.324,9,1.166,9,1.162,9,1.118,10,1.259,11,1.164
F,528,Mara,5.3,5.3,Southampton,21,1.259,20,2.473,14,1.148,12,1.138,11,1.101,11,1.177,13,1.094
M,158,Milivojevic,4.2,4.2,Crystal Palace,7,1.165,8,2.19,15,1.131,10,1.223,11,1.217,12,1.216,14,1.242
D,33,Digne,4.6,4.6,Aston Villa,39,1.193,36,1.164,37,1.192,38,2.353,40,1.194,38,1.099,37,1.155
M,381,Colback,4.1,4.1,Nott'm Forest,33,1.23,20,1.152,20,1.136,17,2.309,19,1.184,20,1.156,19,1.155
M,405,S.Armstrong,4.7,4.7,Southampton,50,1.298,47,2.339,45,1.17,44,1.163,46,1.095,41,1.183,43,1.067
D,114,Lamptey,4.2,4.2,Brighton,34,1.247,27,2.505,0,0.0,27,2.476,26,1.394,31,1.659,28,0.012
M,34,Traoré,4.9,4.9,Aston Villa,14,1.161,16,1.181,19,1.235,15,2.297,12,1.161,12,1.097,11,1.135
D,221,Cooper,4.4,4.4,Leeds,32,1.182,27,1.145,28,1.173,30,2.338,30,1.219,31,1.201,34,0.994
D,595,Zanka,4.0,4.0,Brentford,14,1.104,9,2.026,10,1.05,12,1.989,12,0.98,15,1.033,13,1.05
M,23,Nelson,4.7,4.7,Arsenal,2,1.305,2,1.376,3,1.35,4,1.327,4,1.228,5,1.203,7,1.436
D,239,Firpo,4.5,4.5,Leeds,55,1.537,29,1.097,26,1.138,21,2.198,25,1.165,23,1.106,21,0.958
D,523,Toffolo,4.3,4.3,Nott'm Forest,32,1.292,12,1.123,10,1.091,11,2.249,13,1.17,11,1.117,12,1.144
M,87,Ghoddos,4.8,4.8,Brentford,0,0.11,1,2.217,2,1.156,3,2.242,4,1.109,4,1.14,6,1.198
F,617,Aubameyang,8.4,8.4,Chelsea,11,1.31,11,1.312,10,1.321,9,2.49,9,1.255,9,1.183,10,0.273
M,562,Solomon,4.9,4.9,Fulham,47,1.465,41,1.792,0,0.0,32,1.571,35,1.279,33,1.782,35,1.238
D,309,Laporte,5.7,5.7,Man City,33,1.25,61,2.841,0,0.0,52,1.466,52,1.697,53,1.816,54,0.015
F,62,Moore,5.1,5.1,Bournemouth,6,1.063,5,1.123,6,1.156,5,2.288,6,1.155,6,1.118,6,1.119
D,188,Mina,4.3,4.3,Everton,5,1.069,9,1.182,12,1.371,10,1.219,14,1.332,11,1.446,13,1.401
D,538,Young,4.4,4.4,Aston Villa,26,1.123,29,1.113,31,1.16,31,2.285,29,1.143,28,1.06,30,1.124
D,59,Fredericks,4.4,4.4,Bournemouth,27,1.06,29,1.135,25,1.136,28,2.308,28,1.139,27,1.106,28,1.113
M,311,Bernardo,6.8,6.8,Man City,55,1.713,54,1.851,0,0.0,55,1.691,56,1.909,54,1.791,55,0.017
D,363,Manquillo,4.2,4.2,Newcastle,3,0.96,6,1.043,9,1.06,10,2.176,10,1.252,7,1.423,7,1.032
M,119,Sarmiento,4.5,4.5,Brighton,25,1.212,16,2.352,0,0.0,19,2.382,22,1.374,24,1.613,20,0.012
M,418,Djenepo,5.0,5.0,Southampton,4,1.12,5,2.247,6,1.126,6,1.117,6,1.084,5,1.159,5,1.077
M,503,Moutinho,4.7,4.7,Wolves,55,1.436,53,1.351,50,1.292,49,1.251,45,1.159,46,1.166,46,1.214
M,154,McArthur,4.8,4.8,Crystal Palace,9,1.074,10,2.111,18,1.119,13,1.127,16,1.136,15,1.121,16,1.161
F,585,Dennis,5.6,5.6,Nott'm Forest,8,1.109,10,1.1,11,1.074,10,2.212,11,1.156,9,1.038,10,1.094
M,575,Cornet,5.9,5.9,West Ham,2,1.068,5,1.166,0,0.0,15,2.546,15,1.398,17,1.259,17,1.33
D,360,Lascelles,4.3,4.3,Newcastle,17,0.969,12,1.018,15,1.046,16,2.034,18,1.223,17,1.387,18,1.073
D,14,Tomiyasu,4.2,4.2,Arsenal,23,1.207,30,1.313,33,1.235,35,1.238,35,1.215,39,1.219,41,1.242
M,142,Mount,7.2,7.2,Chelsea,0,-0.063,4,1.025,25,1.349,47,3.113,46,1.531,47,1.389,45,0.317
F,391,Surridge,4.7,4.7,Nott'm Forest,5,1.153,5,1.089,5,1.06,4,2.13,4,1.071,4,1.046,5,1.093
D,623,Caleta-Car,4.5,4.5,Southampton,20,1.109,23,2.158,22,1.087,24,1.089,26,1.031,28,1.114,28,1.021
M,278,Chamberlain,4.9,4.9,Liverpool,4,1.217,5,1.305,0,0.0,4,2.395,3,1.177,4,1.246,4,1.254
M,48,Chukwuemeka,4.3,4.3,Chelsea,6,1.228,4,1.183,3,1.203,3,2.355,3,1.163,3,1.19,3,0.253
M,252,Mendy,4.3,4.3,Leicester,21,1.082,21,1.069,22,1.063,22,2.183,24,1.094,23,1.007,21,1.07
M,536,Mangala,4.9,4.9,Nott'm Forest,21,1.153,13,1.038,15,1.018,13,2.134,15,1.079,14,1.038,15,1.054
D,8,Tierney,4.6,4.6,Arsenal,10,1.186,12,1.243,14,1.186,15,1.194,17,1.174,19,1.234,20,1.256
M,149,Gilmour,4.2,4.2,Brighton,18,1.134,22,2.269,0,0.0,26,2.262,23,1.273,26,1.496,27,0.011
M,136,Loftus-Cheek,5.0,5.0,Chelsea,39,1.197,33,1.193,29,1.209,24,2.318,24,1.149,24,1.112,21,0.249
D,257,Amartey,4.0,4.0,Leicester,9,1.036,10,1.063,9,1.009,13,2.179,12,1.089,13,0.976,13,1.065
M,291,Jones,4.9,4.9,Liverpool,7,1.184,11,1.306,0,0.0,6,2.323,6,1.143,7,1.217,7,1.223
D,507,Niakhaté,4.3,4.3,Nott'm Forest,0,0.041,1,1.008,13,1.108,30,2.501,32,1.266,30,1.24,27,1.225
M,190,Davies,4.9,4.9,Everton,10,1.213,9,1.153,11,1.187,12,1.18,12,1.166,15,1.27,12,1.213
D,270,Thomas,4.0,4.0,Leicester,9,1.022,11,1.057,11,1.056,10,2.111,12,1.082,13,0.992,14,1.058
D,341,Wan-Bissaka,4.3,4.3,Man Utd,40,1.192,20,1.648,0,0.0,20,2.356,20,1.251,21,1.656,23,0.266
M,130,Jorginho,5.8,5.8,Arsenal,50,1.25,47,1.232,47,1.179,45,1.168,48,1.11,46,1.141,49,1.244
G,401,McCarthy,4.3,4.3,Southampton,6,1.055,6,2.083,8,1.037,9,1.03,10,1.028,10,1.06,12,1.021
M,431,Lucas Moura,5.8,5.8,Spurs,6,1.141,9,1.161,11,1.228,11,1.253,10,1.161,10,1.23,9,1.088
D,559,Colwill,4.4,4.4,Brighton,3,1.083,16,2.4,0,0.0,49,2.779,49,1.522,13,0.463,50,0.013
D,174,Ferguson,3.9,3.9,Crystal Palace,1,0.967,6,1.943,10,0.995,11,1.084,11,1.078,11,1.076,12,1.107
D,513,Lenglet,4.8,4.8,Spurs,52,1.447,39,1.148,39,1.138,40,1.169,37,1.078,35,1.145,34,1.073
M,132,Kovacic,4.9,4.9,Chelsea,40,1.11,52,1.278,50,1.237,43,2.211,40,1.093,39,1.023,39,0.235
D,32,Chambers,4.2,4.2,Aston Villa,9,1.026,15,1.039,14,1.081,5,2.015,6,1.024,6,0.959,7,0.996
M,18,Sambi,4.3,4.3,Crystal Palace,47,1.21,45,2.237,0,-0.111,42,1.168,46,1.177,46,1.181,43,1.194
M,479,Dendoncker,4.7,4.7,Aston Villa,0,-0.015,3,1.018,10,1.13,25,2.384,27,1.205,24,1.151,24,1.175
M,460,Lanzini,5.1,5.1,West Ham,7,1.106,6,1.153,0,0.0,8,2.24,8,1.207,11,1.131,11,1.208
D,457,Cresswell,4.7,4.7,West Ham,36,1.09,34,1.179,0,0.0,30,2.263,34,1.239,36,1.081,33,1.183
G,355,Dubravka,4.1,4.1,Newcastle,1,-0.013,2,1.074,3,1.061,4,2.113,5,1.278,4,1.435,4,1.085
M,231,James,6.0,6.0,Fulham,11,1.383,12,1.314,0,0.0,10,1.403,11,1.356,12,1.464,13,1.101
M,164,Riedewald,4.3,4.3,Crystal Palace,1,0.992,1,1.924,3,0.971,2,1.029,3,1.025,3,1.024,3,1.05
D,112,Cucurella,5.0,5.0,Chelsea,28,1.121,25,1.112,25,1.138,26,2.211,29,1.105,27,1.06,25,0.237
M,296,Carvalho,5.1,5.1,Liverpool,1,1.106,3,1.193,0,0.0,1,2.157,2,1.118,2,1.188,2,1.197
M,140,Pulisic,5.6,5.6,Chelsea,0,0.053,2,1.129,9,1.2,18,2.685,17,1.286,18,1.306,19,0.29
M,331,Fred,5.1,5.1,Man Utd,51,1.468,39,1.251,0,0.0,39,2.413,36,1.275,41,1.26,37,0.27
D,544,Van Hecke,4.0,4.0,Brighton,10,1.062,10,2.205,0,0.0,7,2.073,8,1.146,16,1.44,10,0.01
M,148,Gallagher,5.6,5.6,Chelsea,26,1.156,25,1.154,19,1.164,14,2.121,16,1.076,16,1.035,15,0.223
D,65,Stacey,4.3,4.3,Bournemouth,5,0.929,6,1.003,7,1.016,7,2.021,7,1.015,7,0.972,8,0.967
M,21,Maitland-Niles,4.8,4.8,Southampton,56,1.403,54,2.559,44,1.051,45,1.049,43,1.0,38,1.059,0,-0.206
M,163,Hughes,4.8,4.8,Crystal Palace,15,0.958,18,1.922,28,0.953,23,1.017,20,1.008,22,1.01,22,1.036
M,416,Diallo,4.2,4.2,Southampton,14,0.982,17,1.961,18,1.008,18,1.007,16,0.924,21,1.022,21,0.956
D,439,Tanganga,3.9,3.9,Spurs,6,1.096,8,1.116,10,1.163,8,1.139,10,1.111,11,1.168,8,1.038
D,156,Ward,4.4,4.4,Crystal Palace,25,0.992,27,1.828,27,0.898,31,1.009,30,1.003,32,1.002,32,1.032
D,531,Vinagre,4.3,4.3,Everton,12,1.116,10,1.093,12,1.086,11,1.08,12,1.066,16,1.201,15,1.116
M,269,Soumaré,4.4,4.4,Leicester,33,0.983,29,0.967,29,0.957,30,1.976,32,0.99,30,0.926,24,0.957
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.042,1,2.006,3,1.065,4,1.149,3,1.143,3,1.142,5,1.209
F,625,Diego Costa,5.4,5.4,Wolves,14,1.117,7,1.028,9,1.098,8,1.093,10,1.131,10,1.13,11,1.149
M,212,Wilson,5.7,5.7,Fulham,27,1.227,32,1.311,0,0.0,32,1.375,32,1.356,32,1.395,33,1.077
D,192,Holgate,4.3,4.3,Everton,10,1.16,8,1.079,6,1.075,6,1.07,7,1.051,7,1.157,8,1.105
G,102,Steele,3.9,3.9,Brighton,1,1.015,2,2.048,0,0.0,3,2.053,4,1.171,4,1.377,3,0.01
D,276,Matip,5.9,5.9,Liverpool,21,1.121,16,1.106,0,0.0,16,2.109,13,1.016,18,1.159,21,1.15
D,420,Salisu,4.4,4.4,Southampton,38,0.986,41,1.919,41,0.963,41,0.959,42,0.921,40,0.987,45,0.92
D,350,Ritchie,4.2,4.2,Newcastle,1,-0.055,1,0.986,2,1.053,2,2.05,3,1.176,3,1.415,3,1.028
D,435,Sánchez,4.3,4.3,Spurs,25,1.099,21,1.116,19,1.11,17,1.092,22,1.063,21,1.116,23,1.051
D,516,Collins,4.4,4.4,Wolves,22,1.068,27,1.026,26,1.1,31,1.128,30,1.101,29,1.083,34,1.128
M,512,Aribo,5.1,5.1,Southampton,1,0.952,2,1.914,2,0.966,2,0.968,3,0.921,3,0.991,4,0.914
M,570,Garner,4.5,4.5,Everton,4,1.033,13,1.089,13,1.083,15,1.075,15,1.061,15,1.16,15,1.108
M,524,O'Brien,4.8,4.8,Nott'm Forest,3,0.99,2,0.939,3,0.926,1,1.875,3,0.969,3,0.946,3,0.954
M,509,Downes,4.2,4.2,West Ham,9,1.007,13,1.108,0,0.0,14,2.148,15,1.154,15,1.029,17,1.116
D,372,Lewis,4.4,4.4,Newcastle,1,-0.077,1,0.97,2,1.031,3,2.021,3,1.154,4,1.385,5,1.036
D,362,Dummett,3.9,3.9,Newcastle,1,-0.079,1,0.967,3,1.03,3,2.016,3,1.151,3,1.381,3,1.008
D,5,Holding,4.2,4.2,Arsenal,2,1.059,3,1.092,4,1.061,4,1.064,5,1.073,4,1.043,4,1.059
M,274,Milner,4.4,4.4,Liverpool,6,1.039,9,1.081,0,0.0,7,2.057,8,1.011,8,1.075,10,1.176
D,379,Cook,4.3,4.3,Nott'm Forest,12,0.983,20,0.994,16,0.928,9,1.835,7,0.914,5,0.862,5,0.89
D,244,Kristensen,4.8,4.8,Leeds,22,0.99,10,0.894,15,0.936,15,1.815,15,0.956,16,0.952,20,0.849
M,344,Elanga,4.7,4.7,Man Utd,3,1.184,2,1.193,0,0.0,2,2.317,3,1.22,3,1.203,3,0.26
D,477,Jonny,4.3,4.3,Wolves,27,1.043,33,1.031,31,1.087,26,1.071,20,1.038,22,1.04,22,1.066
G,35,Olsen,3.9,3.9,Aston Villa,1,1.026,1,0.025,3,1.049,3,2.09,3,1.049,4,1.036,5,1.077
G,289,Kelleher,4.0,4.0,Liverpool,1,1.014,3,1.024,0,0.0,3,2.025,3,1.018,3,1.019,3,1.029
M,338,McTominay,4.9,4.9,Man Utd,17,1.084,20,1.156,0,0.0,22,2.253,22,1.184,24,1.189,23,0.252
G,176,Begović,3.9,3.9,Everton,1,0.994,2,1.002,3,1.017,3,1.014,4,1.024,3,1.034,3,1.018
D,250,Bertrand,3.9,3.9,Leicester,0,-0.032,1,0.967,2,0.999,3,2.063,2,1.031,3,0.97,5,1.048
D,299,Walker,4.8,4.8,Man City,57,2.053,48,1.268,0,0.0,48,1.236,46,1.217,44,1.211,44,0.011
D,197,Patterson,3.9,3.9,Everton,0,-0.091,8,1.03,23,1.143,39,1.174,42,1.167,39,1.267,42,1.206
D,413,Lyanco,4.4,4.4,Southampton,7,0.901,6,1.713,8,0.855,9,0.849,8,0.814,8,0.892,14,0.85
D,337,Lindelöf,4.1,4.1,Man Utd,13,1.082,12,1.11,0,0.0,16,2.144,13,1.14,17,1.118,22,0.246
D,489,Toti,3.9,3.9,Wolves,1,0.895,3,0.907,4,0.973,7,1.014,5,0.984,5,0.983,8,1.007
D,588,Kehrer,4.4,4.4,West Ham,49,0.987,38,0.983,0,0.0,24,1.875,24,1.031,28,0.898,29,0.98
D,1,Cédric,4.2,4.2,Fulham,14,1.109,16,1.075,0,0.0,22,1.208,21,1.171,20,1.23,19,0.938
D,226,Dallas,4.9,4.9,Leeds,0,-0.036,0,-0.039,3,1.029,23,2.328,24,1.205,26,1.193,25,0.995
D,71,Mepham,4.3,4.3,Bournemouth,16,0.764,19,0.871,17,0.851,12,1.703,15,0.856,14,0.811,15,0.813
D,267,Söyüncü,4.2,4.2,Leicester,4,0.974,4,0.957,1,-0.094,2,1.958,2,0.979,3,0.918,4,0.958
D,330,Maguire,4.7,4.7,Man Utd,24,1.028,26,1.075,0,0.0,27,2.061,30,1.133,27,1.078,26,0.232
M,134,Kanté,4.8,4.8,Chelsea,0,0.031,0,0.03,5,1.15,27,2.533,30,1.277,31,1.223,33,0.278
M,225,Rodrigo,6.3,6.3,Leeds,0,-0.035,0,-0.006,0,-0.023,8,2.285,18,1.399,35,1.576,39,1.307
D,504,Malacia,4.2,4.2,Man Utd,23,1.018,15,1.006,0,0.0,24,2.042,23,1.1,22,1.073,22,0.231
M,325,Phillips,4.8,4.8,Man City,15,1.209,15,1.264,0,0.0,18,1.315,18,1.323,20,1.33,19,0.013
F,618,Vinícius,5.4,5.4,Fulham,14,1.116,11,1.034,0,0.0,12,1.143,12,1.096,13,1.155,16,0.908
M,316,Palmer,4.3,4.3,Man City,7,1.129,9,1.211,0,0.0,15,1.32,17,1.416,15,1.336,15,0.013
D,127,Azpilicueta,4.8,4.8,Chelsea,0,-0.128,5,0.977,9,0.992,22,2.157,23,1.077,23,1.028,24,0.232
G,162,Butland,4.4,4.4,Man Utd,1,0.991,1,1.012,0,0.0,3,2.037,3,1.024,4,1.022,4,0.225
D,343,B.Williams,3.8,3.8,Man Utd,2,1.009,1,0.984,0,0.0,3,1.987,3,1.057,2,1.03,2,0.222
D,610,Akanji,5.0,5.0,Man City,49,1.372,29,1.234,0,0.0,28,1.209,27,1.218,31,1.242,31,0.012
D,105,Duffy,4.3,4.3,Fulham,2,1.061,2,1.036,0,0.0,2,1.093,3,1.071,4,1.119,4,0.857
D,587,Sergio Gómez,4.5,4.5,Man City,5,1.204,3,1.213,0,0.0,4,1.228,5,1.251,6,1.264,6,0.012
D,286,Gomez,4.3,4.3,Liverpool,0,-0.142,2,0.937,0,0.0,20,2.101,25,1.036,27,1.114,24,1.123
D,573,Lewis,3.9,3.9,Man City,25,1.171,35,1.249,0,0.0,35,1.236,34,1.247,35,1.25,35,0.012
M,29,Coutinho,6.6,6.6,Aston Villa,0,-0.044,0,-0.062,0,-0.044,10,2.223,25,1.265,38,1.334,49,1.451
G,72,Travers,4.2,4.2,Bournemouth,0,-0.019,1,0.001,2,1.022,2,2.049,2,1.021,3,1.013,2,1.02
D,209,Tosin,4.5,4.5,Fulham,11,0.984,14,0.935,0,0.0,19,1.057,21,1.034,20,1.081,21,0.827
G,213,Rodák,4.3,4.3,Fulham,2,1.016,2,1.012,0,0.0,4,1.023,4,1.022,4,1.023,4,0.8
G,398,Henderson,4.6,4.6,Nott'm Forest,0,-0.072,1,-0.069,5,0.968,13,2.006,14,1.006,15,0.977,16,0.965
M,200,Cairney,4.7,4.7,Fulham,0,-0.031,5,1.022,0,0.0,17,1.223,19,1.266,19,1.284,20,1.015
M,583,Kouyaté,4.4,4.4,Nott'm Forest,0,-0.077,0,-0.121,1,0.866,10,2.027,9,1.0,10,1.001,10,1.022
M,481,Hwang,5.7,5.7,Wolves,0,-0.071,1,-0.085,8,1.048,23,1.167,23,1.143,26,1.147,23,1.167
D,436,R.Sessegnon,4.4,4.4,Spurs,0,-0.073,0,-0.053,0,-0.055,12,1.287,19,1.328,32,1.519,38,1.449
D,364,Krafth,4.3,4.3,Newcastle,0,-0.103,0,-0.056,0,-0.034,2,1.954,4,1.144,8,1.41,8,1.023
D,419,Livramento,4.4,4.4,Southampton,0,-0.027,0,-0.114,1,0.962,9,1.02,15,1.034,24,1.17,31,1.121
D,385,McKenna,4.4,4.4,Nott'm Forest,0,-0.176,0,-0.233,0,-0.25,17,1.875,38,0.992,58,1.27,70,1.576
M,224,Forshaw,4.4,4.4,Leeds,0,-0.045,0,-0.047,0,-0.035,2,1.971,4,1.035,10,1.117,10,0.925
M,629,Traoré,4.3,4.3,Wolves,0,-0.143,1,-0.156,4,0.932,12,1.042,10,1.013,13,1.019,14,1.043
D,664,Lembikisa,4.0,4.0,Wolves,0,-0.068,1,0.914,3,1.013,1,0.968,1,-0.056,1,0.943,1,0.968
M,179,Townsend,5.4,5.4,Everton,0,0.04,0,0.02,0,0.013,1,1.034,3,1.061,8,1.186,11,1.19
G,518,Hennessey,3.9,3.9,Nott'm Forest,1,1.014,1,1.004,1,1.008,0,0.002,0,0.007,0,-0.001,0,-0.012
G,147,Mendy,4.8,4.8,Chelsea,0,-0.039,0,-0.041,0,-0.039,2,0.945,3,0.982,4,0.974,6,0.217
M,490,Chiquinho,5.0,5.0,Wolves,0,0.405,0,0.373,0,0.427,0,0.417,0,0.404,0,0.403,0,0.417
M,444,Bissouma,4.7,4.7,Spurs,0,-0.238,0,-0.218,0,-0.223,0,-0.198,8,0.822,26,0.99,43,0.967
M,259,Tielemans,6.1,6.1,Leicester,0,-0.079,0,-0.101,0,-0.104,0,-0.155,0,-0.082,9,0.951,29,1.27
D,613,Kurzawa,4.3,4.3,Fulham,0,-0.1,0,-0.126,0,0.0,0,-0.069,1,-0.077,5,1.05,10,0.85
D,128,Thiago Silva,5.5,5.5,Chelsea,0,0.014,0,0.012,0,0.035,0,-0.004,0,-0.012,7,1.098,27,0.268
M,117,Moder,4.4,4.4,Brighton,0,-0.023,0,-0.015,0,0.0,0,-0.03,0,-0.039,3,1.377,4,0.01
D,501,Phillips,3.9,3.9,Liverpool,0,-0.007,1,0.022,0,0.0,1,-0.051,1,-0.023,1,1.019,1,0.027
M,101,Lallana,4.8,4.8,Brighton,0,0.063,0,0.172,0,0.0,0,0.161,0,0.066,0,0.073,5,0.011
F,150,Broja,5.2,5.2,Chelsea,0,0.079,0,0.076,0,0.093,0,0.145,0,0.062,0,0.05,0,0.011
