Pos,ID,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,333,Fernandes,9.4,9.4,Man Utd,86,5.206,83,5.72,82,10.781,81,5.614
F,318,Haaland,12.4,12.3,Man City,64,5.571,67,5.602,73,10.128,68,5.48
M,124,Mitoma,5.6,5.5,Brighton,82,5.156,78,8.075,74,8.632,72,4.207
M,335,Rashford,7.2,6.9,Man Utd,80,5.066,79,5.366,75,9.801,74,4.989
M,116,Mac Allister,5.5,5.4,Brighton,79,4.967,79,7.623,75,8.284,70,3.834
M,283,Salah,13.0,12.9,Liverpool,83,6.167,82,6.208,80,5.971,78,6.251
G,102,Steele,4.0,3.9,Brighton,88,4.534,86,6.345,85,8.037,84,3.933
D,586,Estupiñán,4.9,4.9,Brighton,83,4.965,81,6.123,77,8.01,73,3.652
M,107,March,5.3,5.3,Brighton,82,4.339,79,7.069,75,7.537,73,3.596
M,301,De Bruyne,12.2,12.2,Man City,61,3.902,64,4.293,68,8.66,66,4.194
D,357,Trippier,6.1,6.0,Newcastle,85,3.561,82,8.324,82,4.948,82,4.135
D,332,Shaw,5.1,5.1,Man Utd,83,3.663,82,4.681,79,8.005,76,4.278
F,427,Kane,11.4,11.4,Spurs,87,5.205,85,4.902,81,5.224,78,5.254
G,133,Arrizabalaga,4.6,4.6,Chelsea,84,4.145,86,5.07,83,6.547,84,3.723
M,13,Saka,8.2,8.2,Arsenal,83,4.357,80,4.479,77,5.245,77,5.376
G,307,Ederson,5.4,5.4,Man City,81,4.468,80,4.095,72,7.122,82,3.652
G,327,De Gea,5.0,5.0,Man Utd,89,3.425,89,4.197,87,7.378,87,3.976
D,106,Dunk,4.8,4.8,Brighton,87,3.949,84,4.95,80,6.716,77,3.158
D,342,Dalot,4.7,4.7,Man Utd,75,3.534,71,4.216,69,6.826,70,3.876
G,376,Pope,5.4,5.4,Newcastle,89,3.111,88,7.077,87,4.154,86,3.594
G,175,Johnstone,4.4,4.4,Crystal Palace,88,3.827,86,4.709,83,4.255,82,4.984
M,7,Ødegaard,6.6,6.6,Arsenal,82,3.995,80,4.052,78,4.837,77,4.873
D,285,Alexander-Arnold,7.6,7.4,Liverpool,80,4.478,82,4.133,83,4.448,79,4.68
M,593,Casemiro,4.9,4.9,Man Utd,83,3.412,79,3.699,77,6.892,77,3.585
F,40,Watkins,7.6,7.4,Aston Villa,88,4.643,85,4.653,84,3.975,83,4.028
D,139,Chilwell,5.7,5.7,Chelsea,81,3.943,76,4.879,77,5.186,73,3.076
M,104,Groß,5.4,5.4,Brighton,49,1.801,67,5.349,74,6.567,71,3.163
M,169,Eze,5.5,5.5,Crystal Palace,82,4.079,77,4.443,77,4.233,73,3.981
M,428,Son,11.5,11.5,Spurs,79,4.426,76,4.107,75,4.096,72,3.984
M,160,Zaha,7.2,7.2,Crystal Palace,64,2.943,81,4.634,79,4.344,77,4.61
D,337,Lindelöf,4.1,4.1,Man Utd,82,3.025,81,3.999,71,6.017,71,3.481
D,366,Schär,5.1,5.1,Newcastle,84,2.745,82,6.599,77,3.881,76,3.173
F,594,Isak,6.9,6.9,Newcastle,67,3.643,59,6.1,58,3.196,63,3.373
D,284,Robertson,6.8,6.8,Liverpool,82,4.189,78,3.8,77,4.08,75,4.109
M,261,Maddison,7.9,7.9,Leicester,85,4.471,82,3.719,80,3.468,78,4.306
D,377,Botman,4.5,4.5,Newcastle,85,2.636,81,6.328,79,3.748,78,3.099
D,358,Burn,4.5,4.5,Newcastle,83,2.644,79,6.324,77,3.748,74,3.021
D,128,Thiago Silva,5.4,5.4,Chelsea,80,3.557,78,4.588,75,4.64,73,2.894
M,371,Joelinton,6.0,6.0,Newcastle,80,3.121,72,6.44,70,3.39,66,2.676
G,281,Alisson,5.4,5.4,Liverpool,89,3.913,87,3.634,88,3.925,87,4.003
M,374,Bruno Guimarães,5.5,5.5,Newcastle,85,2.9,81,6.217,79,3.322,80,3.007
M,465,Bowen,8.0,8.0,West Ham,80,3.782,79,3.845,75,4.019,75,3.795
G,2,Leno,4.6,4.6,Fulham,89,3.858,88,4.08,87,4.166,87,3.151
D,272,W.Fofana,4.3,4.3,Chelsea,83,3.408,82,4.482,78,4.417,77,2.869
M,120,Caicedo,5.0,5.0,Brighton,83,2.777,82,4.715,78,5.081,74,2.428
D,312,Dias,6.0,6.0,Man City,57,2.349,62,2.92,70,6.504,69,3.131
F,66,Solanke,5.6,5.5,Bournemouth,86,3.67,82,3.775,79,3.517,80,3.87
D,280,Van Dijk,6.6,6.6,Liverpool,87,3.735,81,3.354,80,3.708,79,3.87
F,80,Toney,7.4,7.4,Brentford,85,4.288,73,4.599,57,3.006,46,2.274
G,15,Ramsdale,4.8,4.8,Arsenal,87,2.974,86,3.043,87,3.845,85,4.265
G,455,Fabianski,4.9,4.9,West Ham,89,3.252,86,3.356,86,3.956,85,3.546
F,28,Jesus,8.1,8.1,Arsenal,72,3.524,69,3.478,68,3.744,67,3.351
M,407,Ward-Prowse,6.1,6.1,Southampton,87,3.813,85,3.804,84,3.165,81,3.238
G,81,Raya,4.9,4.9,Brentford,88,3.113,88,4.2,88,3.513,85,3.19
M,373,Willock,4.7,4.7,Newcastle,71,3.265,65,5.705,62,2.761,60,2.179
M,724,Enzo,5.0,5.0,Chelsea,77,3.017,78,3.272,75,4.984,75,2.606
M,19,Martinelli,6.7,6.7,Arsenal,69,3.608,66,3.193,63,3.464,64,3.589
D,167,Guéhi,4.5,4.5,Crystal Palace,87,2.646,82,3.818,80,3.233,79,4.125
M,303,Mahrez,7.3,7.3,Man City,57,3.141,55,2.939,54,5.1,54,2.632
M,171,Olise,5.4,5.4,Crystal Palace,74,3.322,72,3.565,70,3.358,69,3.546
D,10,White,5.0,5.0,Arsenal,84,2.604,80,2.814,79,3.944,78,4.389
G,574,Neto,4.5,4.5,Bournemouth,89,3.621,88,3.446,86,3.093,86,3.57
G,478,Sá,5.0,5.0,Wolves,88,3.825,87,2.967,88,4.108,86,2.814
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,83,3.841,80,3.285,78,3.089,78,3.454
D,165,Andersen,4.5,4.5,Crystal Palace,84,2.599,81,3.764,81,3.195,81,4.1
M,264,Barnes,6.6,6.6,Leicester,78,3.758,75,3.155,75,3.078,76,3.605
G,31,Martínez,5.0,5.0,Aston Villa,88,3.935,89,3.603,87,2.794,86,3.184
F,319,Álvarez,6.0,6.0,Man City,54,3.168,50,2.987,44,4.71,46,2.622
M,519,Eriksen,6.2,6.2,Man Utd,63,2.826,62,2.889,61,5.185,60,2.583
D,313,Zinchenko,5.1,5.1,Arsenal,78,2.712,73,2.722,73,3.736,75,4.25
D,290,Konaté,4.8,4.8,Liverpool,83,3.453,77,3.058,76,3.364,75,3.517
D,170,Mitchell,4.4,4.4,Crystal Palace,76,2.686,74,3.723,71,3.1,71,3.862
D,694,Álex Moreno,4.5,4.5,Aston Villa,80,4.117,77,3.734,73,2.461,72,2.912
M,42,Buendía,5.7,5.7,Aston Villa,74,3.975,71,3.712,66,2.757,66,2.777
D,16,Gabriel,5.2,5.2,Arsenal,67,2.25,84,2.759,81,3.895,78,4.317
M,614,Willian,5.5,5.5,Fulham,75,3.612,69,3.52,68,3.232,66,2.756
M,679,Buonanotte,4.5,4.5,Brighton,41,2.423,39,4.058,37,4.421,35,2.202
D,610,Akanji,5.0,5.0,Man City,71,4.153,61,2.804,58,4.113,57,1.964
G,426,Forster,3.9,3.9,Spurs,88,3.496,88,3.033,87,3.252,86,3.204
F,191,Calvert-Lewin,7.9,7.9,Everton,74,3.18,72,3.09,69,3.296,68,3.383
M,233,Harrison,5.7,5.7,Leeds,79,3.041,76,3.18,72,3.366,71,3.33
D,156,Ward,4.4,4.4,Crystal Palace,76,2.58,71,3.529,68,2.883,68,3.64
M,534,McNeil,5.1,5.1,Everton,77,2.93,76,2.843,75,3.268,77,3.589
G,182,Pickford,4.4,4.4,Everton,90,2.749,87,2.565,86,3.505,86,3.751
G,729,Navas,4.5,4.5,Nott'm Forest,89,3.913,86,2.865,87,2.65,85,3.069
D,628,Aurier,4.3,4.3,Nott'm Forest,85,4.275,83,2.836,80,2.23,78,3.13
M,314,Foden,8.0,8.0,Man City,59,3.127,53,2.663,50,4.353,51,2.328
M,315,Rodri,5.6,5.6,Man City,49,1.521,59,2.03,77,5.897,76,3.011
M,680,Gakpo,7.7,7.7,Liverpool,66,3.367,63,3.124,62,2.938,61,3.017
M,70,Billing,5.2,5.2,Bournemouth,80,3.229,77,3.219,74,2.845,74,3.126
D,470,Diop,4.3,4.3,Fulham,84,3.118,82,3.421,81,3.489,79,2.339
D,448,Perišić,5.3,5.3,Spurs,71,3.702,69,3.049,65,2.876,62,2.703
F,125,Enciso,4.6,4.6,Brighton,46,2.181,44,3.931,42,4.074,42,2.106
D,39,Mings,4.7,4.7,Aston Villa,86,3.76,82,3.348,81,2.314,81,2.84
G,401,McCarthy,4.3,4.3,Southampton,85,3.247,83,3.483,83,2.569,81,2.709
F,596,Ferguson,4.6,4.6,Brighton,21,1.26,34,4.063,38,4.412,37,2.222
M,305,Grealish,7.3,7.3,Man City,41,1.932,52,2.1,62,5.448,59,2.383
M,603,Paquetá,5.9,5.9,West Ham,70,3.186,67,2.86,65,3.033,64,2.703
M,433,Højbjerg,5.3,5.3,Spurs,86,3.013,83,2.84,83,2.917,82,2.99
D,472,Aguerd,4.8,4.8,West Ham,70,2.477,84,2.702,80,3.534,79,2.924
M,304,Sterling,9.7,9.7,Chelsea,41,2.218,59,2.829,56,4.376,56,2.192
M,46,Douglas Luiz,4.8,4.8,Aston Villa,78,3.37,72,2.971,70,2.594,70,2.669
D,430,Dier,5.0,5.0,Spurs,85,3.201,83,2.643,81,2.876,78,2.876
D,217,Robinson,4.4,4.4,Fulham,86,2.908,82,3.212,81,3.283,80,2.17
M,186,Iwobi,4.9,4.9,Everton,82,2.733,77,2.681,76,3.105,75,3.041
F,103,Welbeck,6.5,6.5,Brighton,51,2.194,41,3.618,37,3.831,34,1.894
D,215,Tete,4.4,4.4,Fulham,79,3.02,75,3.188,73,3.183,71,2.115
D,209,Tosin,4.4,4.4,Fulham,86,2.897,83,3.199,80,3.242,78,2.167
M,185,A.Doucouré,5.3,5.3,Everton,75,2.729,73,2.605,71,3.06,70,3.103
M,480,Neves,5.2,5.2,Wolves,71,3.031,72,2.769,69,3.107,68,2.527
F,227,Bamford,7.1,7.1,Leeds,72,2.943,69,2.926,65,2.802,64,2.739
M,3,Xhaka,4.8,4.8,Arsenal,75,2.686,71,2.633,70,3.025,69,3.049
D,44,Konsa,4.4,4.4,Aston Villa,86,3.452,84,3.088,81,2.166,78,2.675
M,159,J.Ayew,5.2,5.2,Crystal Palace,72,2.856,69,3.034,67,2.695,66,2.77
M,467,Rice,4.7,4.7,West Ham,70,2.497,83,2.823,82,3.088,79,2.901
D,710,Kiwior,4.0,4.0,Arsenal,76,2.353,72,2.481,70,3.315,64,3.151
M,300,Gündogan,7.3,7.3,Man City,62,3.238,55,2.344,49,3.755,47,1.902
F,210,Mitrović,6.6,6.6,Fulham,0,0.0,79,3.979,79,3.773,78,3.446
M,211,Reed,4.3,4.3,Fulham,77,3.029,71,2.819,71,2.791,69,2.467
D,258,Castagne,4.3,4.3,Leicester,85,3.47,78,2.306,76,2.179,74,3.092
M,37,McGinn,5.1,5.1,Aston Villa,82,3.172,75,2.83,72,2.511,69,2.529
F,145,Havertz,7.4,7.4,Chelsea,53,2.317,52,2.338,55,4.298,55,2.073
M,88,Jensen,4.8,4.8,Brentford,75,2.64,73,2.984,72,2.835,71,2.537
D,308,Aké,5.0,5.0,Man City,46,1.472,60,2.594,60,4.851,57,2.071
M,259,Tielemans,6.1,6.1,Leicester,78,2.97,78,2.685,76,2.565,74,2.739
F,95,Mbeumo,5.7,5.7,Brentford,62,2.162,68,3.028,72,3.114,68,2.657
D,199,Tarkowski,4.1,4.1,Everton,85,2.139,83,1.887,82,3.31,79,3.53
D,484,Kilman,4.3,4.3,Wolves,83,3.233,77,2.29,75,3.489,72,1.802
M,468,Soucek,5.0,5.0,West Ham,63,2.237,72,2.736,71,2.97,70,2.806
M,514,C.Doucouré,5.0,5.0,Crystal Palace,79,2.562,75,2.739,73,2.581,73,2.774
D,73,Kelly,4.3,4.3,Bournemouth,83,2.894,80,2.633,78,2.307,79,2.811
M,340,Sancho,7.1,7.1,Man Utd,49,2.054,50,2.161,51,4.246,50,2.176
D,459,Dawson,4.8,4.8,Wolves,74,3.21,69,2.227,69,3.384,66,1.765
D,507,Niakhaté,4.3,4.3,Nott'm Forest,85,3.674,81,2.3,81,1.884,81,2.564
M,693,Alcaraz,5.0,5.0,Southampton,66,3.042,65,2.96,62,2.228,61,2.187
D,526,Mee,4.9,4.9,Brentford,87,2.098,85,3.445,84,2.656,80,2.138
D,423,Bella-Kotchap,4.5,4.5,Southampton,86,3.008,81,3.327,80,1.939,77,2.054
D,730,Felipe,4.5,4.5,Nott'm Forest,87,3.646,83,2.28,78,1.86,79,2.531
D,443,Romero,4.9,4.9,Spurs,86,2.863,84,2.309,81,2.545,82,2.565
F,356,Wilson,7.0,7.0,Newcastle,53,2.077,47,4.001,48,2.198,45,1.92
M,245,Roca,4.8,4.8,Leeds,79,2.417,79,2.608,75,2.571,74,2.587
D,180,Keane,4.2,4.2,Everton,79,2.044,74,1.749,81,3.151,74,3.234
D,409,Walker-Peters,4.4,4.4,Southampton,86,2.94,82,3.264,78,1.912,79,2.033
M,609,Antony,7.3,7.3,Man Utd,59,2.12,56,2.077,55,3.871,55,2.008
D,92,Pinnock,4.4,4.4,Brentford,87,2.039,84,3.364,82,2.577,79,2.067
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,81,3.642,78,2.268,75,1.735,72,2.384
M,577,Onana,4.7,4.7,Everton,66,2.161,73,2.399,72,2.68,72,2.776
D,457,Cresswell,4.7,4.7,West Ham,69,2.7,66,2.57,63,2.851,57,1.879
D,302,Stones,5.6,5.6,Man City,47,1.526,53,1.795,60,4.711,57,1.966
D,108,Webster,4.5,4.5,Brighton,56,1.884,58,3.096,56,3.523,53,1.438
M,64,Lerma,4.7,4.7,Bournemouth,82,2.561,79,2.51,75,2.323,74,2.494
F,345,Martial,6.3,6.3,Man Utd,42,1.991,41,2.003,40,3.79,44,2.034
F,682,Cunha,5.3,5.3,Wolves,63,2.636,62,2.462,62,2.738,60,1.958
M,293,Luis Díaz,7.8,7.8,Liverpool,55,2.642,42,2.375,43,2.271,43,2.457
D,57,Smith,4.3,4.3,Bournemouth,83,2.693,80,2.441,76,2.093,75,2.518
D,85,Henry,4.5,4.5,Brentford,80,2.029,76,3.268,74,2.455,74,1.989
M,370,S.Longstaff,4.3,4.3,Newcastle,26,1.171,62,4.536,58,2.029,59,1.966
M,365,Murphy,4.2,4.2,Newcastle,36,1.847,31,3.902,32,2.022,32,1.897
D,733,Pedro Porro,4.8,4.8,Spurs,81,3.584,68,2.54,56,1.806,53,1.718
M,220,Palhinha,4.9,4.9,Fulham,87,2.43,83,2.498,81,2.491,79,2.179
D,612,Faes,4.2,4.2,Leicester,83,2.986,78,1.972,76,1.875,75,2.728
F,458,Antonio,7.0,7.0,West Ham,62,2.622,60,2.319,59,2.427,55,2.107
M,282,Fabinho,5.2,5.2,Liverpool,75,2.464,72,2.375,68,2.337,65,2.27
D,410,Bednarek,4.2,4.2,Southampton,84,2.792,78,3.093,76,1.731,73,1.825
M,441,Skipp,4.3,4.3,Spurs,73,2.457,72,2.338,71,2.346,67,2.292
D,388,Worrall,4.2,4.2,Nott'm Forest,83,3.477,77,2.101,73,1.622,68,2.131
M,464,Benrahma,5.5,5.5,West Ham,59,2.41,54,2.121,54,2.469,54,2.312
D,456,Ogbonna,4.4,4.4,West Ham,86,2.753,81,2.843,60,2.337,46,1.329
M,321,Lavia,4.5,4.5,Southampton,77,2.509,75,2.469,72,2.097,72,2.168
G,238,Meslier,4.5,4.5,Leeds,65,2.014,65,2.379,63,2.4,63,2.406
M,311,Bernardo,6.7,6.7,Man City,53,2.105,52,1.99,47,3.254,50,1.809
M,69,Christie,5.3,5.3,Bournemouth,65,2.428,61,2.097,62,2.202,62,2.372
F,394,Johnson,5.6,5.6,Nott'm Forest,39,1.576,62,2.175,70,2.747,66,2.591
F,397,Awoniyi,5.6,5.6,Nott'm Forest,67,3.02,60,2.179,56,1.842,56,2.004
F,690,João Félix,7.2,7.2,Chelsea,26,1.492,31,2.11,35,3.651,32,1.783
M,611,Gueye,4.8,4.8,Everton,70,2.189,67,2.04,69,2.42,67,2.363
F,255,Vardy,9.1,9.1,Leicester,65,2.739,63,2.396,59,1.952,52,1.859
D,194,Mykolenko,4.1,4.1,Everton,85,1.903,80,1.65,72,2.725,65,2.551
M,505,Rothwell,4.9,4.9,Bournemouth,65,2.275,64,2.245,64,2.127,61,2.112
M,720,McKennie,4.6,4.6,Leeds,73,2.185,69,2.274,68,2.293,63,1.973
M,589,Matheus,4.8,4.8,Wolves,66,2.397,66,2.296,62,2.201,60,1.729
M,698,Lemina,4.5,4.5,Wolves,67,2.274,68,2.184,67,2.354,63,1.812
D,309,Laporte,5.6,5.6,Man City,60,2.884,46,1.579,37,2.735,43,1.422
M,369,Almirón,5.4,5.4,Newcastle,51,1.68,47,3.43,46,1.781,45,1.673
F,297,Darwin,8.6,8.6,Liverpool,43,2.105,39,2.143,40,2.084,39,2.225
M,291,Jones,4.9,4.9,Liverpool,69,3.014,59,2.06,54,1.668,52,1.74
M,47,Ramsey,5.2,5.2,Aston Villa,74,3.412,59,2.043,51,1.48,50,1.43
M,134,Kanté,4.8,4.8,Chelsea,53,1.681,53,1.769,56,3.255,54,1.584
M,86,Janelt,5.5,5.5,Brentford,63,2.058,64,2.435,60,1.954,60,1.729
M,161,Schlupp,4.7,4.7,Crystal Palace,60,1.875,61,2.279,59,1.963,58,1.976
M,225,Rodrigo,6.3,6.3,Leeds,55,1.996,52,1.911,52,2.115,50,2.062
F,288,Diogo Jota,8.9,8.9,Liverpool,27,1.464,54,2.288,52,2.076,50,2.25
M,368,Saint-Maximin,6.1,6.1,Newcastle,12,0.74,41,3.49,52,2.062,48,1.758
M,148,Gallagher,5.6,5.6,Chelsea,64,2.561,52,1.678,39,2.515,36,1.256
D,691,Wöber,4.4,4.4,Leeds,57,1.153,81,2.123,80,2.383,76,2.322
F,617,Aubameyang,8.4,8.4,Chelsea,26,1.413,28,1.478,33,3.394,32,1.686
D,559,Colwill,4.4,4.4,Brighton,43,1.413,41,2.49,43,2.673,45,1.333
D,127,Azpilicueta,4.7,4.7,Chelsea,53,1.754,55,2.18,49,2.707,47,1.267
D,299,Walker,4.7,4.7,Man City,42,1.3,48,1.412,55,3.451,54,1.652
M,212,Wilson,5.7,5.7,Fulham,54,1.848,58,2.154,57,1.96,55,1.808
D,718,Viña,4.5,4.5,Bournemouth,63,2.366,59,1.846,59,1.646,58,1.892
D,267,Söyüncü,4.2,4.2,Leicester,73,3.208,61,1.583,56,1.384,52,1.515
F,411,Adams,6.0,6.0,Southampton,60,2.348,52,1.91,53,1.669,54,1.76
M,705,Ouattara,5.0,5.0,Bournemouth,48,1.825,48,1.892,49,1.808,46,2.01
M,708,Madueke,5.4,5.4,Chelsea,56,2.105,42,1.645,28,2.404,30,1.319
M,699,Mudryk,6.5,6.5,Chelsea,50,1.7,45,1.601,41,2.774,40,1.369
D,588,Kehrer,4.3,4.3,West Ham,75,2.421,66,2.2,54,1.596,39,1.206
D,230,Koch,4.5,4.5,Leeds,86,1.302,82,1.916,78,2.145,75,2.041
M,6,Partey,4.7,4.7,Arsenal,53,1.385,57,1.547,61,2.158,62,2.275
F,271,Daka,5.6,5.6,Leicester,30,1.946,34,1.799,34,1.778,29,1.796
M,111,Trossard,6.6,6.6,Arsenal,40,1.663,42,1.675,43,2.014,44,1.937
M,275,Henderson,5.3,5.3,Liverpool,24,1.006,61,2.064,63,2.255,58,1.963
M,728,Sabitzer,4.7,4.7,Man Utd,30,1.387,29,1.379,33,2.961,31,1.56
M,704,Sarabia,5.0,5.0,Wolves,34,1.811,32,1.774,35,1.994,39,1.628
D,538,Young,4.3,4.3,Aston Villa,71,3.507,47,1.28,30,1.108,31,1.16
D,510,Hickey,4.9,4.9,Brentford,46,1.112,65,2.488,64,1.879,64,1.563
M,149,Gilmour,4.2,4.2,Brighton,35,1.328,35,2.441,26,2.178,25,1.052
M,53,Kamara,4.8,4.8,Aston Villa,21,0.887,50,1.291,75,2.346,74,2.439
F,30,Ings,6.4,6.4,West Ham,42,1.644,43,1.684,41,1.845,43,1.767
D,482,Semedo,5.0,5.0,Wolves,33,1.119,68,1.949,62,2.457,63,1.412
M,294,Elliott,4.8,4.8,Liverpool,55,1.938,33,1.656,33,1.593,31,1.743
M,715,Tetê,5.0,5.0,Leicester,44,1.864,42,1.623,42,1.61,41,1.821
D,341,Wan-Bissaka,4.3,4.3,Man Utd,48,1.424,42,1.376,42,2.732,41,1.375
M,240,Summerville,4.2,4.2,Leeds,56,1.617,58,1.755,55,1.782,54,1.735
M,688,Schade,4.9,4.9,Brentford,54,1.633,54,1.863,54,1.779,52,1.59
M,731,Kamaldeen,4.9,4.9,Southampton,50,1.864,50,1.804,47,1.534,48,1.589
M,446,Kulusevski,7.8,7.8,Spurs,43,1.649,44,1.612,47,1.689,46,1.837
M,132,Kovacic,4.9,4.9,Chelsea,53,1.474,52,1.413,52,2.481,54,1.325
F,625,Diego Costa,5.3,5.3,Wolves,54,1.736,53,1.62,50,1.76,51,1.542
F,454,Richarlison,8.4,8.4,Spurs,45,1.643,44,1.586,45,1.628,47,1.787
M,486,Neto,4.9,4.9,Wolves,32,1.631,33,1.617,31,1.82,36,1.536
M,89,Wissa,5.3,5.3,Brentford,37,1.546,39,1.723,45,1.723,49,1.571
D,432,Davies,4.7,4.7,Spurs,56,1.776,57,1.584,55,1.555,54,1.626
M,562,Solomon,4.9,4.9,Fulham,29,1.724,29,1.81,30,1.677,28,1.316
D,576,Senesi,4.4,4.4,Bournemouth,58,1.731,55,1.492,56,1.441,59,1.832
F,166,Edouard,5.0,5.0,Crystal Palace,37,1.518,33,1.617,36,1.555,35,1.616
M,703,Danilo,4.5,4.5,Nott'm Forest,10,0.542,35,1.265,65,2.219,63,2.263
M,536,Mangala,4.9,4.9,Nott'm Forest,65,2.365,58,1.536,49,1.193,48,1.191
D,504,Malacia,4.2,4.2,Man Utd,31,1.288,37,1.306,29,2.403,29,1.249
M,29,Coutinho,6.6,6.6,Aston Villa,20,1.002,39,1.766,47,1.691,46,1.675
M,400,Walcott,4.8,4.8,Southampton,40,1.662,41,1.59,40,1.406,38,1.42
M,75,Anthony,5.2,5.2,Bournemouth,43,1.449,46,1.512,45,1.424,43,1.597
D,239,Firpo,4.5,4.5,Leeds,69,1.461,58,1.365,61,1.74,55,1.412
D,43,Cash,4.6,4.6,Aston Villa,16,0.676,45,1.225,64,1.851,63,2.175
M,569,Garnacho,4.1,4.1,Man Utd,12,1.015,16,1.177,17,2.365,18,1.362
M,45,Bailey,4.3,4.3,Aston Villa,15,0.883,32,1.825,38,1.61,39,1.576
M,483,Podence,5.2,5.2,Wolves,40,1.463,41,1.412,42,1.64,38,1.363
M,491,Adama,5.3,5.3,Wolves,37,1.456,36,1.442,34,1.545,37,1.407
M,189,Gray,5.2,5.2,Everton,40,1.334,43,1.325,43,1.531,44,1.62
F,123,Undav,5.0,5.0,Brighton,17,0.993,15,1.693,15,1.947,18,1.158
D,330,Maguire,4.7,4.7,Man Utd,38,1.234,41,1.263,30,2.173,25,1.072
D,141,Chalobah,4.4,4.4,Chelsea,41,1.225,40,1.223,34,2.153,39,1.122
F,619,Gnonto,4.7,4.7,Leeds,35,1.297,37,1.324,40,1.531,42,1.527
M,83,Dasilva,4.1,4.1,Brentford,41,1.339,40,1.493,43,1.489,42,1.332
M,246,Aaronson,5.3,5.3,Leeds,43,1.31,44,1.328,48,1.475,46,1.455
M,481,Hwang,5.7,5.7,Wolves,35,1.383,33,1.369,39,1.489,36,1.317
M,200,Cairney,4.7,4.7,Fulham,50,1.446,48,1.464,46,1.334,48,1.307
M,479,Dendoncker,4.7,4.7,Aston Villa,64,2.332,39,1.272,23,0.95,25,0.993
M,195,Gordon,5.1,5.1,Newcastle,26,1.2,21,2.148,19,1.076,21,1.077
M,469,Fornals,4.9,4.9,West Ham,29,1.313,28,1.308,28,1.386,30,1.492
M,405,S.Armstrong,4.7,4.7,Southampton,33,1.484,34,1.409,34,1.24,33,1.26
M,93,Onyeka,4.8,4.8,Brentford,41,1.311,41,1.391,43,1.381,41,1.304
F,408,A.Armstrong,5.3,5.3,Southampton,32,1.439,35,1.368,40,1.263,35,1.275
M,580,Damsgaard,5.0,5.0,Brentford,35,1.295,40,1.37,39,1.358,39,1.286
D,197,Patterson,3.9,3.9,Everton,58,1.391,56,1.24,51,1.399,44,1.276
D,513,Lenglet,4.8,4.8,Spurs,45,1.25,45,1.231,51,1.362,50,1.436
F,701,Weghorst,5.4,5.4,Man Utd,18,0.914,21,1.043,22,2.231,21,1.046
M,418,Djenepo,5.0,5.0,Southampton,30,1.345,33,1.382,35,1.247,35,1.258
M,406,Elyounoussi,5.1,5.1,Southampton,46,1.371,46,1.338,45,1.233,46,1.265
M,205,De Cordova-Reid,5.4,5.4,Fulham,52,1.411,44,1.308,45,1.232,44,1.187
M,140,Pulisic,5.6,5.6,Chelsea,15,0.79,20,1.086,23,2.137,24,1.1
D,222,Ayling,4.5,4.5,Leeds,50,1.176,51,1.233,51,1.297,51,1.293
M,575,Cornet,5.9,5.9,West Ham,24,1.153,26,1.198,26,1.255,28,1.334
M,266,Dewsbury-Hall,4.9,4.9,Leicester,35,1.305,36,1.187,33,1.173,35,1.276
M,130,Jorginho,5.7,5.7,Arsenal,44,1.166,44,1.18,38,1.312,36,1.282
M,269,Soumaré,4.4,4.4,Leicester,55,1.397,52,1.158,53,1.185,52,1.193
M,583,Kouyaté,4.4,4.4,Nott'm Forest,42,1.251,50,1.229,46,1.145,45,1.209
M,734,A.Ayew,5.0,5.0,Nott'm Forest,37,1.564,28,1.125,25,1.012,26,1.122
D,84,Ajer,4.5,4.5,Brentford,51,1.225,36,1.218,42,1.204,41,1.169
D,256,Ricardo,4.2,4.2,Leicester,24,1.06,38,1.194,47,1.218,45,1.327
D,235,Struijk,4.5,4.5,Leeds,50,1.144,40,1.145,38,1.233,38,1.236
D,530,Richards,4.4,4.4,Crystal Palace,19,0.915,26,1.176,31,1.388,28,1.274
D,244,Kristensen,4.7,4.7,Leeds,47,1.126,47,1.155,49,1.233,49,1.232
D,109,Veltman,4.6,4.6,Brighton,0,0.0,6,0.563,36,2.57,54,1.569
M,331,Fred,5.1,5.1,Man Utd,15,0.766,21,1.033,19,1.914,20,0.977
D,709,Kristiansen,4.5,4.5,Leicester,45,1.235,42,1.129,38,1.121,40,1.189
D,71,Mepham,4.3,4.3,Bournemouth,44,1.14,45,1.165,47,1.142,45,1.225
D,404,Stephens,4.3,4.3,Bournemouth,31,1.142,36,1.156,37,1.133,36,1.22
D,192,Holgate,4.2,4.2,Everton,34,1.185,36,1.191,30,1.25,23,1.023
D,516,Collins,4.3,4.3,Wolves,31,1.181,32,1.134,30,1.213,34,1.112
M,224,Forshaw,4.4,4.4,Leeds,33,1.119,33,1.142,35,1.183,32,1.184
D,367,Targett,4.7,4.7,Newcastle,13,0.62,19,1.779,23,1.083,25,1.085
D,8,Tierney,4.6,4.6,Arsenal,26,1.044,26,1.053,29,1.298,26,1.173
M,21,Maitland-Niles,4.8,4.8,Southampton,42,1.195,41,1.168,37,1.093,31,1.111
D,445,Emerson Royal,4.8,4.8,Spurs,10,0.467,27,1.177,44,1.325,51,1.585
