Pos,ID,Name,BV,SV,Team,25_xMins,25_Pts
M,667,Sekularac,4.5,4.5,Fulham,0,0.0
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0.0
M,665,Doak,4.5,4.5,Liverpool,0,0.0
F,663,Perkins,4.5,4.5,Leeds,0,0.0
F,662,Cannon,4.5,4.5,Everton,0,0.0
M,661,Hall,4.4,4.4,Chelsea,4,0.0
F,660,Shoretire,4.5,4.5,Man Utd,0,0.0
M,658,Griffiths,4.4,4.4,Wolves,0,0.0
F,657,Fraser,4.5,4.5,Wolves,0,0.0
G,656,Bishop,4.0,4.0,Man Utd,0,0.0
G,655,Hein,4.0,4.0,Arsenal,0,0.0
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,0,0.0
M,653,Hutchinson,4.3,4.3,Chelsea,0,0.0
D,652,Furlong,4.0,4.0,Brighton,0,0.0
M,651,Moran,4.5,4.5,Brighton,0,0.0
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.0
G,649,Plain,4.0,4.0,Bournemouth,0,0.0
M,648,Finnigan,4.5,4.5,Southampton,0,0.0
M,647,Payne,4.5,4.5,Southampton,0,0.0
D,646,Crama,4.0,4.0,Brentford,0,0.0
D,645,Wormleighton,4.0,4.0,Leicester,0,0.0
G,644,Goodman,4.0,4.0,Crystal Palace,1,0.0
G,81,Raya,4.7,4.7,Brentford,0,0.0
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.0
F,669,Mubama,4.5,4.5,West Ham,0,0.0
G,670,Marschall,4.0,4.0,Aston Villa,0,0.0
F,671,Morgan,4.5,4.5,Southampton,0,0.0
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.0
F,697,Sadi,4.5,4.5,Bournemouth,0,0.0
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,1,0.0
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.0
D,694,Álex Moreno,4.4,4.4,Aston Villa,54,0.0
M,693,Alcaraz,5.0,5.0,Southampton,33,0.0
M,692,Orsic,5.2,5.2,Southampton,0,0.0
D,691,Wöber,4.5,4.5,Leeds,41,0.0
M,9,Pépé,5.3,5.3,Arsenal,0,0.0
M,688,Schade,4.9,4.9,Brentford,0,0.0
M,687,McAteer,4.5,4.5,Leicester,0,0.0
F,686,Simms,4.5,4.5,Everton,32,0.0
F,684,D.D.Fofana,5.0,5.0,Chelsea,6,0.0
M,672,Kadan Young,4.5,4.5,Aston Villa,0,0.0
M,683,Kuol,4.5,4.5,Newcastle,0,0.0
F,682,Cunha,5.5,5.5,Wolves,56,0.0
M,681,Scarpa,4.9,4.9,Nott'm Forest,24,0.0
M,680,Gakpo,7.8,7.8,Liverpool,50,0.0
M,679,Buonanotte,4.5,4.5,Brighton,0,0.0
M,678,Price,4.5,4.5,Everton,1,0.0
M,677,Hinshelwood,4.5,4.5,Brighton,0,0.0
M,676,Ozoh,4.5,4.5,Crystal Palace,0,0.0
G,675,Smith,4.0,4.0,Nott'm Forest,0,0.0
D,674,Bennett,4.0,4.0,Man Utd,0,0.0
D,673,Humphreys,4.5,4.5,Chelsea,0,0.0
F,80,Toney,7.6,7.6,Brentford,0,0.0
D,522,Spence,4.1,4.1,Spurs,0,0.0
D,82,Canós,5.0,5.0,Brentford,0,0.0
D,206,Bryan,4.4,4.4,Fulham,0,0.0
D,377,Botman,4.5,4.5,Newcastle,0,0.0
G,376,Pope,5.4,5.4,Newcastle,0,0.0
M,375,Hendrick,4.5,4.5,Newcastle,0,0.0
M,374,Bruno Guimarães,5.5,5.5,Newcastle,0,0.0
M,373,Willock,4.7,4.7,Newcastle,0,0.0
D,372,Lewis,4.4,4.4,Newcastle,0,0.0
M,371,Joelinton,5.9,5.9,Newcastle,0,0.0
M,370,S.Longstaff,4.3,4.3,Newcastle,0,0.0
M,369,Almirón,5.5,5.5,Newcastle,0,0.0
M,368,Saint-Maximin,6.1,6.1,Newcastle,0,0.0
D,367,Targett,4.7,4.7,Newcastle,0,0.0
D,366,Schär,5.2,5.2,Newcastle,0,0.0
M,365,Murphy,4.2,4.2,Newcastle,0,0.0
D,364,Krafth,4.3,4.3,Newcastle,0,0.0
D,363,Manquillo,4.2,4.2,Newcastle,0,0.0
D,362,Dummett,3.9,3.9,Newcastle,0,0.0
F,361,Gayle,4.5,4.5,Newcastle,0,0.0
D,360,Lascelles,4.3,4.3,Newcastle,0,0.0
M,359,Fraser,5.2,5.2,Newcastle,0,0.0
D,358,Burn,4.6,4.5,Newcastle,0,0.0
D,357,Trippier,6.0,5.9,Newcastle,0,0.0
F,356,Wilson,7.0,7.0,Newcastle,0,0.0
G,355,Dubravka,4.1,4.1,Newcastle,0,0.0
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.0
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.0
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.0
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.0
F,177,Rondón,4.9,4.9,Everton,0,0.0
M,415,Smallbone,4.5,4.5,Southampton,0,0.0
D,414,Valery,4.0,4.0,Southampton,0,0.0
M,412,Tella,5.0,5.0,Southampton,0,0.0
M,181,Dele,5.3,5.3,Everton,0,0.0
D,526,Mee,5.0,5.0,Brentford,0,0.0
M,184,André Gomes,4.5,4.5,Everton,0,0.0
M,187,Gbamin,4.5,4.5,Everton,0,0.0
M,195,Gordon,5.1,5.1,Newcastle,0,0.0
M,403,Redmond,5.3,5.3,Southampton,0,0.0
M,402,Romeu,4.8,4.8,Southampton,0,0.0
D,196,Branthwaite,4.0,4.0,Everton,0,0.0
D,198,Nkounkou,4.0,4.0,Everton,0,0.0
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.0
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.0
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.0
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.0
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.0
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.0
M,202,Knockaert,4.7,4.7,Fulham,0,0.0
M,203,Chalobah,4.4,4.4,Fulham,0,0.0
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.0
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.0
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.0
G,353,Darlow,3.9,3.9,Newcastle,0,0.0
D,352,Clark,4.5,4.5,Newcastle,0,0.0
D,351,Fernández,4.4,4.4,Newcastle,0,0.0
F,323,Delap,4.4,4.4,Man City,0,0.0
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.0
M,216,Onomah,4.3,4.3,Fulham,0,0.0
D,320,Mbete,3.9,3.9,Man City,0,0.0
F,218,Muniz,5.4,5.4,Fulham,0,0.0
F,219,Stansfield,4.5,4.5,Fulham,0,0.0
M,317,McAtee,4.5,4.5,Man City,0,0.0
M,223,Klich,4.6,4.6,Leeds,0,0.0
D,228,Llorente,4.4,4.4,Leeds,0,0.0
M,229,Roberts,5.0,5.0,Leeds,0,0.0
M,232,Raphinha,7.0,7.0,Leeds,0,0.0
G,310,Steffen,4.0,4.0,Man City,0,0.0
M,234,Shackleton,4.5,4.5,Leeds,0,0.0
M,241,Bate,4.5,4.5,Leeds,0,0.0
D,306,Cancelo,7.1,7.1,Man City,0,0.0
F,242,Gelhardt,5.1,5.1,Leeds,0,0.0
D,243,Hjelde,3.9,3.9,Leeds,0,0.0
M,247,Gyabi,4.2,4.2,Leeds,1,0.0
G,248,Schmeichel,5.0,5.0,Leicester,0,0.0
M,251,Albrighton,4.7,4.7,Leicester,0,0.0
D,298,Ramsay,3.9,3.9,Liverpool,0,0.0
M,260,Pérez,4.7,4.7,Leicester,0,0.0
M,263,Choudhury,4.5,4.5,Leicester,0,0.0
G,324,Ortega,3.8,3.8,Man City,1,0.0
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.0
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.0
D,339,Bailly,4.0,4.0,Man Utd,0,0.0
D,350,Ritchie,4.2,4.2,Newcastle,0,0.0
D,208,Kongolo,3.9,3.9,Fulham,0,0.0
G,348,Heaton,3.9,3.9,Man Utd,0,0.0
M,347,Pellistri,4.3,4.3,Man Utd,0,0.0
F,345,Martial,6.4,6.4,Man Utd,0,0.0
M,344,Elanga,4.7,4.7,Man Utd,0,0.0
D,343,B.Williams,3.8,3.8,Man Utd,0,0.0
D,342,Dalot,4.7,4.7,Man Utd,0,0.0
D,341,Wan-Bissaka,4.3,4.3,Man Utd,0,0.0
M,340,Sancho,7.1,7.1,Man Utd,0,0.0
M,338,McTominay,4.9,4.9,Man Utd,0,0.0
G,327,De Gea,5.0,5.0,Man Utd,0,0.0
D,337,Lindelöf,4.1,4.1,Man Utd,0,0.0
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.0
M,335,Rashford,7.3,7.0,Man Utd,0,0.0
D,334,Telles,5.0,5.0,Man Utd,0,0.0
M,333,Fernandes,9.8,9.8,Man Utd,0,0.0
D,332,Shaw,5.3,5.0,Man Utd,0,0.0
M,331,Fred,5.1,5.1,Man Utd,0,0.0
D,330,Maguire,4.7,4.7,Man Utd,0,0.0
D,329,Varane,4.8,4.8,Man Utd,0,0.0
D,328,Jones,3.9,3.9,Man Utd,0,0.0
G,175,Johnstone,4.4,4.4,Crystal Palace,0,0.0
M,183,Allan,4.8,4.8,Everton,0,0.0
G,10359,Louie Moulden,99.9,99.9,Wolves,1,0.0
G,421,Lis,4.0,4.0,Southampton,0,0.0
M,101,Lallana,4.8,4.8,Brighton,0,0.0
G,102,Steele,3.9,3.9,Brighton,0,0.0
F,103,Welbeck,6.5,6.5,Brighton,0,0.0
M,104,Groß,5.5,5.5,Brighton,0,0.0
D,106,Dunk,4.7,4.7,Brighton,0,0.0
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.0
M,107,March,5.1,5.1,Brighton,0,0.0
D,108,Webster,4.5,4.5,Brighton,0,0.0
D,109,Veltman,4.6,4.6,Brighton,0,0.0
G,113,Sánchez,4.6,4.6,Brighton,0,0.0
D,122,Roberts,4.0,4.0,Brighton,0,0.0
D,114,Lamptey,4.2,4.2,Brighton,0,0.0
M,115,Alzate,4.4,4.4,Brighton,0,0.0
M,116,Mac Allister,5.4,5.4,Brighton,0,0.0
M,466,Vlasic,5.0,5.0,West Ham,0,0.0
M,117,Moder,4.4,4.4,Brighton,0,0.0
M,118,Mwepu,5.3,5.3,Brighton,0,0.0
M,119,Sarmiento,4.5,4.5,Brighton,0,0.0
D,462,Masuaku,4.5,4.5,West Ham,0,0.0
M,120,Caicedo,5.0,5.0,Brighton,0,0.0
G,100,Balcombe,4.0,4.0,Brentford,0,0.0
M,99,Bidstrup,4.5,4.5,Brentford,0,0.0
D,98,Thompson,4.0,4.0,Brentford,0,0.0
M,485,Cundle,4.4,4.4,Wolves,0,0.0
D,91,Bech,4.5,4.5,Brentford,0,0.0
M,505,Rothwell,4.9,4.9,Bournemouth,31,0.0
D,504,Malacia,4.2,4.2,Man Utd,0,0.0
D,92,Pinnock,4.4,4.4,Brentford,0,0.0
G,502,Carson,3.8,3.8,Man City,0,0.0
M,93,Onyeka,4.8,4.8,Brentford,0,0.0
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.0
D,499,Davies,4.0,4.0,Liverpool,0,0.0
D,498,R.Williams,4.0,4.0,Liverpool,0,0.0
G,497,Adrián,3.9,3.9,Liverpool,0,0.0
F,496,Plange,4.5,4.5,Crystal Palace,0,0.0
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.0
D,494,Mosquera,3.9,3.9,Wolves,0,0.0
M,94,Baptiste,4.5,4.5,Brentford,0,0.0
G,492,Šarkić,3.9,3.9,Wolves,0,0.0
F,95,Mbeumo,5.8,5.8,Brentford,0,0.0
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.0
D,96,Goode,3.9,3.9,Brentford,0,0.0
F,97,Forss,4.5,4.5,Brentford,0,0.0
D,510,Hickey,4.9,4.9,Brentford,0,0.0
M,121,Richards,4.5,4.5,Brighton,0,0.0
F,123,Undav,5.0,5.0,Brighton,0,0.0
M,521,Francois,4.4,4.4,Fulham,0,0.0
M,519,Eriksen,6.3,6.3,Man Utd,0,0.0
M,124,Mitoma,5.4,5.2,Brighton,0,0.0
D,438,Reguilón,4.2,4.2,Spurs,0,0.0
M,437,Bergwijn,5.5,5.5,Spurs,0,0.0
D,85,Henry,4.5,4.5,Brentford,0,0.0
D,143,Sarr,5.0,5.0,Chelsea,0,0.0
M,434,Winks,4.4,4.4,Spurs,0,0.0
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.0
M,149,Gilmour,4.2,4.2,Brighton,0,0.0
D,442,Rodon,4.0,4.0,Spurs,0,0.0
D,429,Doherty,4.6,4.6,Spurs,0,0.0
D,151,Ampadu,4.4,4.4,Chelsea,0,0.0
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.0
D,84,Ajer,4.5,4.5,Brentford,0,0.0
M,83,Dasilva,4.1,4.1,Brentford,0,0.0
D,525,Augustinsson,4.3,4.3,Aston Villa,0,0.0
G,162,Butland,4.4,4.4,Man Utd,0,0.0
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.0
D,138,Kenedy,3.9,3.9,Chelsea,0,0.0
D,90,Roerslev,4.3,4.3,Brentford,0,0.0
F,137,Werner,7.9,7.9,Chelsea,0,0.0
M,131,Barkley,4.9,4.9,Chelsea,0,0.0
F,125,Enciso,4.7,4.7,Brighton,0,0.0
M,126,Kozłowski,4.5,4.5,Brighton,0,0.0
M,89,Wissa,5.3,5.3,Brentford,0,0.0
F,453,Parrott,4.5,4.5,Spurs,0,0.0
M,452,Devine,4.3,4.3,Spurs,1,0.0
G,451,Austin,3.9,3.9,Spurs,0,0.0
M,450,Sarr,4.2,4.2,Spurs,49,0.0
M,449,White,4.4,4.4,Spurs,0,0.0
D,129,Alonso,5.3,5.3,Chelsea,0,0.0
F,447,Scarlett,4.5,4.5,Spurs,0,0.0
M,88,Jensen,4.8,4.8,Brentford,0,0.0
M,87,Ghoddos,4.8,4.8,Brentford,0,0.0
M,515,Lewis-Potter,5.2,5.2,Brentford,0,0.0
M,86,Janelt,5.5,5.5,Brentford,0,0.0
G,517,Strakosha,4.3,4.3,Brentford,0,0.0
M,134,Kanté,4.8,4.8,Chelsea,0,-0.002
G,424,Caballero,3.9,3.9,Southampton,0,-0.006
M,535,Tavernier,4.7,4.7,Bournemouth,0,-0.012
D,399,Biancone,4.2,4.2,Nott'm Forest,0,-0.016
F,191,Calvert-Lewin,7.9,7.9,Everton,0,-0.016
D,507,Niakhaté,4.3,4.3,Nott'm Forest,0,-0.016
D,226,Dallas,4.9,4.9,Leeds,0,-0.017
M,225,Rodrigo,6.3,6.3,Leeds,0,-0.021
M,584,Clark,4.5,4.5,Liverpool,0,-0.022
M,200,Cairney,4.7,4.7,Fulham,0,-0.023
F,659,Mateo Joseph,4.5,4.5,Leeds,0,-0.026
D,419,Livramento,4.4,4.4,Southampton,0,-0.033
M,383,Cafú,4.2,4.2,Nott'm Forest,0,-0.044
G,147,Mendy,4.8,4.8,Chelsea,0,-0.051
D,253,Vestergaard,3.9,3.9,Leicester,0,-0.07
D,664,Lembikisa,4.0,4.0,Wolves,0,-0.072
D,250,Bertrand,3.9,3.9,Leicester,0,-0.079
G,398,Henderson,4.6,4.6,Nott'm Forest,0,-0.079
D,436,R.Sessegnon,4.4,4.4,Spurs,0,-0.08
D,249,Evans,4.4,4.4,Leicester,0,-0.081
M,481,Hwang,5.7,5.7,Wolves,0,-0.092
D,628,Aurier,4.5,4.5,Nott'm Forest,0,-0.093
D,273,Brunt,3.9,3.9,Leicester,0,-0.094
D,268,Justin,4.2,4.2,Leicester,0,-0.095
D,180,Keane,4.2,4.2,Everton,0,-0.095
F,28,Jesus,7.9,7.9,Arsenal,0,-0.121
M,583,Kouyaté,4.4,4.4,Nott'm Forest,0,-0.134
D,474,Boly,4.2,4.2,Nott'm Forest,0,-0.137
M,67,Cook,4.9,4.9,Bournemouth,0,-0.151
D,127,Azpilicueta,4.8,4.8,Chelsea,0,-0.172
D,73,Kelly,4.3,4.3,Bournemouth,0,-0.174
D,385,McKenna,4.4,4.4,Nott'm Forest,0,-0.241
M,444,Bissouma,4.7,4.7,Spurs,0,-0.245
M,629,Traoré,4.3,4.3,Wolves,0,-0.246
M,440,Bentancur,5.4,5.4,Spurs,0,-0.307
