Pos,ID,Name,BV,SV,Team,38_xMins,38_Pts
M,93,Onyeka,4.8,4.8,Brentford,49,1.89
M,94,Baptiste,4.5,4.5,Brentford,33,1.40
F,95,Mbeumo,5.7,5.7,Brentford,75,3.75
D,96,Goode,3.9,3.9,Brentford,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00
G,102,Steele,4.0,3.9,Brighton,87,3.16
F,103,Welbeck,6.5,6.5,Brighton,32,1.81
M,104,Groß,5.4,5.4,Brighton,70,3.01
D,105,Duffy,4.2,4.2,Fulham,16,0.37
D,106,Dunk,4.8,4.8,Brighton,77,1.99
M,107,March,5.2,5.2,Brighton,18,0.83
D,108,Webster,4.5,4.5,Brighton,36,1.05
D,109,Veltman,4.6,4.6,Brighton,48,1.35
F,110,Maupay,5.6,5.6,Everton,58,3.93
M,111,Trossard,6.6,6.6,Arsenal,64,4.63
D,112,Cucurella,4.9,4.9,Chelsea,7,0.28
G,113,Sánchez,4.4,4.4,Brighton,0,0.00
D,114,Lamptey,4.2,4.2,Brighton,0,0.00
M,115,Alzate,4.4,4.4,Brighton,0,0.00
M,116,Mac Allister,5.6,5.5,Brighton,67,3.30
M,117,Moder,4.4,4.4,Brighton,0,0.00
M,118,Mwepu,5.3,5.3,Brighton,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00
M,120,Caicedo,5.0,5.0,Brighton,69,1.89
M,121,Richards,4.5,4.5,Brighton,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00
F,123,Undav,5.0,5.0,Brighton,38,2.02
M,124,Mitoma,5.7,5.6,Brighton,67,3.15
F,125,Enciso,4.6,4.6,Brighton,52,2.37
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00
D,127,Azpilicueta,4.7,4.7,Chelsea,39,1.26
D,128,Thiago Silva,5.4,5.4,Chelsea,65,1.77
D,129,Alonso,5.3,5.3,Chelsea,0,0.00
M,130,Jorginho,5.7,5.7,Arsenal,65,2.62
M,131,Barkley,4.9,4.9,Chelsea,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,33,1.19
G,133,Arrizabalaga,4.5,4.5,Chelsea,66,2.43
M,134,Kanté,4.8,4.8,Chelsea,10,0.40
M,135,Ziyech,5.5,5.5,Chelsea,25,1.55
M,136,Loftus-Cheek,5.0,5.0,Chelsea,39,1.61
F,137,Werner,7.9,7.9,Chelsea,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00
D,139,Chilwell,5.6,5.6,Chelsea,10,0.39
M,140,Pulisic,5.6,5.6,Chelsea,20,1.15
D,141,Chalobah,4.4,4.4,Chelsea,49,1.38
M,142,Mount,7.2,7.2,Chelsea,15,0.90
D,143,Sarr,5.0,5.0,Chelsea,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00
F,145,Havertz,7.4,7.4,Chelsea,53,3.06
D,146,James,5.8,5.8,Chelsea,11,0.52
G,147,Mendy,4.8,4.8,Chelsea,24,0.87
M,148,Gallagher,5.6,5.6,Chelsea,49,2.14
M,149,Gilmour,4.2,4.2,Brighton,31,1.23
F,150,Broja,5.2,5.2,Chelsea,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,11,0.47
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.00
M,154,McArthur,4.8,4.8,Crystal Palace,26,1.40
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,68,2.81
D,157,Clyne,4.5,4.5,Crystal Palace,25,1.12
M,158,Milivojevic,4.2,4.2,Crystal Palace,0,0.00
M,159,J.Ayew,5.2,5.2,Crystal Palace,71,4.10
M,160,Zaha,7.2,7.2,Crystal Palace,0,0.00
M,161,Schlupp,4.7,4.7,Crystal Palace,2,0.14
G,162,Butland,4.4,4.4,Man Utd,0,0.00
M,163,Hughes,4.8,4.8,Crystal Palace,55,2.42
M,164,Riedewald,4.2,4.2,Crystal Palace,12,0.54
D,165,Andersen,4.5,4.5,Crystal Palace,76,3.38
F,166,Edouard,5.0,5.0,Crystal Palace,58,3.78
D,167,Guéhi,4.5,4.5,Crystal Palace,78,3.26
F,168,Mateta,5.1,5.1,Crystal Palace,27,2.08
M,169,Eze,5.7,5.7,Crystal Palace,75,5.24
D,170,Mitchell,4.4,4.4,Crystal Palace,71,3.03
M,171,Olise,5.3,5.3,Crystal Palace,74,4.55
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.00
D,174,Ferguson,3.9,3.9,Crystal Palace,0,0.00
G,175,Johnstone,4.4,4.4,Crystal Palace,79,3.37
G,176,Begović,3.8,3.8,Everton,1,0.05
F,177,Rondón,4.9,4.9,Everton,0,0.00
D,178,Coleman,4.1,4.1,Everton,0,0.00
M,179,Townsend,5.4,5.4,Everton,0,0.00
D,180,Keane,4.2,4.2,Everton,27,1.42
M,181,Dele,5.3,5.3,Everton,0,0.00
G,182,Pickford,4.4,4.4,Everton,89,4.01
M,183,Allan,4.8,4.8,Everton,0,0.00
M,184,André Gomes,4.5,4.5,Everton,0,0.00
M,185,A.Doucouré,5.3,5.3,Everton,80,3.94
M,186,Iwobi,4.9,4.9,Everton,85,4.04
M,187,Gbamin,4.5,4.5,Everton,0,0.00
D,188,Mina,4.3,4.3,Everton,81,4.26
M,189,Gray,5.1,5.1,Everton,43,2.96
M,190,Davies,4.9,4.9,Everton,3,0.18
F,191,Calvert-Lewin,7.9,7.9,Everton,0,0.00
D,192,Holgate,4.2,4.2,Everton,57,2.72
D,193,Godfrey,4.3,4.3,Everton,0,0.00
D,194,Mykolenko,4.1,4.1,Everton,58,2.77
M,195,Gordon,5.1,5.1,Newcastle,34,1.98
D,196,Branthwaite,4.0,4.0,Everton,0,0.00
D,197,Patterson,3.9,3.9,Everton,0,0.00
D,198,Nkounkou,4.0,4.0,Everton,0,0.00
D,199,Tarkowski,4.1,4.1,Everton,87,4.25
M,200,Cairney,4.7,4.7,Fulham,51,2.12
D,201,Ream,4.5,4.5,Fulham,0,0.00
M,202,Knockaert,4.7,4.7,Fulham,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,0,0.00
M,204,Kebano,5.4,5.4,Fulham,21,1.08
M,205,De Cordova-Reid,5.4,5.4,Fulham,35,1.53
D,206,Bryan,4.4,4.4,Fulham,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00
D,209,Tosin,4.4,4.4,Fulham,83,1.54
F,210,Mitrović,6.6,6.6,Fulham,71,3.48
M,211,Reed,4.3,4.3,Fulham,71,2.11
M,212,Wilson,5.7,5.7,Fulham,57,2.67
G,213,Rodák,4.3,4.3,Fulham,4,0.13
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00
D,215,Tete,4.4,4.4,Fulham,74,1.47
M,216,Onomah,4.3,4.3,Fulham,0,0.00
D,217,Robinson,4.4,4.4,Fulham,80,1.47
F,218,Muniz,5.4,5.4,Fulham,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00
M,220,Palhinha,4.9,4.9,Fulham,82,2.26
D,221,Cooper,4.4,4.4,Leeds,24,0.73
D,222,Ayling,4.5,4.5,Leeds,80,2.36
M,223,Klich,4.6,4.6,Leeds,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,42,1.59
M,225,Rodrigo,6.3,6.3,Leeds,49,3.32
D,226,Dallas,4.9,4.9,Leeds,0,0.00
F,227,Bamford,7.1,7.1,Leeds,26,1.75
D,228,Llorente,4.4,4.4,Leeds,0,0.00
M,229,Roberts,5.0,5.0,Leeds,0,0.00
D,230,Koch,4.5,4.5,Leeds,79,2.17
M,231,James,5.9,5.9,Fulham,8,0.40
M,232,Raphinha,7.0,7.0,Leeds,0,0.00
M,233,Harrison,5.7,5.7,Leeds,66,3.26
M,234,Shackleton,4.5,4.5,Leeds,0,0.00
D,235,Struijk,4.5,4.5,Leeds,48,1.47
G,236,Klaesson,3.8,3.8,Leeds,0,0.00
F,237,Greenwood,4.1,4.1,Leeds,40,2.04
G,238,Meslier,4.4,4.4,Leeds,5,0.17
D,239,Firpo,4.5,4.5,Leeds,26,0.86
M,240,Summerville,4.2,4.2,Leeds,42,2.24
M,241,Bate,4.5,4.5,Leeds,0,0.00
F,242,Gelhardt,5.1,5.1,Leeds,0,0.00
D,243,Hjelde,3.9,3.9,Leeds,0,0.00
D,244,Kristensen,4.7,4.7,Leeds,70,1.97
M,245,Roca,4.8,4.8,Leeds,35,1.53
M,246,Aaronson,5.3,5.3,Leeds,48,2.35
M,247,Gyabi,4.2,4.2,Leeds,1,0.07
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00
D,249,Evans,4.4,4.4,Leicester,76,2.49
D,250,Bertrand,3.9,3.9,Leicester,0,0.00
M,251,Albrighton,4.7,4.7,Leicester,0,0.00
M,252,Mendy,4.2,4.2,Leicester,5,0.30
D,253,Vestergaard,3.8,3.8,Leicester,0,0.00
G,254,Ward,3.8,3.8,Leicester,0,0.00
F,255,Vardy,9.1,9.1,Leicester,42,2.87
D,256,Ricardo,4.2,4.2,Leicester,47,1.96
D,257,Amartey,3.9,3.9,Leicester,12,0.40
D,258,Castagne,4.3,4.3,Leicester,83,2.91
M,259,Tielemans,6.1,6.1,Leicester,77,3.28
M,260,Pérez,4.7,4.7,Leicester,0,0.00
M,261,Maddison,7.8,7.8,Leicester,83,5.08
F,262,Iheanacho,5.8,5.8,Leicester,63,3.98
M,263,Choudhury,4.5,4.5,Leicester,0,0.00
M,264,Barnes,6.6,6.6,Leicester,72,4.19
M,265,Ndidi,4.8,4.8,Leicester,21,0.79
M,266,Dewsbury-Hall,4.9,4.9,Leicester,25,1.19
D,267,Söyüncü,4.2,4.2,Leicester,0,0.00
D,268,Justin,4.1,4.1,Leicester,0,0.00
M,269,Soumaré,4.4,4.4,Leicester,67,2.08
D,270,Thomas,3.9,3.9,Leicester,24,0.89
F,271,Daka,5.6,5.6,Leicester,16,1.12
D,272,W.Fofana,4.3,4.3,Chelsea,68,1.81
D,273,Brunt,3.9,3.9,Leicester,0,0.00
M,274,Milner,4.4,4.4,Liverpool,32,1.69
M,275,Henderson,5.3,5.3,Liverpool,55,2.42
D,276,Matip,5.9,5.9,Liverpool,53,2.13
M,277,Thiago,5.1,5.1,Liverpool,0,0.00
M,278,Chamberlain,4.9,4.9,Liverpool,12,0.75
F,279,Firmino,8.0,8.0,Liverpool,45,3.02
D,280,Van Dijk,6.6,6.6,Liverpool,52,2.10
G,281,Alisson,5.5,5.5,Liverpool,0,0.00
M,282,Fabinho,5.2,5.2,Liverpool,62,2.23
M,283,Salah,13.1,13.1,Liverpool,63,5.57
D,284,Robertson,6.8,6.8,Liverpool,32,1.60
D,285,Alexander-Arnold,7.8,7.5,Liverpool,63,3.57
D,286,Gomez,4.3,4.3,Liverpool,51,1.81
M,287,Keita,4.7,4.7,Liverpool,0,0.00
F,288,Diogo Jota,8.6,8.6,Liverpool,49,3.47
G,289,Kelleher,3.9,3.9,Liverpool,84,3.39
D,290,Konaté,4.9,4.9,Liverpool,35,1.29
M,291,Jones,4.9,4.9,Liverpool,55,2.48
D,292,Tsimikas,4.3,4.3,Liverpool,47,2.45
M,293,Luis Díaz,7.8,7.8,Liverpool,39,2.70
M,294,Elliott,4.8,4.8,Liverpool,35,1.83
D,295,N.Williams,3.8,3.8,Nott'm Forest,0,0.00
M,296,Carvalho,5.1,5.1,Liverpool,13,0.87
F,297,Darwin,8.6,8.6,Liverpool,29,2.34
D,298,Ramsay,3.9,3.9,Liverpool,0,0.00
D,299,Walker,4.7,4.7,Man City,67,2.39
M,300,Gündogan,7.4,7.4,Man City,66,3.44
M,301,De Bruyne,12.1,12.1,Man City,17,1.16
D,302,Stones,5.6,5.6,Man City,64,2.50
M,303,Mahrez,7.5,7.4,Man City,68,4.53
M,304,Sterling,9.7,9.7,Chelsea,27,1.62
M,305,Grealish,7.1,7.1,Man City,12,0.72
D,306,Cancelo,7.1,7.1,Man City,0,0.00
G,307,Ederson,5.4,5.4,Man City,82,3.25
D,308,Aké,5.0,5.0,Man City,34,1.42
D,309,Laporte,5.6,5.6,Man City,50,1.96
G,310,Steffen,4.0,4.0,Man City,0,0.00
M,311,Bernardo,6.7,6.7,Man City,65,2.81
D,312,Dias,6.0,6.0,Man City,11,0.43
D,313,Zinchenko,5.0,5.0,Arsenal,0,0.00
M,314,Foden,8.0,8.0,Man City,65,4.18
M,315,Rodri,5.6,5.6,Man City,36,1.50
M,316,Palmer,4.2,4.2,Man City,37,1.85
M,317,McAtee,4.5,4.5,Man City,0,0.00
F,318,Haaland,12.4,12.3,Man City,26,1.99
F,319,Álvarez,6.1,6.1,Man City,67,3.98
D,320,Mbete,3.9,3.9,Man City,0,0.00
M,321,Lavia,4.5,4.5,Southampton,75,1.91
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00
G,324,Ortega,3.7,3.7,Man City,8,0.32
M,325,Phillips,4.8,4.8,Man City,59,1.93
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00
G,327,De Gea,5.1,5.1,Man Utd,89,3.74
D,328,Jones,3.8,3.8,Man Utd,1,0.05
D,329,Varane,4.8,4.8,Man Utd,41,1.69
D,330,Maguire,4.7,4.7,Man Utd,75,3.06
M,331,Fred,5.1,5.1,Man Utd,59,2.43
D,332,Shaw,5.3,5.2,Man Utd,18,0.86
M,333,Fernandes,9.5,9.5,Man Utd,72,5.13
D,334,Telles,5.0,5.0,Man Utd,0,0.00
M,335,Rashford,7.2,6.9,Man Utd,73,5.97
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.00
D,337,Lindelöf,4.1,4.1,Man Utd,55,2.09
M,338,McTominay,4.9,4.9,Man Utd,26,1.12
D,339,Bailly,4.0,4.0,Man Utd,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,48,3.11
D,341,Wan-Bissaka,4.3,4.3,Man Utd,25,1.06
D,342,Dalot,4.8,4.8,Man Utd,59,2.55
D,343,B.Williams,3.7,3.7,Man Utd,9,0.35
M,344,Elanga,4.6,4.6,Man Utd,5,0.41
F,345,Martial,6.3,6.3,Man Utd,34,2.46
M,346,Andreas,4.3,4.3,Fulham,0,0.00
M,347,Pellistri,4.3,4.3,Man Utd,13,0.84
G,348,Heaton,3.8,3.8,Man Utd,0,0.00
M,349,Shelvey,4.8,4.8,Nott'm Forest,1,0.07
D,350,Ritchie,4.2,4.2,Newcastle,0,0.00
D,351,Fernández,4.4,4.4,Newcastle,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00
F,354,Wood,5.6,5.6,Nott'm Forest,0,0.00
G,355,Dubravka,4.1,4.1,Newcastle,79,3.02
F,356,Wilson,7.3,7.3,Newcastle,68,4.37
D,357,Trippier,6.0,5.9,Newcastle,85,3.18
D,358,Burn,4.5,4.5,Newcastle,78,2.59
M,359,Fraser,5.2,5.2,Newcastle,16,0.89
D,360,Lascelles,4.3,4.3,Newcastle,0,0.00
F,361,Gayle,4.5,4.5,Newcastle,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,10,0.36
D,363,Manquillo,4.2,4.2,Newcastle,0,0.00
D,364,Krafth,4.3,4.3,Newcastle,0,0.00
M,365,Murphy,4.2,4.2,Newcastle,42,2.12
D,366,Schär,5.1,5.1,Newcastle,78,2.81
D,367,Targett,4.7,4.7,Newcastle,29,1.12
M,368,Saint-Maximin,6.1,6.1,Newcastle,53,3.01
M,369,Almirón,5.4,5.4,Newcastle,63,2.83
M,370,S.Longstaff,4.3,4.3,Newcastle,20,0.80
M,371,Joelinton,6.0,6.0,Newcastle,0,0.00
D,372,Lewis,4.4,4.4,Newcastle,4,0.16
M,373,Willock,4.7,4.7,Newcastle,0,0.00
M,374,Bruno Guimarães,5.5,5.5,Newcastle,81,2.92
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00
G,376,Pope,5.4,5.4,Newcastle,0,0.00
D,377,Botman,4.5,4.5,Newcastle,80,2.56
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.00
D,379,Cook,4.3,4.3,Nott'm Forest,4,0.13
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.00
M,381,Colback,4.1,4.1,Nott'm Forest,2,0.07
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.00
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,0,0.00
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,65,2.18
D,388,Worrall,4.2,4.2,Nott'm Forest,64,1.41
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00
F,391,Surridge,4.6,4.6,Nott'm Forest,5,0.32
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.00
F,394,Johnson,5.5,5.5,Nott'm Forest,48,2.09
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00
F,397,Awoniyi,5.6,5.6,Nott'm Forest,70,3.44
G,398,Henderson,4.6,4.6,Nott'm Forest,0,0.00
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00
M,400,Walcott,4.8,4.8,Southampton,53,2.47
G,401,McCarthy,4.3,4.3,Southampton,82,2.80
M,402,Romeu,4.8,4.8,Southampton,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,8,0.20
M,405,S.Armstrong,4.7,4.7,Southampton,42,1.91
M,406,Elyounoussi,5.1,5.1,Southampton,38,1.90
M,407,Ward-Prowse,6.1,6.1,Southampton,84,3.17
F,408,A.Armstrong,5.3,5.3,Southampton,23,1.29
D,409,Walker-Peters,4.4,4.4,Southampton,81,1.40
D,410,Bednarek,4.1,4.1,Southampton,82,1.38
