Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts
M,211,Reed,4.4,4.4,Fulham,78,2.29,74,2.10,0,0.00,62,2.03,59,1.96,58,1.88,60,1.57
M,212,Wilson,5.7,5.7,Fulham,27,1.47,32,1.53,0,0.00,32,1.76,32,1.79,32,1.65,33,1.50
G,213,Rodák,4.3,4.3,Fulham,2,0.06,2,0.07,0,0.00,4,0.15,4,0.18,4,0.16,4,0.12
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,75,2.25,74,1.87,0,0.00,72,2.63,69,2.61,68,2.41,66,1.96
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Robinson,4.4,4.4,Fulham,84,2.37,82,1.94,0,0.00,77,2.68,77,2.79,77,2.62,75,2.12
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,220,Palhinha,4.9,4.9,Fulham,0,0.00,0,0.00,0,0.00,78,2.60,79,2.63,79,2.46,80,2.12
D,221,Cooper,4.4,4.4,Leeds,32,0.79,27,0.82,28,0.88,30,1.81,30,1.25,31,0.86,34,0.83
D,222,Ayling,4.5,4.5,Leeds,81,2.07,82,2.56,76,2.47,75,4.94,74,3.31,72,2.10,70,1.81
M,223,Klich,4.6,4.6,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,2,0.22,4,0.24,10,0.44,10,0.35
M,225,Rodrigo,6.3,6.3,Leeds,0,0.00,0,0.00,0,0.00,8,1.09,18,1.20,35,2.14,39,1.81
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,3,0.10,23,1.82,24,1.14,26,0.89,25,0.73
F,227,Bamford,7.2,7.2,Leeds,61,2.85,59,3.30,55,2.94,52,5.79,52,3.18,51,2.90,47,2.07
D,228,Llorente,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,85,1.98,79,2.28,74,2.27,73,4.47,74,3.02,73,1.94,70,1.68
M,231,James,6.0,6.0,Fulham,11,0.59,12,0.59,0,0.00,10,0.57,11,0.58,12,0.60,13,0.57
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,5.8,5.8,Leeds,61,2.45,59,2.68,51,2.29,48,4.49,47,2.43,43,2.05,46,1.68
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,31,0.92,58,1.91,59,2.00,52,3.51,47,2.12,46,1.42,47,1.28
G,236,Klaesson,3.9,3.9,Leeds,0,0.01,1,0.03,0,0.01,0,0.03,1,0.03,0,0.01,0,0.01
F,237,Greenwood,4.1,4.1,Leeds,9,0.46,14,0.71,12,0.60,12,1.23,9,0.50,7,0.36,7,0.28
G,238,Meslier,4.5,4.5,Leeds,88,3.24,87,3.36,87,3.39,86,6.89,86,3.78,87,3.22,86,2.64
D,239,Firpo,4.5,4.5,Leeds,55,1.51,29,1.02,26,0.92,21,1.54,25,1.16,23,0.78,21,0.62
M,240,Summerville,4.2,4.2,Leeds,49,2.03,52,2.40,39,1.82,36,3.57,39,2.08,33,1.65,34,1.31
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.1,5.1,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,243,Hjelde,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,244,Kristensen,4.8,4.8,Leeds,22,0.69,10,0.37,15,0.56,15,1.09,15,0.67,16,0.57,20,0.58
M,245,Roca,4.8,4.8,Leeds,59,2.03,58,2.18,56,2.07,57,4.24,56,2.26,56,2.00,53,1.53
M,246,Aaronson,5.4,5.4,Leeds,48,1.90,46,2.04,39,1.72,36,3.27,33,1.67,33,1.54,32,1.18
M,247,Gyabi,4.2,4.2,Leeds,0,0.01,1,0.07,1,0.05,1,0.08,0,0.02,0,0.01,0,0.01
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Evans,4.4,4.4,Leicester,1,0.05,14,0.40,47,1.21,54,3.48,53,2.11,54,0.86,53,1.83
D,250,Bertrand,3.9,3.9,Leicester,0,0.01,1,0.04,2,0.07,3,0.19,2,0.10,3,0.07,5,0.18
M,251,Albrighton,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,252,Mendy,4.3,4.3,Leicester,21,0.85,21,0.81,22,0.83,22,1.75,24,0.96,23,0.82,21,0.82
D,253,Vestergaard,3.9,3.9,Leicester,0,0.01,0,0.00,0,0.00,0,0.01,0,0.02,0,0.01,0,0.00
G,254,Ward,4.0,4.0,Leicester,88,3.62,87,3.26,86,3.19,86,6.86,87,3.78,86,3.05,85,3.54
F,255,Vardy,9.1,9.1,Leicester,27,1.64,32,1.70,32,1.74,32,3.67,34,2.23,35,1.53,36,2.12
D,256,Ricardo,4.3,4.3,Leicester,10,0.39,15,0.51,19,0.64,22,1.73,22,1.08,22,0.51,22,0.95
D,257,Amartey,4.0,4.0,Leicester,9,0.33,10,0.31,9,0.26,13,0.88,12,0.47,13,0.26,13,0.47
D,258,Castagne,4.4,4.4,Leicester,85,3.11,82,2.37,78,2.20,75,5.30,76,3.33,74,1.17,74,2.84
M,259,Tielemans,6.1,6.1,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,0.29,29,1.17
M,260,Pérez,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,261,Maddison,8.1,8.1,Leicester,58,3.15,78,3.60,78,3.71,76,8.06,76,4.76,77,2.73,75,4.08
F,262,Iheanacho,6.2,6.2,Leicester,61,3.29,51,2.48,51,2.57,51,5.50,50,3.15,49,1.98,46,2.58
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.7,6.7,Leicester,80,3.97,77,3.34,75,3.37,74,7.29,72,4.16,71,2.50,71,3.64
M,265,Ndidi,4.8,4.8,Leicester,65,1.97,60,1.71,59,1.70,60,3.65,60,1.99,56,1.44,54,1.72
M,266,Dewsbury-Hall,4.9,4.9,Leicester,78,2.88,75,2.46,74,2.45,71,5.07,69,2.75,67,1.97,66,2.48
D,267,Söyüncü,4.2,4.2,Leicester,4,0.17,4,0.14,1,0.03,2,0.13,2,0.10,3,0.09,4,0.14
D,268,Justin,4.2,4.2,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,269,Soumaré,4.4,4.4,Leicester,33,1.26,29,1.09,29,1.07,30,2.29,32,1.26,30,1.03,24,0.98
D,270,Thomas,4.0,4.0,Leicester,9,0.33,11,0.35,11,0.35,10,0.73,12,0.50,13,0.31,14,0.56
F,271,Daka,5.6,5.6,Leicester,19,1.17,22,1.23,22,1.29,24,2.93,24,1.61,25,1.18,23,1.45
D,272,W.Fofana,4.3,4.3,Chelsea,72,3.23,70,2.74,67,3.34,67,5.42,63,2.45,63,2.45,56,0.35
D,273,Brunt,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.01,1,0.02
M,274,Milner,4.4,4.4,Liverpool,6,0.34,9,0.47,0,0.00,7,0.68,8,0.39,8,0.42,10,0.54
M,275,Henderson,5.3,5.3,Liverpool,66,2.27,60,2.30,0,0.00,51,3.38,52,1.84,47,1.80,49,2.08
D,276,Matip,5.9,5.9,Liverpool,21,0.69,16,0.66,0,0.00,16,0.80,13,0.41,18,0.64,21,1.01
M,277,Thiago,5.1,5.1,Liverpool,0,0.00,0,0.00,0,0.00,63,3.73,64,2.02,64,2.15,61,2.38
M,278,Chamberlain,4.9,4.9,Liverpool,4,0.29,5,0.35,0,0.00,4,0.47,3,0.19,4,0.27,4,0.29
F,279,Firmino,8.0,8.0,Liverpool,25,1.38,27,1.64,0,0.00,21,2.15,22,1.21,24,1.43,22,1.57
D,280,Van Dijk,6.5,6.5,Liverpool,87,2.76,84,3.54,0,0.00,80,3.85,81,2.52,78,2.83,80,3.96
G,281,Alisson,5.4,5.4,Liverpool,89,3.51,87,3.83,0,0.00,87,6.52,87,3.43,87,3.59,87,4.13
M,282,Fabinho,5.2,5.2,Liverpool,70,2.05,64,2.10,0,0.00,49,2.80,47,1.45,48,1.53,46,1.68
M,283,Salah,12.7,12.7,Liverpool,85,5.30,80,5.74,0,0.00,78,7.93,77,4.56,77,5.19,76,6.38
D,284,Robertson,6.8,6.8,Liverpool,82,2.95,80,3.83,0,0.00,77,4.11,77,2.71,76,3.09,76,4.28
D,285,Alexander-Arnold,7.3,7.3,Liverpool,86,3.52,84,4.51,0,0.00,80,4.80,79,3.15,77,3.61,76,4.93
D,286,Gomez,4.3,4.3,Liverpool,0,0.00,2,0.08,0,0.00,20,0.95,25,0.73,27,0.92,24,1.11
M,287,Keita,4.7,4.7,Liverpool,21,0.98,33,1.54,0,0.00,22,1.86,20,0.92,21,1.02,21,1.13
F,288,Diogo Jota,8.8,8.8,Liverpool,49,2.52,51,2.88,0,0.00,35,3.22,36,1.85,34,1.92,35,2.29
G,289,Kelleher,4.0,4.0,Liverpool,1,0.06,3,0.12,0,0.00,3,0.22,3,0.11,3,0.11,3,0.12
D,290,Konaté,4.8,4.8,Liverpool,72,2.02,77,2.92,0,0.00,70,3.04,67,1.86,64,2.02,63,2.81
M,291,Jones,4.9,4.9,Liverpool,7,0.36,11,0.53,0,0.00,6,0.57,6,0.29,7,0.37,7,0.37
D,292,Tsimikas,4.4,4.4,Liverpool,9,0.40,11,0.52,0,0.00,12,0.89,12,0.51,14,0.63,14,0.75
M,293,Luis Díaz,7.8,7.8,Liverpool,0,0.00,1,0.06,0,0.00,47,4.04,46,2.24,48,2.56,46,2.93
M,294,Elliott,4.9,4.9,Liverpool,21,1.03,28,1.37,0,0.00,17,1.60,17,0.83,19,0.96,22,1.26
D,295,N.Williams,3.9,3.9,Nott'm Forest,73,3.06,48,1.19,34,1.15,34,2.40,35,1.10,33,0.99,35,0.78
M,296,Carvalho,5.1,5.1,Liverpool,1,0.09,3,0.22,0,0.00,1,0.21,2,0.17,2,0.15,2,0.15
F,297,Darwin,8.8,8.8,Liverpool,70,4.35,63,4.40,0,0.00,57,5.86,59,3.46,55,3.63,57,4.57
D,298,Ramsay,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,299,Walker,4.8,4.8,Man City,57,2.71,48,2.41,0,0.00,48,2.08,46,2.26,44,2.27,44,0.02
M,300,Gündogan,7.3,7.3,Man City,57,2.94,54,2.78,0,0.00,53,2.81,54,2.87,55,3.25,53,0.03
M,301,De Bruyne,12.2,12.2,Man City,74,4.70,69,4.48,0,0.00,66,4.55,66,4.66,64,5.16,67,0.04
D,302,Stones,5.4,5.4,Man City,26,1.26,49,2.50,0,0.00,62,2.71,61,3.07,59,3.11,61,0.02
M,303,Mahrez,7.8,7.8,Man City,39,2.67,55,3.63,0,0.00,55,3.77,54,3.76,52,4.14,54,0.03
M,304,Sterling,9.7,9.7,Chelsea,56,3.66,54,3.24,54,3.47,48,5.95,45,2.54,45,2.72,49,0.54
M,305,Grealish,6.8,6.8,Man City,66,3.63,65,3.65,0,0.00,64,3.69,62,3.59,60,3.96,61,0.03
D,306,Cancelo,7.1,7.1,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,307,Ederson,5.4,5.4,Man City,90,4.11,88,4.21,0,0.00,86,3.70,86,4.06,86,4.12,85,0.04
D,308,Aké,5.1,5.1,Man City,62,3.08,53,2.82,0,0.00,51,2.34,51,2.70,49,2.71,52,0.02
D,309,Laporte,5.7,5.7,Man City,33,1.68,61,3.21,0,0.00,52,2.32,52,2.67,53,2.89,54,0.02
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.8,6.8,Man City,55,2.52,54,2.54,0,0.00,55,2.58,56,2.70,54,2.86,55,0.02
D,312,Dias,5.9,5.9,Man City,76,3.68,64,3.31,0,0.00,60,2.67,63,3.21,61,3.33,60,0.02
D,313,Zinchenko,5.1,5.1,Arsenal,80,4.72,77,3.72,76,4.39,75,4.07,73,2.63,71,3.34,70,4.09
M,314,Foden,8.0,8.0,Man City,59,3.80,48,3.18,0,0.00,48,3.27,49,3.37,52,4.06,47,0.03
M,315,Rodri,5.6,5.6,Man City,82,3.15,79,3.06,0,0.00,78,2.96,75,2.98,76,3.23,75,0.03
M,316,Palmer,4.3,4.3,Man City,7,0.41,9,0.55,0,0.00,15,0.87,17,1.00,15,0.98,15,0.01
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,12.2,12.2,Man City,79,6.28,75,5.87,0,0.00,72,6.07,69,5.69,70,6.78,68,0.05
F,319,Álvarez,6.0,6.0,Man City,33,1.54,34,1.64,0,0.00,35,1.75,37,1.85,40,2.14,41,0.02
D,320,Mbete,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,321,Lavia,4.5,4.5,Southampton,76,2.24,72,4.07,72,2.06,70,1.96,72,1.86,67,2.10,66,1.72
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,0,0.01,2,0.11,0,0.00,4,0.16,4,0.17,4,0.19,5,0.00
M,325,Phillips,4.8,4.8,Man City,15,0.60,15,0.59,0,0.00,18,0.73,18,0.75,20,0.86,19,0.01
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,327,De Gea,5.0,5.0,Man Utd,89,3.38,89,4.19,0,0.00,86,7.27,87,4.16,86,3.85,86,0.80
D,328,Jones,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,329,Varane,4.8,4.8,Man Utd,61,1.86,59,2.90,0,0.00,58,4.54,57,2.88,58,2.53,56,0.48
D,330,Maguire,4.7,4.7,Man Utd,24,0.71,26,1.30,0,0.00,27,2.08,30,1.50,27,1.19,26,0.22
M,331,Fred,5.1,5.1,Man Utd,51,1.76,39,1.68,0,0.00,39,2.96,36,1.51,41,1.64,37,0.31
D,332,Shaw,5.3,5.0,Man Utd,74,2.35,78,4.20,0,0.00,72,6.08,71,3.89,72,3.45,72,0.65
M,333,Fernandes,9.8,9.8,Man Utd,86,4.66,85,6.24,0,0.00,81,9.79,81,5.56,80,5.11,80,1.00
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,7.3,7.0,Man Utd,82,4.85,77,6.16,0,0.00,75,9.61,74,5.42,73,4.98,73,0.98
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,337,Lindelöf,4.1,4.1,Man Utd,13,0.38,12,0.54,0,0.00,16,1.14,13,0.60,17,0.71,22,0.17
M,338,McTominay,4.9,4.9,Man Utd,17,0.67,20,0.89,0,0.00,22,1.76,22,0.92,24,0.97,23,0.20
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,20,1.26,39,2.75,0,0.00,35,4.30,35,2.40,37,2.34,34,0.45
D,341,Wan-Bissaka,4.3,4.3,Man Utd,40,1.24,20,0.95,0,0.00,20,1.59,20,0.99,21,0.92,23,0.20
D,342,Dalot,4.7,4.7,Man Utd,43,1.38,70,3.60,0,0.00,65,5.23,68,3.54,67,3.07,64,0.56
D,343,B.Williams,3.8,3.8,Man Utd,2,0.04,1,0.05,0,0.00,3,0.17,3,0.09,2,0.08,2,0.01
M,344,Elanga,4.7,4.7,Man Utd,3,0.23,2,0.15,0,0.00,2,0.35,3,0.27,3,0.24,3,0.06
F,345,Martial,6.4,6.4,Man Utd,4,0.34,17,1.34,0,0.00,47,5.63,47,3.06,49,2.98,48,0.59
M,346,Andreas,4.4,4.4,Fulham,78,3.23,76,2.91,0,0.00,72,3.31,69,3.21,70,2.94,68,2.57
M,347,Pellistri,4.3,4.3,Man Utd,2,0.15,2,0.20,0,0.00,2,0.36,3,0.23,3,0.23,3,0.06
G,348,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.01,0,0.00,0,0.02,0,0.01,0,0.00,0,0.00
M,349,Shelvey,4.8,4.8,Nott'm Forest,59,2.19,50,1.66,47,1.67,50,3.57,47,1.64,48,1.68,46,1.51
D,350,Ritchie,4.2,4.2,Newcastle,1,0.03,1,0.07,2,0.12,2,0.20,3,0.16,3,0.17,3,0.15
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Nott'm Forest,61,3.19,59,2.59,56,2.74,54,5.41,50,2.38,50,2.44,51,2.25
G,355,Dubravka,4.1,4.1,Newcastle,1,0.04,2,0.07,3,0.13,4,0.33,5,0.25,4,0.24,4,0.18
F,356,Wilson,6.9,6.9,Newcastle,46,2.09,46,2.90,45,2.76,45,5.15,45,3.05,46,3.68,45,2.81
D,357,Trippier,6.0,5.9,Newcastle,86,1.90,83,4.21,79,3.87,76,6.06,75,3.51,76,4.28,76,3.36
D,358,Burn,4.5,4.5,Newcastle,85,1.72,81,3.74,79,3.50,77,5.61,74,3.15,73,3.77,74,2.97
M,359,Fraser,5.2,5.2,Newcastle,1,0.10,3,0.27,5,0.34,5,0.70,5,0.42,5,0.47,5,0.37
D,360,Lascelles,4.3,4.3,Newcastle,17,0.36,12,0.48,15,0.57,16,1.06,18,0.70,17,0.78,18,0.65
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,1,0.03,1,0.05,3,0.11,3,0.23,3,0.12,3,0.13,3,0.12
D,363,Manquillo,4.2,4.2,Newcastle,3,0.09,6,0.26,9,0.39,10,0.75,10,0.43,7,0.36,7,0.26
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,2,0.14,4,0.13,8,0.36,8,0.27
M,365,Murphy,4.2,4.2,Newcastle,2,0.18,4,0.33,7,0.45,7,0.84,6,0.46,7,0.56,6,0.40
D,366,Schär,5.1,5.1,Newcastle,68,1.48,79,3.84,79,3.65,74,5.63,73,3.24,73,3.96,71,3.01
D,367,Targett,4.7,4.7,Newcastle,14,0.34,15,0.67,19,0.85,19,1.49,23,1.06,23,1.29,20,0.84
M,368,Saint-Maximin,6.1,6.1,Newcastle,49,1.93,54,2.91,57,2.94,53,5.10,50,2.84,51,3.41,51,2.62
M,369,Almirón,5.5,5.5,Newcastle,67,2.41,65,3.08,65,2.99,65,5.50,63,3.12,62,3.64,60,2.74
M,370,S.Longstaff,4.3,4.3,Newcastle,67,1.89,66,2.37,68,2.41,67,4.41,65,2.48,67,3.02,65,2.24
M,371,Joelinton,5.9,5.9,Newcastle,66,2.02,52,2.17,42,1.77,48,3.64,54,2.36,59,3.06,58,2.31
D,372,Lewis,4.4,4.4,Newcastle,1,0.03,1,0.06,2,0.08,3,0.26,3,0.13,4,0.20,5,0.19
M,373,Willock,4.7,4.7,Newcastle,52,1.95,52,2.52,53,2.51,52,4.59,51,2.62,47,2.89,50,2.37
M,374,Bruno Guimarães,5.5,5.5,Newcastle,82,2.33,78,2.93,77,2.84,75,5.15,76,3.00,74,3.52,75,2.69
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,89,3.22,88,4.00,87,3.88,86,7.08,84,4.00,85,4.81,85,3.58
D,377,Botman,4.5,4.5,Newcastle,85,1.70,81,3.60,75,3.23,77,5.33,75,3.03,75,3.67,77,2.91
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,379,Cook,4.3,4.3,Nott'm Forest,12,0.44,20,0.48,16,0.48,9,0.60,7,0.22,5,0.17,5,0.12
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,381,Colback,4.1,4.1,Nott'm Forest,33,1.16,20,0.68,20,0.72,17,1.27,19,0.68,20,0.68,19,0.65
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.01,0,0.02,0,0.01,0,0.01,0,0.01,0,0.00,0,0.01
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,17,0.98,38,0.99,58,1.36,70,1.24
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,35,1.30,78,2.25,75,2.35,73,4.65,73,2.21,72,2.20,72,2.04
D,388,Worrall,4.2,4.2,Nott'm Forest,83,3.06,78,1.57,75,2.10,61,3.58,53,1.33,43,1.03,41,0.74
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.7,4.7,Nott'm Forest,5,0.34,5,0.35,5,0.34,4,0.56,4,0.26,4,0.29,5,0.31
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,394,Johnson,5.7,5.7,Nott'm Forest,83,3.53,79,2.86,78,3.13,76,6.20,74,2.87,74,2.87,71,2.58
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.6,5.6,Nott'm Forest,0,0.00,0,0.03,3,0.22,17,2.04,22,1.23,23,1.32,23,1.23
G,398,Henderson,4.6,4.6,Nott'm Forest,0,0.00,1,0.02,5,0.20,13,1.01,14,0.53,15,0.57,16,0.58
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,9,0.55,8,0.97,9,0.52,9,0.50,9,0.46,10,0.56,11,0.53
G,401,McCarthy,4.3,4.3,Southampton,6,0.24,6,0.44,8,0.30,9,0.32,10,0.34,10,0.44,12,0.41
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,78,1.33,75,1.72,69,1.74,57,3.36,57,1.43,58,1.14,58,1.83
M,405,S.Armstrong,4.7,4.7,Southampton,50,2.31,47,4.00,45,1.98,44,1.83,46,1.75,41,1.96,43,1.60
M,406,Elyounoussi,5.2,5.2,Southampton,55,2.83,54,4.95,49,2.39,48,2.11,46,1.87,51,2.59,50,1.89
M,407,Ward-Prowse,6.3,6.3,Southampton,87,3.64,86,6.41,83,3.23,82,2.98,80,2.64,79,3.41,81,2.50
F,408,A.Armstrong,5.4,5.4,Southampton,23,1.32,18,1.95,16,0.92,17,0.92,17,0.87,18,1.08,21,0.98
D,409,Walker-Peters,4.4,4.4,Southampton,56,1.94,65,3.47,72,2.15,71,2.00,64,1.21,68,2.74,69,1.21
D,410,Bednarek,4.2,4.2,Southampton,50,1.74,49,2.63,49,1.47,48,1.36,49,0.96,49,1.96,47,0.90
F,411,Adams,6.1,6.1,Southampton,1,0.09,21,2.02,40,1.84,52,2.16,52,2.02,49,2.37,48,1.78
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,7,0.26,6,0.41,8,0.26,9,0.25,8,0.19,8,0.30,14,0.29
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.2,4.2,Southampton,14,0.57,17,1.42,18,0.75,18,0.71,16,0.64,21,0.85,21,0.79
D,417,Perraud,4.1,4.1,Southampton,54,2.37,43,3.13,44,1.73,38,1.42,38,1.05,36,1.78,44,1.09
M,418,Djenepo,5.0,5.0,Southampton,4,0.27,5,0.59,6,0.36,6,0.34,6,0.34,5,0.33,5,0.31
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.00,1,0.04,9,0.31,15,0.41,24,1.08,31,0.70
D,420,Salisu,4.4,4.4,Southampton,38,1.33,41,2.21,41,1.21,41,1.12,42,0.77,40,1.56,45,0.78
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,84,3.33,84,6.27,82,3.05,81,3.02,80,2.80,80,3.40,78,2.72
D,423,Bella-Kotchap,4.5,4.5,Southampton,81,3.00,79,4.50,77,2.43,74,2.19,72,1.44,71,2.99,68,1.28
