Pos,ID,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,338,McTominay,4.9,4.9,Man Utd,0,0.00,1,0.05,6,0.26
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,67,4.27,57,6.97,53,3.64
D,341,Wan-Bissaka,4.3,4.3,Man Utd,34,1.69,36,3.07,36,1.78
D,342,Dalot,4.8,4.8,Man Utd,68,3.50,63,5.54,64,3.24
D,343,B.Williams,3.8,3.8,Man Utd,0,0.00,1,0.11,2,0.07
M,344,Elanga,4.6,4.6,Man Utd,0,0.00,0,0.00,0,0.00
F,345,Martial,6.3,6.3,Man Utd,48,3.40,39,5.36,33,2.47
M,346,Andreas,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00
M,347,Pellistri,4.3,4.3,Man Utd,4,0.31,4,0.60,3,0.29
G,348,Heaton,3.8,3.8,Man Utd,0,0.00,0,0.00,0,0.00
M,349,Shelvey,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,350,Ritchie,4.2,4.2,Newcastle,0,0.00,0,0.00,0,0.00
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Nott'm Forest,0,0.00,0,0.00,0,0.00
G,355,Dubravka,4.1,4.1,Newcastle,1,0.05,3,0.13,3,0.13
F,356,Wilson,7.1,7.1,Newcastle,58,7.81,49,3.75,51,2.95
D,357,Trippier,6.1,6.0,Newcastle,85,8.03,81,4.56,79,3.16
D,358,Burn,4.5,4.5,Newcastle,81,6.31,75,3.48,76,2.59
M,359,Fraser,5.2,5.2,Newcastle,2,0.42,3,0.28,4,0.30
D,360,Lascelles,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,6,0.45,7,0.31,9,0.31
D,363,Manquillo,4.2,4.2,Newcastle,4,0.28,8,0.33,8,0.29
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00
M,365,Murphy,4.2,4.2,Newcastle,34,3.67,36,2.10,32,1.53
D,366,Schär,5.1,5.1,Newcastle,83,7.09,81,4.12,80,2.94
D,367,Targett,4.7,4.7,Newcastle,18,1.63,26,1.31,27,1.08
M,368,Saint-Maximin,6.1,6.1,Newcastle,36,4.51,44,2.94,48,2.52
M,369,Almirón,5.4,5.4,Newcastle,50,5.16,49,2.82,45,2.05
M,370,S.Longstaff,4.3,4.3,Newcastle,3,0.29,10,0.47,17,0.69
M,371,Joelinton,6.1,6.1,Newcastle,77,6.27,74,3.33,73,2.62
D,372,Lewis,4.4,4.4,Newcastle,1,0.08,3,0.11,3,0.11
M,373,Willock,4.7,4.7,Newcastle,74,7.04,68,3.62,68,2.86
M,374,Bruno Guimarães,5.5,5.5,Newcastle,85,6.32,81,3.35,78,2.65
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,89,7.30,87,3.81,86,3.42
D,377,Botman,4.5,4.5,Newcastle,83,6.48,81,3.69,78,2.65
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,379,Cook,4.3,4.3,Nott'm Forest,2,0.06,3,0.09,3,0.10
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,381,Colback,4.1,4.1,Nott'm Forest,2,0.08,4,0.14,8,0.29
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,45,1.56,43,1.50,44,1.56
D,388,Worrall,4.2,4.2,Nott'm Forest,45,1.04,35,0.72,35,1.00
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.6,4.6,Nott'm Forest,13,0.64,13,0.68,12,0.65
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00
F,394,Johnson,5.5,5.5,Nott'm Forest,78,2.96,74,2.93,71,2.89
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.6,5.6,Nott'm Forest,64,2.87,64,2.96,61,2.93
G,398,Henderson,4.6,4.6,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,60,3.08,55,2.18,55,2.28
G,401,McCarthy,4.3,4.3,Southampton,84,3.24,84,2.89,83,2.84
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,11,0.31,15,0.32,18,0.49
M,405,S.Armstrong,4.7,4.7,Southampton,50,2.48,48,1.87,46,1.89
M,406,Elyounoussi,5.1,5.1,Southampton,39,2.15,38,1.63,39,1.75
M,407,Ward-Prowse,6.1,6.1,Southampton,86,3.71,86,2.73,84,2.88
F,408,A.Armstrong,5.3,5.3,Southampton,23,1.40,23,1.12,23,1.18
D,409,Walker-Peters,4.4,4.4,Southampton,87,2.77,84,1.37,82,1.43
D,410,Bednarek,4.2,4.2,Southampton,85,2.65,81,1.41,78,1.41
F,411,Adams,6.0,6.0,Southampton,39,2.11,58,2.30,59,2.49
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,54,1.70,52,0.97,47,0.92
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.2,4.2,Southampton,18,0.76,18,0.70,22,0.83
D,417,Perraud,4.1,4.1,Southampton,0,0.00,0,0.00,0,0.00
M,418,Djenepo,4.9,4.9,Southampton,17,0.91,20,0.90,16,0.76
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.00,4,0.10
D,420,Salisu,4.3,4.3,Southampton,0,0.00,9,0.17,30,0.54
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.4,4.4,Southampton,6,0.22,6,0.20,7,0.24
D,423,Bella-Kotchap,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00
G,424,Caballero,3.8,3.8,Southampton,0,0.00,0,0.00,0,0.00
G,425,Lloris,5.4,5.4,Spurs,0,0.00,0,0.00,0,0.00
G,426,Forster,3.9,3.9,Spurs,88,3.24,86,3.51,85,3.19
F,427,Kane,11.4,11.4,Spurs,86,4.92,84,5.74,82,5.29
M,428,Son,11.5,11.5,Spurs,78,4.24,76,4.93,74,4.46
D,429,Doherty,4.6,4.6,Spurs,0,0.00,0,0.00,0,0.00
D,430,Dier,5.0,5.0,Spurs,51,1.46,44,1.69,46,1.44
M,431,Lucas Moura,5.8,5.8,Spurs,7,0.41,8,0.54,10,0.60
D,432,Davies,4.7,4.7,Spurs,76,2.38,69,2.85,68,2.34
M,433,Højbjerg,5.3,5.3,Spurs,85,2.55,83,2.80,83,2.63
M,434,Winks,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00
D,435,Sánchez,4.2,4.2,Spurs,8,0.23,7,0.25,6,0.19
D,436,R.Sessegnon,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.8,3.8,Spurs,2,0.07,3,0.09,3,0.10
M,440,Bentancur,5.3,5.3,Spurs,0,0.00,0,0.00,0,0.00
M,441,Skipp,4.3,4.3,Spurs,68,1.87,56,1.72,45,1.35
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,86,2.29,82,2.92,81,2.38
M,444,Bissouma,4.7,4.7,Spurs,24,0.88,38,1.43,52,1.73
D,445,Emerson Royal,4.8,4.8,Spurs,36,1.34,50,2.30,58,2.25
M,446,Kulusevski,7.8,7.8,Spurs,37,1.75,35,1.89,34,1.76
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.3,5.3,Spurs,50,2.28,47,2.79,43,2.23
M,449,White,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00
M,450,Sarr,4.2,4.2,Spurs,6,0.35,5,0.33,6,0.36
G,451,Austin,3.9,3.9,Spurs,2,0.07,3,0.14,5,0.17
M,452,Devine,4.3,4.3,Spurs,0,0.00,0,0.00,0,0.00
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,54,2.56,53,2.87,53,2.80
G,455,Fabianski,4.9,4.9,West Ham,87,3.26,89,3.64,88,3.34
D,456,Ogbonna,4.4,4.4,West Ham,24,0.73,26,1.00,28,0.85
D,457,Cresswell,4.7,4.7,West Ham,69,2.27,66,2.81,65,2.18
F,458,Antonio,7.0,7.0,West Ham,55,2.45,69,3.57,67,3.02
D,459,Dawson,4.8,4.8,Wolves,74,1.57,75,2.91,76,1.31
M,460,Lanzini,5.0,5.0,West Ham,6,0.35,7,0.41,8,0.43
D,461,Zouma,4.4,4.4,West Ham,83,2.48,81,3.05,79,2.39
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.0,4.0,West Ham,0,0.00,10,0.40,32,1.03
M,464,Benrahma,5.5,5.5,West Ham,51,2.64,53,3.25,51,2.72
M,465,Bowen,8.0,8.0,West Ham,79,3.39,75,3.90,75,3.38
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00
M,467,Rice,4.7,4.7,West Ham,84,2.46,82,2.71,80,2.39
M,468,Soucek,5.0,5.0,West Ham,75,2.68,74,3.03,76,2.76
M,469,Fornals,4.9,4.9,West Ham,28,1.33,28,1.48,30,1.45
D,470,Diop,4.3,4.3,Fulham,77,2.57,76,2.75,75,1.27
D,471,Johnson,4.4,4.4,West Ham,28,0.95,21,0.82,15,0.48
D,472,Aguerd,4.8,4.8,West Ham,80,2.32,81,3.07,78,2.31
G,473,Areola,4.3,4.3,West Ham,3,0.12,0,0.00,2,0.06
D,474,Boly,4.1,4.1,Nott'm Forest,19,0.57,29,0.73,32,1.06
D,475,Coady,4.7,4.7,Everton,9,0.19,0,0.00,12,0.45
F,476,Jiménez,6.5,6.5,Wolves,3,0.20,5,0.41,4,0.27
D,477,Jonny,4.3,4.3,Wolves,7,0.20,16,0.63,14,0.35
G,478,Sá,5.0,5.0,Wolves,89,3.13,88,3.65,88,3.05
M,479,Dendoncker,4.7,4.7,Aston Villa,36,1.39,24,0.87,24,0.96
M,480,Neves,5.2,5.2,Wolves,71,2.11,69,2.53,69,1.98
M,481,Hwang,5.7,5.7,Wolves,33,1.44,35,1.84,38,1.55
D,482,Semedo,5.0,5.0,Wolves,71,1.47,69,2.54,66,1.22
M,483,Podence,5.2,5.2,Wolves,33,1.50,33,1.81,30,1.30
D,484,Kilman,4.3,4.3,Wolves,79,1.54,76,2.68,72,1.19
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00
M,486,Neto,4.9,4.9,Wolves,46,1.94,45,2.42,46,1.87
D,487,Aït-Nouri,4.1,4.1,Wolves,5,0.16,7,0.28,5,0.15
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00
D,489,Toti,3.9,3.9,Wolves,53,1.07,48,1.77,50,0.87
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00
M,491,Adama,5.3,5.3,Wolves,28,1.26,27,1.43,30,1.25
G,492,Šarkić,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,84,3.14,79,3.02,78,3.13
D,494,Mosquera,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,501,Phillips,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00
G,502,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00
M,503,Moutinho,4.6,4.6,Wolves,12,0.55,13,0.63,11,0.49
D,504,Malacia,4.2,4.2,Man Utd,20,0.98,21,1.83,22,1.08
M,505,Rothwell,4.9,4.9,Bournemouth,60,2.27,61,2.25,61,2.29
M,506,Adams,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00
D,507,Niakhaté,4.3,4.3,Nott'm Forest,83,1.86,79,1.52,79,2.17
M,508,Sinisterra,6.5,6.5,Leeds,0,0.00,0,0.00,0,0.00
M,509,Downes,4.2,4.2,West Ham,12,0.47,14,0.55,14,0.53
D,510,Hickey,4.9,4.9,Brentford,69,2.77,71,1.91,66,1.56
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,512,Aribo,5.0,5.0,Southampton,10,0.58,11,0.52,13,0.63
D,513,Lenglet,4.8,4.8,Spurs,54,1.59,67,2.56,65,2.07
M,514,C.Doucouré,5.0,5.0,Crystal Palace,79,2.71,76,2.40,73,2.56
M,515,Lewis-Potter,5.2,5.2,Brentford,0,0.00,0,0.00,0,0.00
D,516,Collins,4.3,4.3,Wolves,26,0.60,28,1.06,30,0.58
G,517,Strakosha,4.3,4.3,Brentford,0,0.00,0,0.00,0,0.00
G,518,Hennessey,3.9,3.9,Nott'm Forest,1,0.05,2,0.08,4,0.13
M,519,Eriksen,6.2,6.2,Man Utd,65,3.79,63,6.91,61,3.78
D,520,Koulibaly,5.5,5.5,Chelsea,0,0.00,13,0.60,29,0.92
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,0,0.00,0,0.00,0,0.00
D,523,Toffolo,4.3,4.3,Nott'm Forest,33,0.99,20,0.58,19,0.67
M,524,O'Brien,4.7,4.7,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,525,Augustinsson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00
D,526,Mee,4.9,4.9,Brentford,88,3.73,85,2.33,84,1.97
M,527,Lingard,5.4,5.4,Nott'm Forest,10,0.51,4,0.30,6,0.38
F,528,Mara,5.3,5.3,Southampton,2,0.21,2,0.14,2,0.18
F,529,Scamacca,6.6,6.6,West Ham,0,0.00,0,0.00,0,0.00
D,530,Richards,4.4,4.4,Crystal Palace,16,0.69,22,0.80,26,1.23
D,531,Vinagre,4.3,4.3,Everton,0,0.00,0,0.00,0,0.00
D,532,Mbabu,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00
D,533,Martínez,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00
M,534,McNeil,5.1,5.1,Everton,79,2.69,77,3.26,76,3.72
M,535,Tavernier,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00
M,536,Mangala,4.9,4.9,Nott'm Forest,67,1.98,66,1.91,63,1.92
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,538,Young,4.3,4.3,Aston Villa,53,2.07,38,1.01,28,1.10
D,539,Hill,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,15,0.79,13,1.18,11,0.39
D,545,Emerson,4.0,4.0,West Ham,23,0.83,26,1.12,26,0.92
M,546,Harris,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00
D,547,Drameh,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00
G,548,Iversen,3.9,3.9,Leicester,89,3.03,87,2.98,87,3.47
M,549,Praet,4.8,4.8,Leicester,21,0.97,24,1.07,21,1.08
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00
M,551,Iqbal,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.00
M,552,Anderson,4.3,4.3,Newcastle,21,1.85,19,0.88,17,0.68
M,553,Hammond,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00
D,555,Ashby,3.8,3.8,Newcastle,1,0.06,2,0.07,4,0.13
M,556,Coventry,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00
G,557,Smith,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00
D,558,Bueno,3.8,3.8,Wolves,42,1.16,40,1.75,43,1.00
D,559,Colwill,4.4,4.4,Brighton,82,3.88,58,4.57,50,1.68
M,560,Mills,4.3,4.3,Everton,0,0.00,0,0.00,0,0.00
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,25,1.26,30,1.47,29,1.21
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
M,564,Bajcetic,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
M,566,Hodge,4.3,4.3,Wolves,1,0.05,2,0.08,2,0.09
M,567,Ronan,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00
M,568,Campbell,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00
M,569,Garnacho,4.1,4.1,Man Utd,21,1.33,21,2.51,17,1.14
M,570,Garner,4.5,4.5,Everton,50,1.54,51,1.83,48,1.97
G,571,Randolph,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00
D,573,Lewis,3.8,3.8,Man City,49,2.57,16,1.52,17,0.82
G,574,Neto,4.5,4.5,Bournemouth,88,3.29,87,3.08,87,3.21
M,575,Cornet,5.9,5.9,West Ham,27,1.31,25,1.39,26,1.27
D,576,Senesi,4.4,4.4,Bournemouth,76,2.10,71,1.57,70,1.94
M,577,Onana,4.7,4.7,Everton,42,1.36,39,1.48,44,1.81
G,578,Robles,4.0,4.0,Leeds,80,2.84,78,2.93,76,2.80
M,579,Guedes,5.8,5.8,Wolves,0,0.00,0,0.00,0,0.00
M,580,Damsgaard,5.0,5.0,Brentford,32,1.64,32,1.45,36,1.48
G,581,Smithies,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.00
M,582,Freuler,4.9,4.9,Nott'm Forest,12,0.45,13,0.51,15,0.57
M,583,Kouyaté,4.4,4.4,Nott'm Forest,42,1.47,35,1.25,36,1.32
M,584,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
F,585,Dennis,5.6,5.6,Nott'm Forest,0,0.00,0,0.00,8,0.42
D,586,Estupiñán,4.9,4.9,Brighton,84,4.45,80,7.00,76,2.89
D,587,Sergio Gómez,4.4,4.4,Man City,5,0.26,1,0.13,3,0.15
D,588,Kehrer,4.3,4.3,West Ham,65,1.88,59,2.16,47,1.40
M,589,Matheus,4.8,4.8,Wolves,65,2.20,64,2.57,65,2.06
G,590,Whitworth,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
F,591,Ablade,4.5,4.5,Fulham,0,0.00,2,0.14,2,0.15
G,592,H.Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
M,593,Casemiro,4.9,4.9,Man Utd,83,3.08,81,5.58,77,2.94
F,594,Isak,7.0,7.0,Newcastle,63,8.04,68,4.80,66,3.57
D,595,Zanka,3.9,3.9,Brentford,14,0.54,21,0.57,23,0.54
F,596,Ferguson,4.6,4.6,Brighton,48,4.97,48,5.84,47,2.59
F,597,Saydee,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00
D,598,Bevan,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00
M,599,Gomes,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00
M,600,Knight,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00
M,601,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,57,1.61,71,1.70,70,2.31
M,603,Paquetá,5.9,5.9,West Ham,69,2.89,67,3.37,67,2.89
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
D,605,Welch,4.0,4.0,Everton,1,0.03,1,0.04,0,0.00
M,606,Vale,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00
M,607,Smith,4.4,4.4,Arsenal,0,0.00,0,0.00,0,0.00
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.00,0,0.00,0,0.00
M,609,Antony,7.3,7.3,Man Utd,63,3.36,60,5.98,57,3.14
D,610,Akanji,5.0,5.0,Man City,70,3.33,60,4.97,58,2.54
M,611,Gueye,4.7,4.7,Everton,74,2.00,71,2.23,69,2.37
D,612,Faes,4.2,4.2,Leicester,84,1.52,80,1.40,77,2.69
D,613,Kurzawa,4.3,4.3,Fulham,4,0.18,6,0.29,6,0.18
M,614,Willian,5.5,5.5,Fulham,67,3.68,63,3.44,61,2.52
G,615,Kovár,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00
M,616,Zakaria,4.9,4.9,Chelsea,7,0.33,6,0.57,7,0.33
F,617,Aubameyang,8.4,8.4,Chelsea,16,1.27,21,2.32,23,1.45
F,618,Vinícius,5.4,5.4,Fulham,51,2.84,48,2.60,49,2.05
F,619,Gnonto,4.7,4.7,Leeds,51,2.17,54,2.37,52,2.43
M,620,Arthur,4.8,4.8,Liverpool,2,0.13,4,0.24,4,0.23
D,621,Badé,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00
D,622,Larios,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00
D,623,Caleta-Car,4.4,4.4,Southampton,53,1.76,50,0.94,43,0.86
M,624,Edozie,4.6,4.6,Southampton,0,0.00,1,0.11,1,0.11
F,625,Diego Costa,5.3,5.3,Wolves,57,2.28,53,2.63,56,2.12
G,626,Karius,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00
G,627,Jakupović,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
D,628,Aurier,4.3,4.3,Nott'm Forest,55,1.54,84,1.88,79,2.52
M,629,Traoré,4.3,4.3,Wolves,7,0.27,8,0.33,9,0.34
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.00,0,0.00,1,0.08
D,631,Sousa,4.0,4.0,Arsenal,3,0.10,4,0.15,4,0.17
M,632,Trevitt,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00
G,633,Cox,3.9,3.9,Brentford,0,0.00,2,0.06,2,0.06
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00
D,636,Parkes,4.0,4.0,Fulham,0,0.00,2,0.06,1,0.03
D,637,John,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
M,639,Braybrooke,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00
D,640,Turns,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
M,641,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
M,643,Mainoo,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
D,645,Wormleighton,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00
D,646,Crama,4.0,4.0,Brentford,0,0.00,0,0.00,1,0.03
M,647,Payne,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00
M,648,Finnigan,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00
G,649,Plain,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
M,651,Moran,4.5,4.5,Brighton,5,0.57,6,0.76,6,0.34
D,652,Furlong,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
M,653,Hutchinson,4.2,4.2,Chelsea,0,0.00,0,0.00,0,0.00
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
G,655,Hein,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.00
G,656,Bishop,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00
F,657,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
M,658,Griffiths,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00
F,659,Mateo Joseph,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
F,660,Shoretire,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00
M,661,Hall,4.3,4.3,Chelsea,43,1.70,45,2.90,34,1.28
F,662,Cannon,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
F,663,Perkins,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
D,664,Lembikisa,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
M,665,Doak,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,667,Sekularac,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00
F,669,Mubama,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00
G,670,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
F,671,Morgan,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00
M,672,Kadan Young,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00
D,673,Humphreys,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00
D,674,Bennett,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00
