Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,193,Godfrey,4.3,4.3,Everton,63,2.76,59,2.15,57,1.80,55,1.85,57,1.36,54,1.26,55,1.98,53,2.35
D,194,Mykolenko,4.1,4.1,Everton,31,1.46,33,1.28,33,1.15,34,1.25,33,0.90,33,0.88,34,1.31,35,1.67
M,195,Gordon,5.1,5.1,Newcastle,41,2.09,39,2.09,33,1.71,29,1.92,30,1.56,32,3.28,32,2.14,30,1.42
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,3.9,3.9,Everton,66,2.90,69,2.52,59,1.91,51,1.76,35,0.94,22,0.61,22,0.82,24,1.06
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.2,4.2,Everton,85,3.71,82,2.91,80,2.42,80,2.58,78,1.75,79,1.69,78,2.70,78,3.45
M,200,Cairney,4.7,4.7,Fulham,15,0.74,17,0.93,23,1.05,23,2.01,27,1.40,25,1.20,24,1.19,26,1.08
D,201,Ream,4.6,4.6,Fulham,86,2.50,84,2.75,82,2.00,80,2.70,82,2.74,80,2.57,78,2.85,78,1.30
M,202,Knockaert,4.7,4.7,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,204,Kebano,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,205,De Cordova-Reid,5.4,5.4,Fulham,53,2.23,49,2.45,53,2.20,52,3.94,52,2.62,49,2.20,49,2.25,46,1.73
D,206,Bryan,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,209,Tosin,4.4,4.4,Fulham,34,1.08,35,1.26,32,0.86,37,1.39,37,1.35,41,1.39,39,1.51,40,0.70
F,210,Mitrović,6.6,6.6,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,75,3.96,75,4.09,76,3.00
M,211,Reed,4.3,4.3,Fulham,73,2.22,70,2.32,66,2.00,66,3.73,65,2.19,62,2.03,61,2.06,61,1.74
M,212,Wilson,5.7,5.7,Fulham,20,1.09,23,1.45,24,1.27,25,2.44,24,1.54,22,1.28,22,1.34,22,1.06
G,213,Rodák,4.3,4.3,Fulham,1,0.04,3,0.14,3,0.13,4,0.31,4,0.18,6,0.23,6,0.25,5,0.19
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,60,1.92,60,2.25,57,1.58,57,2.16,54,2.07,53,1.92,53,2.15,54,0.99
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Robinson,4.4,4.4,Fulham,84,2.52,79,2.79,79,2.02,77,2.69,76,2.75,76,2.59,76,2.94,74,1.27
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,220,Palhinha,4.9,4.9,Fulham,85,2.56,83,2.86,83,2.44,81,4.33,79,2.77,76,2.47,76,2.54,75,1.99
D,221,Cooper,4.4,4.4,Leeds,15,0.37,17,0.52,10,0.36,8,0.26,10,0.18,9,0.26,10,0.29,9,0.26
D,222,Ayling,4.5,4.5,Leeds,82,2.00,77,2.53,76,2.97,77,2.62,75,1.18,73,2.07,71,2.15,70,2.12
M,223,Klich,4.6,4.6,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,12,0.49,13,0.56,16,0.71,15,0.67,16,0.65,19,0.80,18,0.76,17,0.73
M,225,Rodrigo,6.3,6.3,Leeds,46,2.40,47,2.59,46,3.02,47,2.71,44,1.83,44,2.20,47,2.45,44,2.43
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,1,0.05,8,0.16,12,0.37,11,0.35,13,0.43
F,227,Bamford,7.1,7.1,Leeds,71,3.58,67,3.57,62,3.99,60,3.29,61,2.42,60,2.92,60,3.02,58,3.08
D,228,Llorente,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,86,1.85,80,2.38,80,2.81,77,2.39,75,1.18,77,1.99,76,2.12,73,2.03
M,231,James,5.9,5.9,Fulham,10,0.54,13,0.75,14,0.71,15,1.49,17,1.02,10,0.57,10,0.58,11,0.52
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,5.7,5.7,Leeds,72,2.88,69,2.94,65,3.24,68,2.97,64,2.15,64,2.57,61,2.54,61,2.64
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,78,1.85,62,2.04,44,1.75,40,1.42,38,0.77,36,1.11,38,1.22,40,1.29
G,236,Klaesson,3.8,3.8,Leeds,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,1,0.02,1,0.02,2,0.06
F,237,Greenwood,4.0,4.0,Leeds,7,0.33,9,0.43,11,0.52,12,0.56,11,0.46,14,0.61,14,0.64,13,0.59
G,238,Meslier,4.5,4.5,Leeds,89,3.20,88,3.38,87,3.53,88,3.45,87,3.12,87,3.25,87,3.30,85,3.17
D,239,Firpo,4.5,4.5,Leeds,82,1.91,74,2.38,70,2.70,61,2.08,61,1.07,56,1.62,59,1.81,58,1.77
M,240,Summerville,4.2,4.2,Leeds,19,1.01,19,1.05,21,1.28,22,1.22,22,0.99,26,1.26,25,1.25,25,1.32
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.1,5.1,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,243,Hjelde,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,244,Kristensen,4.7,4.7,Leeds,15,0.42,21,0.73,22,0.92,20,0.74,19,0.41,21,0.66,25,0.84,24,0.82
M,245,Roca,4.8,4.8,Leeds,79,2.41,76,2.48,74,2.69,73,2.43,74,1.99,72,2.25,72,2.28,70,2.29
M,246,Aaronson,5.3,5.3,Leeds,46,1.98,41,1.87,46,2.35,44,2.02,44,1.60,43,1.82,44,1.91,43,1.93
M,247,Gyabi,4.2,4.2,Leeds,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.01,0,0.02,0,0.03
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Evans,4.4,4.4,Leicester,18,0.34,30,1.13,45,1.17,44,1.60,41,1.19,43,0.94,44,0.83,45,1.50
D,250,Bertrand,3.9,3.9,Leicester,0,0.01,1,0.04,1,0.03,1,0.05,3,0.09,2,0.05,2,0.06,3,0.10
M,251,Albrighton,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,252,Mendy,4.3,4.3,Leicester,24,0.85,23,0.92,24,0.90,22,0.88,22,0.86,23,0.85,22,0.83,22,0.87
D,253,Vestergaard,3.8,3.8,Leicester,0,0.00,0,0.00,0,0.00,0,0.02,1,0.04,0,0.01,0,0.01,1,0.03
G,254,Ward,3.9,3.9,Leicester,6,0.20,7,0.29,6,0.21,7,0.29,10,0.37,10,0.35,11,0.41,12,0.48
F,255,Vardy,9.1,9.1,Leicester,50,2.06,46,2.71,46,2.54,46,2.65,45,2.47,47,2.44,44,1.95,45,2.64
D,256,Ricardo,4.3,4.3,Leicester,48,0.95,46,2.16,46,1.60,44,2.04,44,1.64,45,1.35,44,1.11,43,1.86
D,257,Amartey,4.0,4.0,Leicester,26,0.48,26,0.97,26,0.72,26,0.99,26,0.81,29,0.68,29,0.60,27,0.99
D,258,Castagne,4.4,4.4,Leicester,75,1.17,71,2.84,68,1.96,68,2.70,65,2.04,65,1.55,67,1.33,67,2.49
M,259,Tielemans,6.1,6.1,Leicester,2,0.07,8,0.39,23,0.93,44,1.81,52,1.97,54,1.91,52,1.68,55,2.17
M,260,Pérez,4.7,4.7,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,261,Maddison,8.2,8.1,Leicester,85,2.98,80,4.40,78,3.84,76,4.11,77,3.79,74,3.41,77,2.92,74,3.99
F,262,Iheanacho,5.9,5.9,Leicester,27,1.29,30,1.90,30,1.80,30,1.85,30,1.73,27,1.51,30,1.42,29,1.83
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.7,6.7,Leicester,57,2.07,74,3.79,70,3.29,67,3.42,66,3.15,67,2.98,68,2.58,66,3.36
M,265,Ndidi,4.8,4.8,Leicester,70,1.73,66,2.05,63,1.83,61,1.91,59,1.75,57,1.63,58,1.54,55,1.74
M,266,Dewsbury-Hall,4.9,4.9,Leicester,80,2.21,74,2.76,73,2.53,68,2.58,67,2.40,68,2.33,66,2.04,66,2.52
D,267,Söyüncü,4.2,4.2,Leicester,2,0.06,1,0.05,2,0.06,4,0.15,4,0.14,3,0.11,5,0.14,5,0.19
D,268,Justin,4.1,4.1,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,269,Soumaré,4.4,4.4,Leicester,34,1.15,32,1.25,28,1.07,25,1.01,23,0.94,23,0.89,23,0.88,26,1.03
D,270,Thomas,3.9,3.9,Leicester,4,0.10,5,0.19,6,0.20,7,0.26,7,0.24,10,0.28,8,0.22,8,0.31
F,271,Daka,5.6,5.6,Leicester,35,1.53,33,1.98,36,2.01,34,2.01,37,2.01,37,1.93,38,1.70,36,2.12
D,272,W.Fofana,4.3,4.3,Chelsea,71,2.28,0,0.00,65,2.90,67,1.53,66,2.76,66,3.46,68,3.23,65,2.39
D,273,Brunt,3.9,3.9,Leicester,0,0.00,1,0.02,0,0.01,1,0.02,0,0.01,1,0.03,1,0.01,0,0.01
M,274,Milner,4.4,4.4,Liverpool,8,0.43,10,0.58,14,0.69,14,1.53,14,0.76,13,0.68,11,0.64,11,0.61
M,275,Henderson,5.3,5.3,Liverpool,70,2.57,63,2.67,64,2.31,64,5.01,61,2.41,59,2.26,57,2.25,57,2.29
D,276,Matip,5.9,5.9,Liverpool,6,0.25,11,0.55,13,0.50,16,1.36,16,0.72,19,0.76,21,0.91,19,0.85
M,277,Thiago,5.1,5.1,Liverpool,59,2.08,71,2.81,68,2.32,70,5.08,67,2.47,65,2.30,64,2.36,63,2.34
M,278,Chamberlain,4.9,4.9,Liverpool,3,0.25,5,0.36,4,0.30,5,0.67,5,0.35,5,0.35,4,0.30,5,0.36
F,279,Firmino,8.0,8.0,Liverpool,30,1.94,31,2.15,29,1.75,25,3.37,20,1.40,24,1.64,23,1.55,22,1.44
D,280,Van Dijk,6.5,6.5,Liverpool,86,3.37,83,4.42,81,3.21,80,7.11,80,3.64,78,3.13,77,3.46,76,3.48
G,281,Alisson,5.4,5.4,Liverpool,88,3.73,88,4.34,88,3.78,86,7.69,87,3.94,86,3.66,86,3.85,86,3.90
M,282,Fabinho,5.2,5.2,Liverpool,70,2.23,65,2.41,64,2.02,56,3.89,59,2.05,60,1.97,59,2.03,59,2.06
M,283,Salah,12.8,12.8,Liverpool,85,6.32,80,7.33,79,5.46,77,12.56,78,6.32,78,5.97,76,6.18,72,5.70
D,284,Robertson,6.8,6.8,Liverpool,82,3.72,78,4.84,76,3.44,74,7.58,74,3.95,74,3.43,73,3.80,70,3.67
D,285,Alexander-Arnold,7.3,7.3,Liverpool,85,4.38,81,5.71,78,4.04,76,9.03,75,4.53,75,4.04,74,4.41,75,4.49
D,286,Gomez,4.3,4.3,Liverpool,9,0.32,12,0.57,16,0.58,20,1.57,24,1.02,21,0.76,23,0.94,24,1.02
M,287,Keita,4.7,4.7,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,3,0.16,14,0.71,23,1.16,26,1.30
F,288,Diogo Jota,8.7,8.7,Liverpool,38,2.26,40,2.67,38,2.08,35,4.38,33,2.09,30,1.83,30,1.92,31,2.05
G,289,Kelleher,4.0,4.0,Liverpool,2,0.07,2,0.10,2,0.09,4,0.31,3,0.14,3,0.13,4,0.17,4,0.16
D,290,Konaté,4.8,4.8,Liverpool,83,2.93,80,3.96,78,2.82,75,6.06,71,2.95,71,2.55,70,2.82,69,2.85
M,291,Jones,4.9,4.9,Liverpool,7,0.41,9,0.52,10,0.49,11,1.12,11,0.55,11,0.53,9,0.49,9,0.48
D,292,Tsimikas,4.3,4.3,Liverpool,9,0.44,12,0.70,14,0.66,16,1.66,14,0.77,16,0.80,17,0.89,20,1.06
M,293,Luis Díaz,7.8,7.8,Liverpool,2,0.14,9,0.69,15,0.96,31,4.18,40,2.56,46,2.75,45,2.84,47,2.88
M,294,Elliott,4.8,4.8,Liverpool,37,1.73,32,1.74,32,1.50,34,3.44,33,1.69,30,1.47,31,1.58,30,1.51
D,295,N.Williams,3.8,3.8,Nott'm Forest,72,1.92,44,0.83,25,0.78,28,0.89,30,1.39,31,0.78,29,0.70,27,0.94
M,296,Carvalho,5.1,5.1,Liverpool,2,0.21,3,0.28,3,0.27,4,0.67,4,0.33,3,0.27,3,0.27,4,0.33
F,297,Darwin,8.7,8.7,Liverpool,63,4.18,60,4.75,60,3.69,55,8.00,55,3.97,53,3.66,52,3.77,52,3.69
D,298,Ramsay,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,299,Walker,4.7,4.7,Man City,37,1.93,0,0.00,37,1.48,38,3.84,35,1.83,36,1.83,35,2.99,36,1.67
M,300,Gündogan,7.3,7.3,Man City,66,3.90,0,0.00,60,2.71,59,6.37,57,3.36,57,2.94,57,5.25,57,2.80
M,301,De Bruyne,12.1,12.1,Man City,74,5.77,0,0.00,70,3.96,70,9.93,69,5.49,66,4.42,66,7.78,66,4.25
D,302,Stones,5.4,5.4,Man City,63,3.39,0,0.00,59,2.34,56,5.85,59,3.16,53,2.78,57,4.80,56,2.62
M,303,Mahrez,7.3,7.3,Man City,60,4.64,0,0.00,54,3.11,53,7.39,52,3.98,51,3.37,50,6.05,53,3.39
M,304,Sterling,9.7,9.7,Chelsea,54,2.76,0,0.00,52,3.17,51,2.20,51,3.03,51,3.46,51,4.53,50,2.64
M,305,Grealish,7.1,7.1,Man City,80,5.19,0,0.00,72,3.44,66,7.70,62,4.03,66,3.66,63,6.28,60,3.26
D,306,Cancelo,7.1,7.1,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,307,Ederson,5.4,5.4,Man City,89,4.27,0,0.00,87,3.62,87,8.29,86,4.16,85,4.19,86,7.25,87,3.89
D,308,Aké,5.1,5.1,Man City,58,3.10,0,0.00,57,2.20,54,5.54,57,3.06,57,2.90,57,4.71,54,2.51
D,309,Laporte,5.7,5.7,Man City,33,1.89,0,0.00,36,1.51,36,3.97,38,2.11,42,2.26,40,3.50,40,1.95
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.7,6.7,Man City,52,2.99,0,0.00,51,2.21,49,5.03,47,2.56,48,2.31,49,4.18,51,2.32
D,312,Dias,6.0,6.0,Man City,62,3.36,0,0.00,66,2.58,64,6.65,61,3.28,63,3.23,62,5.21,64,2.99
D,313,Zinchenko,5.2,5.2,Arsenal,80,4.03,78,4.85,74,2.25,74,3.71,73,2.94,72,3.46,74,4.17,74,4.37
M,314,Foden,8.0,8.0,Man City,0,0.00,0,0.00,24,1.44,40,5.75,51,4.00,51,3.44,53,6.24,54,3.40
M,315,Rodri,5.6,5.6,Man City,81,3.67,0,0.00,78,2.75,76,6.35,77,3.42,77,3.09,75,5.36,73,2.79
M,316,Palmer,4.2,4.2,Man City,8,0.57,0,0.00,8,0.44,9,1.15,8,0.54,8,0.49,8,0.96,8,0.46
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,12.2,12.2,Man City,80,7.92,0,0.00,75,5.00,71,11.90,69,6.58,72,5.42,70,9.47,69,5.07
F,319,Álvarez,6.0,6.0,Man City,43,2.27,0,0.00,44,1.93,42,4.23,43,2.33,41,1.99,41,3.65,42,1.95
D,320,Mbete,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,321,Lavia,4.5,4.5,Southampton,57,1.68,74,1.76,73,2.14,73,1.80,71,2.00,70,2.03,70,1.74,67,1.75
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,1,0.05,0,0.00,3,0.12,3,0.28,3,0.17,4,0.23,4,0.38,3,0.12
M,325,Phillips,4.8,4.8,Man City,12,0.55,0,0.00,15,0.60,16,1.32,17,0.77,17,0.73,18,1.33,19,0.74
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,327,De Gea,5.0,5.0,Man Utd,89,4.00,0,0.00,87,3.40,87,7.26,86,3.72,85,4.05,86,7.48,85,3.99
D,328,Jones,3.8,3.8,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
D,329,Varane,4.8,4.8,Man Utd,82,3.67,0,0.00,74,2.41,73,5.49,72,2.91,73,3.62,67,5.55,69,3.40
D,330,Maguire,4.7,4.7,Man Utd,11,0.49,0,0.00,17,0.56,18,1.37,18,0.71,19,0.92,25,2.08,20,0.96
M,331,Fred,5.1,5.1,Man Utd,19,0.91,0,0.00,17,0.75,16,1.52,18,0.81,18,0.86,17,1.57,17,0.88
D,332,Shaw,5.1,5.1,Man Utd,21,1.04,0,0.00,65,2.30,75,6.14,73,3.21,74,4.00,72,6.58,71,3.93
M,333,Fernandes,9.6,9.6,Man Utd,84,5.35,0,0.00,79,4.20,79,9.24,76,4.26,75,5.03,75,8.93,75,5.42
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,7.2,6.9,Man Utd,0,0.00,0,0.00,13,0.85,40,5.44,70,4.55,73,5.71,73,10.14,73,6.14
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,337,Lindelöf,4.1,4.1,Man Utd,3,0.13,0,0.00,12,0.35,12,0.79,12,0.46,14,0.61,15,1.18,14,0.64
M,338,McTominay,4.9,4.9,Man Utd,12,0.54,0,0.00,18,0.70,20,1.67,23,0.90,24,1.02,24,1.90,24,1.05
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,70,4.37,0,0.00,64,3.35,51,6.14,39,2.32,38,2.56,39,4.80,36,2.58
D,341,Wan-Bissaka,4.3,4.3,Man Utd,36,1.65,0,0.00,32,1.06,33,2.58,35,1.43,34,1.72,34,2.88,35,1.72
D,342,Dalot,4.7,4.7,Man Utd,56,2.65,0,0.00,56,1.86,54,4.16,53,2.18,53,2.69,52,4.45,53,2.69
D,343,B.Williams,3.8,3.8,Man Utd,4,0.16,0,0.00,1,0.04,2,0.12,3,0.09,2,0.08,3,0.24,4,0.15
M,344,Elanga,4.6,4.6,Man Utd,3,0.25,0,0.00,4,0.32,3,0.51,2,0.18,1,0.14,1,0.21,1,0.10
F,345,Martial,6.3,6.3,Man Utd,63,4.03,0,0.00,60,3.33,54,6.62,51,3.02,50,3.29,47,5.77,46,3.27
M,346,Andreas,4.3,4.3,Fulham,81,3.46,77,4.18,74,3.17,67,5.16,72,4.02,73,3.46,72,3.53,72,2.60
M,347,Pellistri,4.3,4.3,Man Utd,16,1.03,0,0.00,14,0.77,11,1.36,8,0.51,7,0.49,5,0.76,5,0.40
G,348,Heaton,3.8,3.8,Man Utd,0,0.00,0,0.00,0,0.00,0,0.02,0,0.02,0,0.01,0,0.02,0,0.00
M,349,Shelvey,4.8,4.8,Nott'm Forest,40,1.42,36,1.21,35,1.27,33,1.19,31,1.32,35,1.17,34,1.15,34,1.25
D,350,Ritchie,4.2,4.2,Newcastle,1,0.05,3,0.12,1,0.06,2,0.12,1,0.05,2,0.16,3,0.15,2,0.08
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,355,Dubravka,4.1,4.1,Newcastle,2,0.10,2,0.10,2,0.10,1,0.07,2,0.10,2,0.19,4,0.21,4,0.17
F,356,Wilson,6.9,6.9,Newcastle,64,3.72,52,3.29,46,2.77,46,3.56,46,2.73,47,5.66,45,3.58,48,2.53
D,357,Trippier,6.2,6.0,Newcastle,87,4.00,83,4.07,82,4.14,80,5.14,80,3.12,77,6.98,77,4.76,79,2.98
D,358,Burn,4.5,4.5,Newcastle,84,3.35,83,3.48,80,3.59,78,4.31,77,2.67,76,5.94,76,4.03,77,2.61
M,359,Fraser,5.2,5.2,Newcastle,6,0.39,4,0.32,3,0.25,3,0.29,3,0.26,3,0.51,4,0.38,5,0.32
D,360,Lascelles,4.3,4.3,Newcastle,8,0.29,11,0.42,13,0.52,15,0.71,12,0.39,16,1.12,14,0.65,14,0.45
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,1,0.03,1,0.06,2,0.09,3,0.13,3,0.11,2,0.16,2,0.08,2,0.08
D,363,Manquillo,4.2,4.2,Newcastle,3,0.10,5,0.20,5,0.23,7,0.31,6,0.21,6,0.44,5,0.26,5,0.17
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,2,0.06,2,0.10,4,0.13,8,0.55,9,0.42,8,0.26
M,365,Murphy,4.1,4.1,Newcastle,40,1.94,27,1.44,23,1.22,19,1.21,18,0.97,19,2.01,20,1.31,21,1.05
D,366,Schär,5.1,5.1,Newcastle,84,3.59,80,3.62,78,3.67,74,4.45,75,2.78,73,6.17,72,4.16,74,2.67
D,367,Targett,4.7,4.7,Newcastle,10,0.39,12,0.49,18,0.85,21,1.18,24,0.95,24,2.07,24,1.39,24,0.93
M,368,Saint-Maximin,6.1,6.1,Newcastle,12,0.72,37,2.07,49,2.60,55,3.67,51,2.66,50,5.31,50,3.43,50,2.40
M,369,Almirón,5.4,5.4,Newcastle,7,0.37,29,1.46,45,2.15,54,3.15,58,2.62,57,5.25,60,3.42,58,2.40
M,370,S.Longstaff,4.3,4.3,Newcastle,69,2.47,66,2.46,63,2.31,63,2.71,63,2.24,63,4.45,66,2.88,67,2.20
M,371,Joelinton,5.9,5.9,Newcastle,68,2.82,64,2.63,62,2.45,62,3.01,61,2.28,61,4.65,57,2.83,52,1.84
D,372,Lewis,4.4,4.4,Newcastle,0,0.01,2,0.06,2,0.08,2,0.11,1,0.05,2,0.17,2,0.10,3,0.12
M,373,Willock,4.7,4.7,Newcastle,61,2.76,54,2.58,55,2.52,51,2.85,50,2.23,48,4.39,48,2.76,50,2.07
M,374,Bruno Guimarães,5.5,5.5,Newcastle,85,2.96,83,3.02,79,2.86,76,3.32,78,2.65,77,5.29,76,3.30,77,2.46
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,88,3.82,88,3.84,88,4.04,89,4.44,87,3.72,87,7.19,85,4.21,85,3.47
D,377,Botman,4.5,4.5,Newcastle,84,3.41,83,3.52,78,3.54,78,4.32,79,2.76,76,5.99,76,3.99,74,2.54
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
D,379,Cook,4.3,4.3,Nott'm Forest,2,0.08,2,0.06,3,0.09,5,0.15,4,0.18,5,0.14,5,0.12,6,0.19
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.00
M,381,Colback,4.1,4.1,Nott'm Forest,7,0.29,4,0.21,4,0.18,4,0.20,3,0.17,5,0.23,6,0.26,5,0.24
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.02
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,35,0.87,33,0.62,33,0.84,32,0.84,34,1.38,31,0.66,36,0.72,35,1.04
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,23,0.83,40,1.26,48,1.61,50,1.65,47,1.87,48,1.49,45,1.43,50,1.68
