Pos,ID,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,294,Elliott,4.8,4.8,Liverpool,55,2.58,33,1.62,33,1.60,31,1.59
D,295,N.Williams,3.8,3.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,4,0.16
M,296,Carvalho,5.1,5.1,Liverpool,9,0.59,7,0.48,5,0.36,5,0.34
F,297,Darwin,8.6,8.6,Liverpool,43,3.18,39,2.83,40,2.87,39,2.97
D,298,Ramsay,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
D,299,Walker,4.7,4.7,Man City,42,2.14,48,2.34,55,4.53,54,2.38
M,300,Gündogan,7.3,7.3,Man City,62,3.69,55,2.79,49,4.75,47,2.38
M,301,De Bruyne,12.2,12.2,Man City,61,5.20,64,4.37,68,8.46,66,4.28
D,302,Stones,5.6,5.6,Man City,47,2.60,53,2.77,60,5.36,57,2.68
M,303,Mahrez,7.3,7.3,Man City,57,4.68,55,3.88,54,6.87,54,3.58
M,304,Sterling,9.7,9.7,Chelsea,41,2.58,59,4.02,56,5.03,56,2.91
M,305,Grealish,7.3,7.3,Man City,41,2.79,52,3.02,62,6.51,59,3.25
D,306,Cancelo,7.1,7.1,Man City,0,0.00,0,0.00,0,0.00,0,0.00
G,307,Ederson,5.4,5.4,Man City,81,3.80,80,3.74,72,6.26,82,3.63
D,308,Aké,5.0,5.0,Man City,46,2.56,60,3.15,60,5.49,57,2.79
D,309,Laporte,5.6,5.6,Man City,60,3.28,46,2.44,37,3.45,43,2.08
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.7,6.7,Man City,53,2.84,52,2.47,47,4.14,50,2.30
D,312,Dias,6.0,6.0,Man City,57,2.93,62,3.08,70,5.92,69,3.14
D,313,Zinchenko,5.1,5.1,Arsenal,78,2.44,73,2.94,73,3.69,75,4.06
M,314,Foden,8.0,8.0,Man City,59,4.65,53,3.67,50,6.29,51,3.31
M,315,Rodri,5.6,5.6,Man City,49,2.34,59,2.54,77,5.88,76,3.01
M,316,Palmer,4.2,4.2,Man City,11,0.75,12,0.71,6,0.76,9,0.49
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,12.4,12.3,Man City,64,6.46,67,5.59,73,10.98,68,5.17
F,319,Álvarez,6.0,6.0,Man City,54,3.90,50,3.08,44,5.16,46,2.73
D,320,Mbete,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00
M,321,Lavia,4.5,4.5,Southampton,77,2.12,75,2.16,72,1.77,72,1.83
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,9,0.44,10,0.48,17,1.52,8,0.34
M,325,Phillips,4.8,4.8,Man City,30,1.25,23,0.92,11,0.89,13,0.53
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
G,327,De Gea,5.0,5.0,Man Utd,89,3.59,89,3.98,87,7.27,87,3.88
D,328,Jones,3.8,3.8,Man Utd,0,0.00,0,0.00,1,0.03,1,0.05
D,329,Varane,4.8,4.8,Man Utd,0,0.00,0,0.00,34,2.69,41,1.90
D,330,Maguire,4.7,4.7,Man Utd,38,1.32,41,1.88,30,2.32,25,1.19
M,331,Fred,5.1,5.1,Man Utd,15,0.70,21,1.00,19,1.78,20,0.98
D,332,Shaw,5.1,5.1,Man Utd,83,2.93,82,3.88,79,6.32,76,3.75
M,333,Fernandes,9.4,9.4,Man Utd,86,4.89,83,5.52,82,10.08,81,5.96
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,7.2,6.9,Man Utd,80,5.34,79,6.03,75,10.68,74,6.27
M,336,Van de Beek,5.1,5.1,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
D,337,Lindelöf,4.1,4.1,Man Utd,82,2.72,81,3.53,71,5.13,71,3.12
M,338,McTominay,4.9,4.9,Man Utd,0,0.00,0,0.00,5,0.41,6,0.27
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,49,2.79,50,3.18,51,6.07,50,3.44
D,341,Wan-Bissaka,4.3,4.3,Man Utd,48,1.76,42,1.99,42,3.41,41,1.95
D,342,Dalot,4.7,4.7,Man Utd,75,2.84,71,3.52,69,5.73,70,3.48
D,343,B.Williams,3.8,3.8,Man Utd,2,0.07,4,0.14,2,0.16,3,0.12
M,344,Elanga,4.6,4.6,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
F,345,Martial,6.3,6.3,Man Utd,42,2.55,41,2.76,40,5.05,44,3.18
M,346,Andreas,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
M,347,Pellistri,4.3,4.3,Man Utd,2,0.17,3,0.22,3,0.51,3,0.30
G,348,Heaton,3.8,3.8,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,349,Shelvey,4.8,4.8,Nott'm Forest,3,0.15,2,0.08,2,0.07,2,0.08
D,350,Ritchie,4.2,4.2,Newcastle,0,0.00,0,0.00,1,0.07,2,0.08
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
G,355,Dubravka,4.1,4.1,Newcastle,0,0.00,2,0.15,3,0.12,3,0.12
F,356,Wilson,7.0,7.0,Newcastle,53,3.30,47,6.61,48,3.84,45,2.71
D,357,Trippier,6.1,6.0,Newcastle,85,3.22,82,7.85,82,4.83,82,3.39
D,358,Burn,4.5,4.5,Newcastle,83,2.58,79,6.41,77,3.89,74,2.70
M,359,Fraser,5.2,5.2,Newcastle,2,0.18,1,0.24,2,0.16,3,0.22
D,360,Lascelles,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,7,0.24,8,0.63,9,0.42,11,0.40
D,363,Manquillo,4.2,4.2,Newcastle,3,0.11,6,0.50,7,0.30,6,0.21
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
M,365,Murphy,4.2,4.2,Newcastle,36,1.79,31,3.41,32,1.90,32,1.55
D,366,Schär,5.1,5.1,Newcastle,84,2.86,82,7.13,77,4.18,76,2.92
D,367,Targett,4.7,4.7,Newcastle,13,0.51,19,1.74,23,1.24,25,1.02
M,368,Saint-Maximin,6.1,6.1,Newcastle,12,0.77,41,5.03,52,3.50,48,2.51
M,369,Almirón,5.4,5.4,Newcastle,51,2.47,47,5.01,46,2.77,45,2.12
M,370,S.Longstaff,4.3,4.3,Newcastle,26,1.04,62,4.77,58,2.52,59,2.10
M,371,Joelinton,6.0,6.0,Newcastle,80,3.08,72,6.29,70,3.29,66,2.42
D,372,Lewis,4.4,4.4,Newcastle,0,0.00,2,0.13,2,0.09,3,0.12
M,373,Willock,4.7,4.7,Newcastle,71,3.11,65,6.24,62,3.39,60,2.58
M,374,Bruno Guimarães,5.5,5.5,Newcastle,85,2.93,81,6.23,79,3.41,80,2.73
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,89,3.40,88,7.35,87,3.97,86,3.50
D,377,Botman,4.5,4.5,Newcastle,85,2.67,81,6.49,79,3.88,78,2.79
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,379,Cook,4.3,4.3,Nott'm Forest,7,0.27,14,0.36,15,0.35,14,0.40
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,381,Colback,4.1,4.1,Nott'm Forest,1,0.08,3,0.15,5,0.22,5,0.22
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,27,1.24,29,1.06,25,0.95,26,1.00
D,388,Worrall,4.2,4.2,Nott'm Forest,83,3.12,77,1.75,73,1.50,68,1.85
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.6,4.6,Nott'm Forest,3,0.27,2,0.17,2,0.16,3,0.24
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
F,394,Johnson,5.6,5.6,Nott'm Forest,39,2.09,62,2.31,70,2.76,66,2.69
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.6,5.6,Nott'm Forest,67,4.22,60,2.61,56,2.60,56,2.63
G,398,Henderson,4.6,4.6,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,40,2.00,41,2.20,40,1.66,38,1.73
G,401,McCarthy,4.3,4.3,Southampton,85,3.21,83,3.29,83,2.84,81,2.78
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,31,0.91,36,0.98,37,0.83,36,1.09
M,405,S.Armstrong,4.7,4.7,Southampton,33,1.62,34,1.78,34,1.41,33,1.47
M,406,Elyounoussi,5.1,5.1,Southampton,46,2.28,46,2.46,45,1.84,46,2.04
M,407,Ward-Prowse,6.1,6.1,Southampton,87,3.41,85,3.68,84,2.64,81,2.87
F,408,A.Armstrong,5.3,5.3,Southampton,32,1.70,35,1.94,40,1.71,35,1.66
D,409,Walker-Peters,4.4,4.4,Southampton,86,2.59,82,2.83,78,1.27,79,1.41
D,410,Bednarek,4.2,4.2,Southampton,84,2.49,78,2.67,76,1.32,73,1.35
F,411,Adams,6.0,6.0,Southampton,60,2.89,52,2.77,53,2.13,54,2.38
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,33,1.05,34,1.19,26,0.56,24,0.53
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.2,4.2,Southampton,15,0.62,16,0.68,20,0.76,21,0.82
D,417,Perraud,4.1,4.1,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
M,418,Djenepo,5.0,5.0,Southampton,30,1.35,33,1.55,35,1.34,35,1.42
D,419,Livramento,4.4,4.4,Southampton,0,0.00,3,0.11,13,0.32,25,0.60
D,420,Salisu,4.3,4.3,Southampton,0,0.00,0,0.00,3,0.06,11,0.23
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.4,4.4,Southampton,5,0.20,7,0.26,7,0.24,9,0.29
D,423,Bella-Kotchap,4.5,4.5,Southampton,86,2.73,81,2.95,80,1.35,77,1.49
G,424,Caballero,3.8,3.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00
G,425,Lloris,5.4,5.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
G,426,Forster,3.9,3.9,Spurs,88,3.56,88,3.20,87,3.46,86,3.22
F,427,Kane,11.4,11.4,Spurs,87,6.02,85,4.75,81,5.67,78,5.25
M,428,Son,11.5,11.5,Spurs,79,5.23,76,4.12,75,4.99,72,4.59
D,429,Doherty,4.6,4.6,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,430,Dier,5.0,5.0,Spurs,85,3.20,83,2.26,81,2.98,78,2.47
M,431,Lucas Moura,5.8,5.8,Spurs,8,0.54,8,0.46,9,0.59,11,0.70
D,432,Davies,4.7,4.7,Spurs,56,2.32,57,1.70,55,2.20,54,1.88
M,433,Højbjerg,5.3,5.3,Spurs,86,2.86,83,2.45,83,2.77,82,2.62
M,434,Winks,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,435,Sánchez,4.2,4.2,Spurs,7,0.26,10,0.28,10,0.36,12,0.40
D,436,R.Sessegnon,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.8,3.8,Spurs,2,0.06,3,0.10,4,0.15,4,0.14
M,440,Bentancur,5.3,5.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
M,441,Skipp,4.3,4.3,Spurs,73,2.19,72,1.95,71,2.11,67,1.93
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,86,3.03,84,2.08,81,2.79,82,2.38
M,444,Bissouma,4.7,4.7,Spurs,0,0.00,0,0.00,0,0.00,5,0.21
D,445,Emerson Royal,4.8,4.8,Spurs,10,0.47,27,1.00,44,2.10,51,2.08
M,446,Kulusevski,7.8,7.8,Spurs,43,2.25,44,2.00,47,2.45,46,2.33
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.3,5.3,Spurs,71,4.15,69,2.93,65,3.78,62,3.20
M,449,White,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
M,450,Sarr,4.2,4.2,Spurs,20,1.01,23,1.00,23,1.10,20,0.97
G,451,Austin,3.9,3.9,Spurs,2,0.09,2,0.07,3,0.13,4,0.15
M,452,Devine,4.3,4.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,45,2.54,44,2.13,45,2.60,47,2.65
G,455,Fabianski,4.9,4.9,West Ham,89,3.26,86,3.26,86,3.60,85,3.28
D,456,Ogbonna,4.4,4.4,West Ham,86,2.19,81,2.33,60,2.30,46,1.44
D,457,Cresswell,4.7,4.7,West Ham,69,2.14,66,2.22,63,2.85,57,2.02
F,458,Antonio,7.0,7.0,West Ham,62,2.98,60,2.75,59,3.34,55,2.67
D,459,Dawson,4.8,4.8,Wolves,74,2.66,69,1.52,69,3.25,66,1.32
M,460,Lanzini,5.0,5.0,West Ham,8,0.44,6,0.32,7,0.46,9,0.49
D,461,Zouma,4.4,4.4,West Ham,0,0.00,0,0.00,26,1.07,48,1.57
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.0,4.0,West Ham,0,0.00,8,0.29,32,1.34,56,1.88
M,464,Benrahma,5.5,5.5,West Ham,59,3.10,54,2.77,54,3.49,54,2.97
M,465,Bowen,8.0,8.0,West Ham,80,3.64,79,3.45,75,4.20,75,3.54
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00
M,467,Rice,4.7,4.7,West Ham,70,2.09,83,2.45,82,2.80,79,2.39
M,468,Soucek,5.0,5.0,West Ham,63,2.34,72,2.59,71,3.08,70,2.64
M,469,Fornals,4.9,4.9,West Ham,29,1.38,28,1.34,28,1.57,30,1.47
D,470,Diop,4.3,4.3,Fulham,84,2.67,82,2.64,81,2.82,79,1.30
D,471,Johnson,4.4,4.4,West Ham,42,1.25,36,1.19,27,1.17,19,0.64
D,472,Aguerd,4.8,4.8,West Ham,70,1.89,84,2.49,80,3.23,79,2.49
G,473,Areola,4.3,4.3,West Ham,1,0.05,4,0.14,4,0.15,5,0.19
D,474,Boly,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,5,0.16
D,475,Coady,4.7,4.7,Everton,14,0.27,19,0.36,0,0.00,20,0.73
F,476,Jiménez,6.5,6.5,Wolves,3,0.22,6,0.39,7,0.50,8,0.46
D,477,Jonny,4.3,4.3,Wolves,32,1.20,21,0.57,31,1.47,33,0.78
G,478,Sá,5.0,5.0,Wolves,88,3.53,87,3.08,88,3.93,86,3.02
M,479,Dendoncker,4.7,4.7,Aston Villa,64,2.23,39,1.50,23,0.87,25,0.97
M,480,Neves,5.2,5.2,Wolves,71,2.50,72,2.22,69,2.78,68,1.99
M,481,Hwang,5.7,5.7,Wolves,35,1.75,33,1.49,39,2.10,36,1.52
D,482,Semedo,5.0,5.0,Wolves,33,1.22,68,1.50,62,2.82,63,1.31
M,483,Podence,5.2,5.2,Wolves,40,2.00,41,1.82,42,2.34,38,1.59
D,484,Kilman,4.3,4.3,Wolves,83,2.70,77,1.51,75,3.18,72,1.29
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,486,Neto,4.9,4.9,Wolves,32,1.70,33,1.55,31,1.85,36,1.56
D,487,Aït-Nouri,4.1,4.1,Wolves,5,0.19,6,0.18,5,0.25,6,0.17
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,3.8,3.8,Wolves,40,1.39,33,0.73,33,1.51,30,0.63
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.3,5.3,Wolves,37,1.79,36,1.58,34,1.82,37,1.51
G,492,Šarkić,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,83,4.33,80,2.87,78,2.93,78,3.07
D,494,Mosquera,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Phillips,3.8,3.8,Liverpool,0,0.00,0,0.00,1,0.05,0,0.00
G,502,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00
M,503,Moutinho,4.6,4.6,Wolves,11,0.52,11,0.50,14,0.70,12,0.55
D,504,Malacia,4.2,4.2,Man Utd,31,1.17,37,1.71,29,2.38,29,1.40
M,505,Rothwell,4.9,4.9,Bournemouth,65,2.46,64,2.38,64,2.37,61,2.38
M,506,Adams,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,12,0.33
D,507,Niakhaté,4.3,4.3,Nott'm Forest,85,3.19,81,1.82,81,1.63,81,2.16
M,508,Sinisterra,6.5,6.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00
M,509,Downes,4.2,4.2,West Ham,23,0.81,11,0.44,17,0.67,16,0.60
D,510,Hickey,4.9,4.9,Brentford,46,1.02,65,2.54,64,1.69,64,1.45
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,4,0.13,7,0.26
M,512,Aribo,5.0,5.0,Southampton,7,0.42,9,0.52,11,0.51,11,0.53
D,513,Lenglet,4.8,4.8,Spurs,45,1.74,45,1.33,51,1.92,50,1.64
M,514,C.Doucouré,5.0,5.0,Crystal Palace,79,2.32,75,2.53,73,2.28,73,2.56
M,515,Lewis-Potter,5.2,5.2,Brentford,0,0.00,0,0.00,0,0.00,0,0.00
D,516,Collins,4.3,4.3,Wolves,31,1.12,32,0.73,30,1.36,34,0.71
G,517,Strakosha,4.3,4.3,Brentford,0,0.00,1,0.06,2,0.06,5,0.17
G,518,Hennessey,3.9,3.9,Nott'm Forest,0,0.00,4,0.13,3,0.11,5,0.17
M,519,Eriksen,6.2,6.2,Man Utd,63,3.18,62,3.55,61,6.47,60,3.70
D,520,Koulibaly,5.5,5.5,Chelsea,0,0.00,0,0.00,11,0.53,6,0.18
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,523,Toffolo,4.3,4.3,Nott'm Forest,11,0.52,13,0.41,12,0.37,12,0.43
M,524,O'Brien,4.7,4.7,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
D,525,Augustinsson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
D,526,Mee,4.9,4.9,Brentford,87,1.73,85,3.51,84,2.23,80,1.79
M,527,Lingard,5.4,5.4,Nott'm Forest,9,0.59,8,0.45,8,0.46,11,0.55
F,528,Mara,5.3,5.3,Southampton,5,0.36,6,0.44,7,0.42,6,0.38
F,529,Scamacca,6.6,6.6,West Ham,0,0.00,0,0.00,0,0.00,0,0.00
D,530,Richards,4.4,4.4,Crystal Palace,19,0.55,26,1.14,31,1.16,28,1.39
D,531,Vinagre,4.3,4.3,Everton,0,0.00,0,0.00,0,0.00,2,0.07
D,532,Mbabu,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
D,533,Martínez,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,534,McNeil,5.1,5.1,Everton,77,2.57,76,2.47,75,2.77,77,3.33
M,535,Tavernier,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
M,536,Mangala,4.9,4.9,Nott'm Forest,65,2.38,58,1.82,49,1.63,48,1.64
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00
D,538,Young,4.3,4.3,Aston Villa,71,2.95,47,1.91,30,0.83,31,1.19
D,539,Hill,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,26,1.36,18,1.01,9,0.75,12,0.40
D,545,Emerson,4.0,4.0,West Ham,24,0.83,25,0.92,28,1.23,30,1.10
M,546,Harris,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00
D,547,Drameh,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00
G,548,Iversen,3.9,3.9,Leicester,89,3.43,88,3.04,86,2.97,87,3.46
M,549,Praet,4.8,4.8,Leicester,16,0.82,19,0.91,20,0.91,21,1.09
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,551,Iqbal,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00
M,552,Anderson,4.3,4.3,Newcastle,22,0.91,10,0.93,11,0.53,13,0.55
M,553,Hammond,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00
D,555,Ashby,3.8,3.8,Newcastle,0,0.00,1,0.11,3,0.12,4,0.14
M,556,Coventry,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00
G,557,Smith,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
D,558,Bueno,3.8,3.8,Wolves,62,2.44,53,1.41,51,2.55,53,1.31
D,559,Colwill,4.4,4.4,Brighton,43,2.12,41,2.18,43,3.38,45,1.53
M,560,Mills,4.3,4.3,Everton,0,0.00,0,0.00,1,0.08,0,0.00
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,29,1.44,29,1.39,30,1.43,28,1.19
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
M,564,Bajcetic,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00
M,566,Hodge,4.3,4.3,Wolves,2,0.07,2,0.07,2,0.09,3,0.12
M,567,Ronan,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,568,Campbell,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,569,Garnacho,4.1,4.1,Man Utd,12,0.69,16,1.03,17,1.99,18,1.19
M,570,Garner,4.5,4.5,Everton,29,1.01,26,0.88,26,0.98,26,1.10
G,571,Randolph,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00
D,573,Lewis,3.8,3.8,Man City,28,1.58,23,1.20,15,1.41,18,0.85
G,574,Neto,4.5,4.5,Bournemouth,89,3.37,88,3.29,86,3.07,86,3.34
M,575,Cornet,5.9,5.9,West Ham,24,1.24,26,1.26,26,1.51,28,1.43
D,576,Senesi,4.4,4.4,Bournemouth,58,1.73,55,1.58,56,1.34,59,1.88
M,577,Onana,4.7,4.7,Everton,66,2.00,73,2.09,72,2.31,72,2.68
G,578,Robles,4.0,4.0,Leeds,25,0.86,25,0.89,27,0.98,27,0.97
M,579,Guedes,5.8,5.8,Wolves,0,0.00,0,0.00,0,0.00,0,0.00
M,580,Damsgaard,5.0,5.0,Brentford,35,1.49,40,1.95,39,1.69,39,1.57
G,581,Smithies,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.00,0,0.00
M,582,Freuler,4.9,4.9,Nott'm Forest,45,1.72,29,1.01,25,0.88,27,0.98
M,583,Kouyaté,4.4,4.4,Nott'm Forest,42,1.66,50,1.61,46,1.52,45,1.55
M,584,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00
F,585,Dennis,5.6,5.6,Nott'm Forest,26,1.56,21,1.00,21,1.04,20,1.02
D,586,Estupiñán,4.9,4.9,Brighton,83,4.65,81,4.63,77,6.74,73,2.81
D,587,Sergio Gómez,4.4,4.4,Man City,4,0.20,3,0.18,2,0.19,3,0.16
D,588,Kehrer,4.3,4.3,West Ham,75,1.86,66,1.84,54,2.01,39,1.17
